prior_k,true_k,observations,tasks,seed_means,curve_rmse_mean_of_seed_means,curve_rmse_seed_sd,curve_rmse_seed_ci95_low,curve_rmse_seed_ci95_high,curve_rmse_task_median,curve_rmse_task_q25,curve_rmse_task_q75,k_accuracy_percent_mean_of_seed_means,k_accuracy_seed_ci95_low,k_accuracy_seed_ci95_high,true_k_probability_mean,true_k_probability_seed_ci95_low,true_k_probability_seed_ci95_high
1,2,3,498,5,1.094859769173673,0.06324861262907637,1.016326243935813,1.173393294411533,0.8933438722781297,0.5041150937471305,1.5379480877794867,4.0415078652820355,0.9129165060294975,7.170099224534574,0.14732178151774944,0.13129528043709993,0.16334828259839895
1,2,4,498,5,1.0670175562418442,0.06421693085782246,0.9872817051205457,1.1467534073631427,0.8834554165401864,0.47344088271994994,1.4912223927300237,5.055707719981196,3.3506403395505266,6.760775100411866,0.15418137622134925,0.14073127137809466,0.16763148106460385
1,2,5,498,5,1.053645825892963,0.07313963743336849,0.9628309712502731,1.144460680535653,0.8761665765540982,0.4446893559914269,1.478465439121724,6.0467345514257484,4.367211076852026,7.726258025999471,0.15760406507219027,0.14175730202904488,0.17345082811533566
1,2,6,498,5,1.0452138123333565,0.07435914464863676,0.9528847394859182,1.137542885180795,0.8715937475213633,0.44195852315470935,1.4601243552875536,5.660179929577009,3.9507935019696174,7.369566357184402,0.1598006049134059,0.1441656770792449,0.17543553274756687
1,2,7,498,5,1.0396019728747838,0.08005408298402089,0.9402017001243086,1.139002245625259,0.8734111664480675,0.43758534369759683,1.4517700074282935,5.854354686858562,4.0278326987379405,7.680876674979183,0.16065911566751215,0.14457346270462013,0.17674476863040417
1,2,8,498,5,1.0360316240001681,0.07935371397034874,0.937500974239427,1.1345622737609093,0.8706066249184665,0.44384230776401357,1.427067160593864,5.826307221917894,4.028753669780079,7.623860774055708,0.16268259331608298,0.1426074626643234,0.18275772396784257
1,2,9,498,5,1.0325721972634567,0.08359825537801541,0.9287712532479308,1.1363731412789826,0.8705824555811696,0.44075793493711934,1.4231057568662793,5.826307221917894,4.028753669780079,7.623860774055708,0.16249818567136878,0.14539376864180925,0.17960260270092832
1,2,10,498,5,1.0320523207512764,0.08435289441479943,0.9273143686121366,1.1367902728904162,0.870558098376007,0.4421980400165123,1.423139339119368,5.826307221917894,4.028753669780079,7.623860774055708,0.16260612130339308,0.14524730822310622,0.17996493438367994
1,2,11,498,5,1.03186846486659,0.08402480427240497,0.9275378904454268,1.136199039287753,0.8705338601108753,0.44248956232831116,1.4231535349786344,5.826307221917894,4.028753669780079,7.623860774055708,0.16317200864815307,0.14587863218420588,0.18046538511210025
1,2,12,498,5,1.0306456081076563,0.08366948767839914,0.9267562175092346,1.134534998706078,0.8705094341468144,0.4422331972573277,1.423125480923336,6.022385653290442,4.340423514565965,7.704347792014919,0.1632662672633592,0.1460586383629366,0.1804738961637818
1,3,0,367,5,2.031171539792931,0.15275007946220948,1.841507265401941,2.2208358141839204,1.9629246574688688,1.0234984873446118,2.887090619553203,0.0,0.0,0.0,0.09999999999999998,0.09999999999999996,0.09999999999999999
1,3,1,367,5,1.8669405356098596,0.12976681846801746,1.705813748956679,2.0280673222630403,1.561674705109355,0.8854134341331656,2.737375185491191,3.1077616077616077,1.439018890027124,4.7765043254960915,0.1482199886444301,0.13209512436931553,0.16434485291954465
1,3,2,367,5,1.7590367720509925,0.15204757793845874,1.5702447685107275,1.9478287755912576,1.4699554970924016,0.7914939128262233,2.6556019730770144,7.433219933219934,2.379706741500346,12.486733124939521,0.17805617483488306,0.14938706528703014,0.206725284382736
1,3,3,367,5,1.6703551165773287,0.16750294026999868,1.4623727460507958,1.8783374871038616,1.3512517731704368,0.6620521765745202,2.6260324444690992,10.10987210987211,5.376201774247183,14.84354244549704,0.19543114178894966,0.1649199877612007,0.2259422958166986
1,3,4,367,5,1.6495036895109678,0.15948925453275944,1.4514716240572838,1.8475357549646518,1.3508605873458066,0.6313315847755312,2.60080779958546,9.261639261639264,4.328996992947882,14.194281530330645,0.20102348410568677,0.17129040727610342,0.2307565609352701
1,3,5,367,5,1.6320165525662074,0.15722332640651052,1.436798008489404,1.8272350966430106,1.3509494171624474,0.6296881446010497,2.489975592254827,9.829364329364328,4.732159280801928,14.926569377926729,0.2064147699787227,0.17187682851707706,0.24095271144036837
1,3,6,367,5,1.6038155900041424,0.1660346382376518,1.397656357249664,1.8099748227586208,1.3231269926746105,0.6274115449397359,2.4198836360379303,11.250897750897753,5.58382157619585,16.917973925599657,0.21099015464117504,0.17753879520742674,0.24444151407492334
1,3,7,367,5,1.5862320358267383,0.18147749856690518,1.3608979593721369,1.8115661122813398,1.322768568047888,0.6177204744681648,2.395739303384995,11.525830025830025,6.353410508109279,16.698249543550773,0.21245277163502788,0.17459358017243798,0.2503119630976178
1,3,8,367,5,1.580776468438565,0.18560987169806037,1.3503113730398637,1.8112415638372663,1.3142240565348557,0.6173619672132478,2.3956024727713467,11.861620361620362,5.480556473800852,18.242684249439872,0.21566130076255652,0.1734595195346359,0.25786308199047714
1,3,9,367,5,1.5816915942802248,0.1813736301152236,1.3564864875426257,1.8068967010178238,1.3143384180135347,0.627188649677811,2.395710691984828,11.82886032886033,6.043865359480106,17.61385529824055,0.2156944593522938,0.17404631421187378,0.25734260449271384
1,3,10,367,5,1.5763174158613313,0.1829718164833724,1.3491278986479818,1.803506933074681,1.3100986907811514,0.6271804120724126,2.379135116349396,12.0991305991306,6.1171433563105015,18.0811178419507,0.21571824955885113,0.17414328777904925,0.257293211338653
1,3,11,367,5,1.576211588828581,0.1826989131219549,1.3493609258940924,1.8030622517630697,1.3100973361347066,0.6173513442752747,2.379728050406652,12.0991305991306,6.1171433563105015,18.0811178419507,0.21621000505915117,0.17420869892346674,0.2582113111948356
1,3,12,367,5,1.5763087909257778,0.18269986468331345,1.3494569464718082,1.8031606353797474,1.3100957085651894,0.6173476361210388,2.3802221274054562,12.0991305991306,6.1171433563105015,18.0811178419507,0.21624076176013246,0.17402626881742483,0.2584552547028401
2,1,0,635,5,1.7681979749911807,0.02273061820635498,1.7399741847074348,1.7964217652749266,1.834467247839892,1.4054820213073635,2.1205690298717763,0.0,0.0,0.0,0.09999999999999998,0.09999999999999995,0.1
2,1,1,635,5,1.3022655045307456,0.02706296410567483,1.2686623963160484,1.3358686127454429,1.3318993297190518,0.8348798564706554,1.7942111470848046,2.9189103759897193,1.2024502289880072,4.6353705229914315,0.13555404559860948,0.12488724385017536,0.1462208473470436
2,1,2,635,5,1.2440588342484666,0.02637860476430835,1.2113054703897788,1.2768121981071545,1.304008493340583,0.6884819540459115,1.788423474900754,5.786781546656718,4.6862858371969995,6.887277256116436,0.15869140096795142,0.15214834361430787,0.16523445832159497
2,1,3,635,5,1.2172439714925918,0.01663427424263404,1.196589792029265,1.2378981509559186,1.2794586802988768,0.6190707262815005,1.7831638217288839,8.460398271359285,7.37286357446153,9.54793296825704,0.17342118684150443,0.16560909551818462,0.18123327816482424
2,1,4,635,5,1.1983744791292907,0.01630804637924991,1.1781253650591388,1.2186235931994427,1.2821521405839529,0.575273944796858,1.7741106040416819,10.904959737594826,9.672696501332522,12.13722297385713,0.1938803426995247,0.18350140206067417,0.20425928333837523
2,1,5,635,5,1.1944816286664925,0.016282199590286192,1.174264607623666,1.214698649709319,1.2849995005540555,0.5732178735058423,1.7777542176247134,12.311238237366828,11.302564591747432,13.319911882986224,0.20517575990472695,0.19985003714578337,0.21050148266367052
2,1,6,635,5,1.1862918237968003,0.014777558670991812,1.1679430612136859,1.2046405863799148,1.28499961391285,0.5432441320108903,1.77747777953501,13.258890633420387,11.629947244656574,14.887834022184201,0.21197465548978028,0.2024516300659766,0.22149768091358396
2,1,7,635,5,1.1807181744850939,0.01642961168564389,1.1603181171505619,1.2011182318196258,1.2849732315740907,0.508490252795218,1.7774226702315907,14.343477956721802,13.041706819608262,15.645249093835343,0.21823122210991436,0.2127731326290024,0.2236893115908263
2,1,8,635,5,1.1796345645172739,0.01787950173566712,1.1574342309062744,1.2018348981282734,1.2849749435445752,0.5090099706375266,1.7832433917294572,14.18843919703188,13.099181447849066,15.277696946214693,0.22229521795730633,0.21426647253838152,0.23032396337623115
2,1,9,635,5,1.181966676988936,0.016948911495382545,1.1609218237763776,1.2030115302014945,1.2860739663805212,0.5427243919338539,1.788199397705333,14.335498020561293,13.433867507221473,15.237128533901112,0.22356113124660348,0.21504819337055378,0.2320740691226532
2,1,10,635,5,1.1799412197443384,0.017227107659908283,1.15855094036985,1.2013314991188269,1.2858183149027578,0.510756030859409,1.7888981841680602,14.491748020561293,13.886579714265888,15.096916326856697,0.22460873369063689,0.21663472896304922,0.23258273841822455
2,1,11,635,5,1.1800222704219006,0.015364554327923453,1.160944656464472,1.199099884379329,1.2855836227613189,0.5106088094756537,1.7887905635519958,14.464968598433028,13.455538189727559,15.474399007138498,0.22533016721531868,0.2188021760295406,0.23185815840109675
2,1,12,635,5,1.1799623913718384,0.01530599852116774,1.1609574840515444,1.1989672986921325,1.2853286293905357,0.5105612222297388,1.7886855780412452,14.464968598433028,13.455538189727559,15.474399007138498,0.2261632554896326,0.22027079145666165,0.23205571952260354
2,2,0,498,5,1.3000566591007672,0.05511499949106437,1.2316223484716937,1.3684909697298406,1.3633877943911146,0.9083917614834217,1.6913667340989234,100.0,100.0,100.0,0.7999999999999998,0.7999999999999997,0.7999999999999999
2,2,1,498,5,0.9920117422354553,0.0900355669656483,0.8802178201763456,1.1038056642945648,0.8744967942295214,0.5765413805200337,1.3539900832155758,99.4093637454982,98.73921732698524,100.0,0.8001448344322306,0.7950531645300117,0.8052365043344495
2,2,2,498,5,0.9678118473060986,0.08358533297618884,0.864026948571691,1.0715967460405063,0.9088780110874716,0.5355089121149075,1.3655721701596462,97.96969661651067,96.63608724707342,99.30330598594793,0.7975805646134349,0.7871365143373124,0.8080246148895573
2,2,3,498,5,0.9377515114829119,0.07903969876464023,0.8396107630979877,1.0358922598678362,0.8928370603331691,0.4680905089573436,1.3476347289849027,96.53266096082446,94.45860038046712,98.6067215411818,0.7901341809303443,0.776695381869018,0.8035729799916705
2,2,4,498,5,0.9264909613251557,0.08061877971116184,0.826389524978686,1.0265923976716254,0.8920271165317719,0.4451114013383601,1.3459024032228624,94.96734357173288,92.6943528968565,97.24033424660927,0.7821576375300119,0.7643717982416436,0.7999434768183802
2,2,5,498,5,0.9213833363190382,0.08479824310043373,0.8160924107502989,1.0266742618877776,0.8860888491089797,0.4223513665258448,1.3443544509350398,93.56335155421392,91.35135346127181,95.77534964715603,0.7680385737139057,0.7457987467093089,0.7902784007185025
2,2,6,498,5,0.9198936735060906,0.08336958527551394,0.8163766609243064,1.0234106860878749,0.895669504898486,0.4061185209146976,1.3443605138443961,93.18239917326154,90.95731587776612,95.40748246875697,0.7646873405056354,0.7431866011784525,0.7861880798328182
2,2,7,498,5,0.9234583064180291,0.08502324174356844,0.8178880081344647,1.0290286047015935,0.89928037650357,0.39992487691837886,1.3477337089132582,92.96841066523696,90.53820543481706,95.39861589565686,0.7642919030631568,0.7445595426912176,0.7840242634350959
2,2,8,498,5,0.9245843964660423,0.0872967627176803,0.8161911490397621,1.0329776438923226,0.8956430116752949,0.3991778224027434,1.3576521227927936,92.17799741255726,90.05884620695689,94.29714861815764,0.7589554832674914,0.7413635240347661,0.7765474425002167
2,2,9,498,5,0.9238106044722896,0.08444034238836859,0.818964071332653,1.028657137611926,0.8956326510656445,0.3943006005921732,1.3577517549355549,91.9838226552757,89.64568461771506,94.32196069283634,0.7567396509095485,0.7390962901357659,0.7743830116833311
2,2,10,498,5,0.9250116103727111,0.08467591319462822,0.8198725774439142,1.030150643301508,0.8956319051022152,0.39726737860672545,1.3576946518818707,91.9838226552757,89.64568461771506,94.32196069283634,0.7558570674070699,0.7381938099497567,0.7735203248643832
2,2,11,498,5,0.9257980020299892,0.08432059964610396,0.8211001491424689,1.0304958549175096,0.8956215349371346,0.394276464927856,1.3576351345180147,91.9838226552757,89.64568461771506,94.32196069283634,0.7559525310154198,0.7386096976292298,0.7732953644016098
2,2,12,498,5,0.9259003888935208,0.08464958715830834,0.8207940440562377,1.031006733730804,0.8919968596476574,0.39427051298312965,1.3577342478347023,91.9838226552757,89.64568461771506,94.32196069283634,0.7560020595619978,0.738803248134069,0.7732008709899267
2,3,0,367,5,1.527716968696296,0.1116702710534534,1.389060013459567,1.6663739239330249,1.3497893033897894,0.8861378850093526,2.006006220448401,0.0,0.0,0.0,0.09999999999999998,0.09999999999999996,0.09999999999999999
2,3,1,367,5,1.2478279649851334,0.1311685160140199,1.084960740952711,1.4106951890175559,1.0001050894026189,0.5845138134214344,1.7550099763843887,0.880992880992881,0.0,1.883584895030669,0.11649272166659086,0.1052365825324029,0.12774886080077882
2,3,2,367,5,1.1993320385065869,0.13703349098275208,1.0291824862051235,1.3694815908080502,0.939755599693727,0.5411498428585888,1.7250628939364978,1.6160461160461161,0.0,3.464172959902824,0.12759937256652826,0.11242464554674282,0.14277409958631368
2,3,3,367,5,1.1602855493110376,0.13800775702815407,0.9889262859363261,1.331644812685749,0.9089757203015928,0.49474027257591724,1.6538376913569426,3.4491274491274497,0.7015190773759681,6.196735820878931,0.13828256584459944,0.11536221584432041,0.16120291584487847
2,3,4,367,5,1.1418374441462227,0.12645598277302514,0.984821602979482,1.2988532853129633,0.9089342850126038,0.4943779440491945,1.6312135996195465,3.681062181062181,1.8845209948611443,5.477603367263217,0.1420729958614343,0.12104052628915682,0.16310546543371177
2,3,5,367,5,1.1196584596307368,0.13313093823865588,0.954354566572709,1.2849623526887646,0.8995056467420087,0.48050635444902745,1.6247651080015015,3.6334026334026333,1.7610435817861376,5.505761685019129,0.1420400243308243,0.1225118510756286,0.16156819758601998
2,3,6,367,5,1.1153916513724238,0.13353299546084535,0.9495885383363855,1.281194764408462,0.8883211951900655,0.48045681553327335,1.6250625922437005,3.713822213822214,1.3824660182489028,6.045178409395525,0.14293457616220712,0.12452580146645228,0.16134335085796195
2,3,7,367,5,1.1070821959252908,0.13324574454092877,0.9416357520149637,1.2725286398356177,0.8880459992580256,0.4803678128249784,1.6185548735059987,3.941094941094941,2.050172779064016,5.8320171031258665,0.1440074165724802,0.12528260532571994,0.16273222781924046
2,3,8,367,5,1.104941529475844,0.12837599215055026,0.9455416817888167,1.2643413771628713,0.8884761025884459,0.47546120344443576,1.618553684200803,4.4713979713979715,2.141107241900919,6.801688700895024,0.14812042662756292,0.1256429003508014,0.17059795290432445
2,3,9,367,5,1.1043115988426755,0.1268991461484835,0.9467454976673058,1.2618777000180452,0.8878408841357117,0.47224830561843323,1.613714964541197,4.779090279090279,2.2629766077282545,7.295203950452303,0.15027586885536295,0.12662747479305003,0.17392426291767588
2,3,10,367,5,1.1010506149282302,0.12572716486327976,0.9449397207212664,1.257161509135194,0.8860961572206358,0.46592713857668155,1.6059586198407447,5.04936054936055,2.5717332223163507,7.52698787640475,0.15197273573178852,0.1273478274271698,0.17659764403640724
2,3,11,367,5,1.0990708048568143,0.12399559905500737,0.945109933574503,1.2530316761391256,0.8719127932876827,0.46587206116711066,1.6026669493264332,5.04936054936055,2.5717332223163507,7.52698787640475,0.15211450564869786,0.12760393294614347,0.17662507835125224
2,3,12,367,5,1.0972131234048164,0.12247538217544315,0.9451398506913216,1.2492863961183112,0.8704269389357124,0.46585858569106753,1.5959499059893534,5.04936054936055,2.5717332223163507,7.52698787640475,0.15222599858697122,0.12769589494982694,0.1767561022241155
3,1,0,635,5,2.5193594880753922,0.0253805483430344,2.487845374943176,2.5508736012076083,2.533834253367451,2.1941525218248152,2.86280027225786,0.0,0.0,0.0,0.09999999999999998,0.09999999999999995,0.1
3,1,1,635,5,1.7448534175280375,0.025718441763166303,1.7129197543008137,1.7767870807552613,1.895946992627796,1.0120646142931284,2.4180388004037994,9.386701747295113,7.649477451437963,11.123926043152263,0.1714553614808679,0.16290886787278228,0.18000185508895353
3,1,2,635,5,1.6549565702739606,0.023531624034292334,1.6257381998913134,1.6841749406566078,1.8279881954676935,0.8840757904939285,2.41488833225904,14.442101417734113,12.342680442277345,16.54152239319088,0.2040809081937672,0.19354904686134355,0.21461276952619085
3,1,3,635,5,1.6083064852354223,0.027030993738286938,1.57474307347492,1.6418698969959247,1.7726385793871158,0.7931898679801559,2.3588165969781407,15.036826887203086,13.369795970461,16.703857803945173,0.2225969675962994,0.20640867220859024,0.23878526298400857
3,1,4,635,5,1.5808554235939656,0.03774344254672822,1.533990749815421,1.62772009737251,1.7610141395239263,0.7231620796700452,2.3198030768167115,16.79848329395183,15.66405007042973,17.93291651747393,0.23707055140212235,0.22228695557100098,0.25185414723324373
3,1,5,635,5,1.568194384896292,0.03975773328004852,1.518828638832268,1.617560130960316,1.755208926760314,0.6598092659831778,2.318799757769196,18.300781411930522,16.74763209317173,19.853930730689314,0.24729301564631104,0.23046858693601174,0.26411744435661033
3,1,6,635,5,1.56251516667621,0.03750469991453928,1.5159469310288909,1.6090834023235292,1.7530171094367775,0.6336129030065145,2.326661832391961,18.75087053849024,16.761275189698477,20.740465887282003,0.2525825346509051,0.23401914951761735,0.27114591978419283
3,1,7,635,5,1.5613009447806916,0.03656735294640014,1.5158965791175363,1.606705310443847,1.7497490979887167,0.622302275584969,2.3186983127003638,18.59462053849024,16.558149737492077,20.631091339488403,0.25686264511747037,0.24017317905186045,0.2735521111830803
3,1,8,635,5,1.5571390775571694,0.03868186943237435,1.5091091928997715,1.6051689622145673,1.7492812593379337,0.6213301911811004,2.3186838608517775,18.913889234340672,17.005984848545655,20.82179362013569,0.25755710993923375,0.24109576885650505,0.27401845102196243
3,1,9,635,5,1.5547137540786196,0.03777862895126467,1.5078053906083357,1.6016221175489034,1.7490296678559227,0.615818777695285,2.3186442524147868,18.965025597977036,16.45589822960575,21.47415296634832,0.2587800244458148,0.2420443411954755,0.27551570769615413
3,1,10,635,5,1.55443110632243,0.037694053089884924,1.5076277576543387,1.6012344549905215,1.7551964663569941,0.6025681471671658,2.3186246311492074,19.121275597977036,16.794598579643388,21.447952616310683,0.25980461765387186,0.24326148762566355,0.27634774768208015
3,1,11,635,5,1.5538429563057807,0.037341323694653934,1.5074775790288557,1.6002083335827058,1.7551152775661432,0.6025916629117967,2.3186044352462574,19.121275597977036,16.794598579643388,21.447952616310683,0.2601819006102271,0.24418904099384864,0.2761747602266056
3,1,12,635,5,1.5537356758489644,0.03725319436829213,1.5074797255837689,1.59999162611416,1.7551114782783774,0.6027462225194641,2.318570626006396,19.121275597977036,16.794598579643388,21.447952616310683,0.26080860404340994,0.24457451614884476,0.2770426919379751
3,2,0,498,5,1.7329530599124467,0.06201299389579575,1.6559537579712074,1.8099523618536861,1.7889239139134252,1.1524564851514945,2.326359286835645,0.0,0.0,0.0,0.09999999999999996,0.09999999999999995,0.09999999999999998
3,2,1,498,5,1.3676645808619756,0.12444212512817898,1.2131492742303478,1.5221798874936034,1.327481903528644,0.8168646157219746,1.855595427624377,1.4277348479845013,0.2692911628242718,2.586178533144731,0.11132139069147977,0.10515162414150331,0.11749115724145623
3,2,2,498,5,1.3203015661822204,0.09900495280260682,1.1973706806433606,1.4432324517210802,1.2907046930997512,0.7431120824648644,1.8426023214748455,4.031831502827669,3.102375556326832,4.9612874493285055,0.12864949732089595,0.12139237191981633,0.13590662272197557
3,2,3,498,5,1.3038172228234057,0.08139403337434564,1.202753181913885,1.4048812637329264,1.3157261640060154,0.6858748004321563,1.8512797902216303,4.4482284823314435,2.9192088765318767,5.97724808813101,0.1350896098666813,0.12416022769616733,0.1460189920371953
3,2,4,498,5,1.2859511156965544,0.09365799557576088,1.1696593544462046,1.4022428769469042,1.3292288200318,0.6501342866763508,1.8547317994978794,4.858525934645703,2.664610468866345,7.052441400425062,0.1386219028088892,0.12515449209917773,0.15208931351860067
3,2,5,498,5,1.2853318801287448,0.08235346649843864,1.1830765456503538,1.3875872146071357,1.3201420131928177,0.633811883717208,1.8756733117057391,5.264785525860829,3.275688228358779,7.253882823362879,0.13942918928377837,0.12780163597730418,0.15105674259025256
3,2,6,498,5,1.2864808154989014,0.07991100488448498,1.1872581976735512,1.3857034333242515,1.3170404701609595,0.633123960788293,1.8754989088420408,6.045897970838821,5.03918730395736,7.052608637720282,0.1426088899198745,0.12951544677642077,0.15570233306332823
3,2,7,498,5,1.289234606667759,0.08021272334607946,1.1896373558910536,1.3888318574444642,1.3156754538311983,0.6356058989129314,1.8752354480962372,6.24197640221137,5.152830084268439,7.331122720154301,0.147617921464613,0.13474187167235926,0.16049397125686674
3,2,8,498,5,1.2907612466332365,0.0800976190539967,1.191306916712049,1.3902155765544242,1.3154581846670457,0.6329839238477016,1.8898392244930275,6.2555818443882405,4.544035392836464,7.967128295940017,0.14819342437127875,0.13444419661892645,0.16194265212363104
3,2,9,498,5,1.2930335084241524,0.08138420636058875,1.1919816693638237,1.3940853474844812,1.3150588755696981,0.6388177013622731,1.8917224801361188,6.653838234322857,4.534680356058793,8.77299611258692,0.15150188355890537,0.13544012549754378,0.16756364162026696
3,2,10,498,5,1.2923833556503954,0.08166285108594487,1.1909855334663024,1.3937811778344884,1.3149420365164781,0.6430940279339592,1.8929751020217764,6.663745109694363,4.295309692193401,9.032180527195326,0.15030042114709047,0.13475166968489977,0.16584917260928117
3,2,11,498,5,1.2932549724606266,0.0814324064077154,1.1921432851370688,1.3943666597841844,1.3148267175837727,0.641989720149363,1.8941138029215536,6.663745109694363,4.295309692193401,9.032180527195326,0.1503568121577774,0.13380870571054168,0.16690491860501314
3,2,12,498,5,1.2937602577214,0.08179962594027468,1.1921926071248263,1.3953279083179737,1.3146275526704851,0.6412822449061764,1.8953187596014085,6.663745109694363,4.295309692193401,9.032180527195326,0.1513026670171489,0.13376568321967347,0.16883965081462432
3,3,0,367,5,1.52145488769055,0.06541192583469897,1.4402352543284296,1.6026745210526705,1.543295299167471,1.0390047603503405,1.9899918672982917,100.0,100.0,100.0,0.7999999999999998,0.7999999999999997,0.7999999999999999
3,3,1,367,5,1.1414202430405316,0.11039619434928506,1.0043452629783185,1.2784952231027447,1.015200884366325,0.6191989877753128,1.5768919745516032,99.46969696969697,98.55286033061778,100.0,0.816580555062551,0.807204105771018,0.825957004354084
3,3,2,367,5,1.1128061213105613,0.10270859215254471,0.9852765601285529,1.2403356824925698,1.0205446944343666,0.5766979016863292,1.5322244658509723,97.1007371007371,94.78586685302638,99.41560734844784,0.8136216586055778,0.7954524630396292,0.8317908541715263
3,3,3,367,5,1.0812016878931412,0.08669804807719497,0.9735518428811492,1.1888515329051332,0.9619595863370534,0.5509099972142977,1.5131249044037967,96.3001638001638,93.2391396622916,99.361187938036,0.8094821534385037,0.7822420388779835,0.8367222679990239
3,3,4,367,5,1.0860814637847953,0.08782487849737805,0.9770324740079811,1.1951304535616096,0.9776842135345825,0.5566416935645396,1.5073503997405213,94.60369810369811,92.19459315840203,97.01280304899419,0.8044350169539266,0.7808830878167105,0.8279869460911428
3,3,5,367,5,1.0784053789254076,0.06747482346290608,0.9946243198463625,1.1621864380044526,0.9777049587932406,0.5387529179875215,1.504110713732873,93.78264978264977,89.34535099945217,98.21994856584737,0.7981786472926928,0.7674513162017685,0.8289059783836171
3,3,6,367,5,1.07947720747221,0.06629098698784279,0.9971660755240115,1.1617883394204087,0.9606995786952572,0.5239575950852198,1.5202824851911148,93.28510678510678,88.86792652504876,97.7022870451648,0.7952643809509198,0.7625638310919468,0.8279649308098928
