scenario,task_seed,task_id,direction,difficulty,true_pair_count,success,strict_success,severe_failure,steps,total_volume_ml,final_abs_error,estimated_pair_count,estimated_concentration_m,benchmark_seed
pka_prior_narrow,7000555,5,base,medium,1,1,0,0,3,4.510000000000001,0.08945491199954514,3,0.05140652340231317,555
pka_prior_wide,7000555,5,base,medium,1,1,0,0,3,4.510000000000001,0.08945491199954514,2,0.07715617587547594,555
concentration_prior_narrow,7000555,5,base,medium,1,1,0,0,3,4.510000000000001,0.08945491199954514,2,0.07706903169363344,555
concentration_prior_wide,7000555,5,base,medium,1,1,0,0,3,4.510000000000001,0.08945491199954514,1,0.15396069297219717,555
likelihood_scale_0p05,7000555,5,base,medium,1,1,0,0,3,4.510000000000001,0.08945491199954514,2,0.07670395861710977,555
likelihood_scale_0p10,7000555,5,base,medium,1,1,0,0,3,4.510000000000001,0.08945491199954514,2,0.07728359886245992,555
likelihood_scale_0p40,7000555,5,base,medium,1,1,0,0,3,4.510000000000001,0.08945491199954514,2,0.07715451301531748,555
pair_count_prior_favors_k1,7000555,5,base,medium,1,1,0,0,3,4.510000000000001,0.08945491199954514,1,0.155568051672422,555
pair_count_prior_favors_k3,7000555,5,base,medium,1,1,0,0,10,10.31,0.06734046909787228,2,0.07720690602331291,555
nominal,7000555,6,acid,far,2,1,0,0,5,11.25,0.07534391372066818,2,0.10495512888231415,555
pka_prior_narrow,7000555,6,acid,far,2,1,1,0,5,10.5,0.02378129024930331,3,0.06748891790944861,555
pka_prior_wide,7000555,6,acid,far,2,1,1,0,5,10.79,0.029048958123136792,1,0.11846398032464305,555
concentration_prior_narrow,7000555,6,acid,far,2,1,0,0,4,10.530000000000001,0.08874713718183447,2,0.08773169655705428,555
concentration_prior_wide,7000555,6,acid,far,2,1,0,0,5,10.650000000000002,0.06192190868346881,2,0.09547731145643132,555
likelihood_scale_0p05,7000555,6,acid,far,2,1,0,0,4,10.4,0.0529304340948471,3,0.06906175859593126,555
likelihood_scale_0p10,7000555,6,acid,far,2,1,0,0,5,11.25,0.07534391372066818,3,0.07292331392806307,555
likelihood_scale_0p40,7000555,6,acid,far,2,1,1,0,5,11.01,0.0030030941519765264,2,0.12407969501018601,555
pair_count_prior_favors_k1,7000555,6,acid,far,2,1,0,0,4,10.39,0.0601140599212302,1,0.1065035907304423,555
pair_count_prior_favors_k3,7000555,6,acid,far,2,1,1,0,3,9.62,0.020508386724173988,3,0.08244536704871416,555
nominal,7000555,7,base,far,1,0,0,0,50,19.65999999999999,0.42987449502064834,1,0.039203245464938696,555
pka_prior_narrow,7000555,7,base,far,1,0,0,0,50,19.65999999999999,0.42987449502064834,1,0.039203440557721604,555
pka_prior_wide,7000555,7,base,far,1,0,0,0,50,19.65999999999999,0.42987449502064834,1,0.03920411677320406,555
concentration_prior_narrow,7000555,7,base,far,1,0,0,0,50,19.65999999999999,0.42987449502064834,2,0.06147382334565177,555
concentration_prior_wide,7000555,7,base,far,1,0,0,0,50,19.65999999999999,0.42987449502064834,2,0.01960171497665836,555
likelihood_scale_0p05,7000555,7,base,far,1,0,0,0,50,19.65999999999999,0.42987449502064834,1,0.039442231149014316,555
likelihood_scale_0p10,7000555,7,base,far,1,0,0,0,50,19.65999999999999,0.42987449502064834,1,0.03920376827042869,555
likelihood_scale_0p40,7000555,7,base,far,1,0,0,0,50,19.65999999999999,0.42987449502064834,1,0.03920300512433679,555
pair_count_prior_favors_k1,7000555,7,base,far,1,0,0,0,50,19.65999999999999,0.42987449502064834,1,0.039203245464938696,555
pair_count_prior_favors_k3,7000555,7,base,far,1,0,0,0,50,19.65999999999999,0.42987449502064834,1,0.039203245464938696,555
nominal,7000555,8,base,far,1,1,0,0,8,16.35,0.07496476608876002,1,0.045050521902841256,555
pka_prior_narrow,7000555,8,base,far,1,1,0,0,6,17.05,0.0912795755239717,1,0.04809351091718477,555
pka_prior_wide,7000555,8,base,far,1,1,1,0,9,16.5,0.006751706119933587,1,0.044406517319913574,555
concentration_prior_narrow,7000555,8,base,far,1,1,0,0,7,15.9,0.07162533116431469,1,0.050516742447860453,555
concentration_prior_wide,7000555,8,base,far,1,1,0,0,7,16.9,0.05091243319889038,1,0.04542942865098405,555
likelihood_scale_0p05,7000555,8,base,far,1,1,0,0,8,15.950000000000001,0.05181997892990431,1,0.045371076233378736,555
likelihood_scale_0p10,7000555,8,base,far,1,1,1,0,8,16.02,0.03480204055214564,1,0.04529776761824938,555
likelihood_scale_0p40,7000555,8,base,far,1,1,0,0,6,15.790000000000001,0.05460384896641379,1,0.045783732627123624,555
pair_count_prior_favors_k1,7000555,8,base,far,1,1,0,0,8,16.35,0.07496476608876002,1,0.045050521902841256,555
pair_count_prior_favors_k3,7000555,8,base,far,1,1,0,0,8,14.68,0.05860572284093202,1,0.045044396535155046,555
nominal,7000555,9,base,near,1,1,0,0,2,1.9300000000000002,0.062014226333403144,1,0.10564542554507336,555
pka_prior_narrow,7000555,9,base,near,1,1,0,0,2,2.1399999999999997,0.07246711348143364,1,0.10667516986412331,555
pka_prior_wide,7000555,9,base,near,1,1,1,0,1,1.02,0.021561873785842067,1,0.10395247627211071,555
concentration_prior_narrow,7000555,9,base,near,1,1,0,0,2,1.9900000000000002,0.0901571629437452,1,0.09824006475244301,555
concentration_prior_wide,7000555,9,base,near,1,1,1,0,2,1.9100000000000001,0.041384324953179785,1,0.1367862080051604,555
likelihood_scale_0p05,7000555,9,base,near,1,1,0,0,2,2.0100000000000002,0.09015498247969589,1,0.06938999633719457,555
likelihood_scale_0p10,7000555,9,base,near,1,1,0,0,2,2.02,0.09372778252579472,1,0.09572296149179807,555
likelihood_scale_0p40,7000555,9,base,near,1,1,1,0,2,1.78,0.011138312539817008,1,0.10684394374226225,555
pair_count_prior_favors_k1,7000555,9,base,near,1,1,0,0,2,1.9300000000000002,0.062014226333403144,1,0.10564542554507336,555
pair_count_prior_favors_k3,7000555,9,base,near,1,1,1,0,1,1.02,0.021561873785842067,3,0.09265539256002774,555
nominal,7000555,10,acid,near,2,1,0,0,6,3.72,0.09370971147313778,1,0.09666930875703306,555
pka_prior_narrow,7000555,10,acid,near,2,1,0,0,6,3.72,0.09370971147313778,1,0.09663600056419276,555
pka_prior_wide,7000555,10,acid,near,2,1,0,0,6,3.72,0.09370971147313778,1,0.09760580582986737,555
concentration_prior_narrow,7000555,10,acid,near,2,1,0,0,6,3.72,0.09370971147313778,1,0.09277291456264898,555
concentration_prior_wide,7000555,10,acid,near,2,1,0,0,6,3.72,0.09370971147313778,1,0.10406485780824634,555
likelihood_scale_0p05,7000555,10,acid,near,2,1,0,0,6,3.72,0.09370971147313778,1,0.09485417633691097,555
likelihood_scale_0p10,7000555,10,acid,near,2,1,0,0,6,3.72,0.09370971147313778,1,0.09482484046458388,555
likelihood_scale_0p40,7000555,10,acid,near,2,1,0,0,6,3.72,0.09370971147313778,1,0.09830915789103518,555
pair_count_prior_favors_k1,7000555,10,acid,near,2,1,0,0,6,3.72,0.09370971147313778,1,0.09666930875703306,555
pair_count_prior_favors_k3,7000555,10,acid,near,2,1,1,0,2,4.4799999999999995,0.03485436105241835,3,0.0985725491198862,555
nominal,7000555,11,base,medium,1,1,1,0,9,13.229999999999999,0.0011414792487673964,1,0.1482135595737638,555
pka_prior_narrow,7000555,11,base,medium,1,1,1,0,9,13.089999999999996,0.001144009428651671,2,0.0737418417842798,555
pka_prior_wide,7000555,11,base,medium,1,1,1,0,5,11.97,0.0011642524688415534,1,0.1475800814199591,555
concentration_prior_narrow,7000555,11,base,medium,1,1,1,0,9,13.27,0.034901287796724745,1,0.14753759421022783,555
concentration_prior_wide,7000555,11,base,medium,1,1,0,0,9,13.239999999999997,0.061355550925986435,3,0.04916944131302123,555
likelihood_scale_0p05,7000555,11,base,medium,1,1,1,0,7,13.229999999999999,0.04036427085405059,1,0.1475477837026122,555
likelihood_scale_0p10,7000555,11,base,medium,1,1,1,0,9,13.229999999999999,0.0011414792487673964,1,0.1478304896172374,555
likelihood_scale_0p40,7000555,11,base,medium,1,1,1,0,9,13.229999999999999,0.0011414792487673964,1,0.147631534852143,555
pair_count_prior_favors_k1,7000555,11,base,medium,1,1,1,0,7,12.599999999999998,0.020332743328561165,1,0.14833874774051525,555
pair_count_prior_favors_k3,7000555,11,base,medium,1,1,0,0,7,11.89,0.068225686096687,3,0.06466476097893703,555
nominal,7000555,12,base,far,2,1,1,0,6,18.68,0.016026269378350833,2,0.06492966040018172,555
pka_prior_narrow,7000555,12,base,far,2,1,1,0,6,16.130000000000003,0.03515599828854121,2,0.06662932469003745,555
pka_prior_wide,7000555,12,base,far,2,1,0,0,6,17.01,0.0757204129920872,3,0.06167844431239907,555
concentration_prior_narrow,7000555,12,base,far,2,1,1,0,7,19.3,0.02869095910947017,2,0.06556070762182296,555
concentration_prior_wide,7000555,12,base,far,2,1,0,0,5,16.14,0.08580074140900962,2,0.06588980105749254,555
likelihood_scale_0p05,7000555,12,base,far,2,1,1,0,6,18.44,0.016027030553502186,3,0.06449799095800061,555
likelihood_scale_0p10,7000555,12,base,far,2,1,0,0,6,18.4,0.0648338980797103,2,0.06443308335561541,555
likelihood_scale_0p40,7000555,12,base,far,2,1,1,0,5,15.05,0.0223319691752355,3,0.08607575696845154,555
pair_count_prior_favors_k1,7000555,12,base,far,2,1,1,0,6,18.68,0.016026269378350833,2,0.06492966040018172,555
pair_count_prior_favors_k3,7000555,12,base,far,2,1,1,0,6,18.68,0.016026269378350833,2,0.06492966040018172,555
nominal,7000555,13,base,near,2,1,0,0,7,5.6099999999999985,0.08667510430457437,1,0.13435063982994105,555
pka_prior_narrow,7000555,13,base,near,2,1,0,0,6,5.62,0.08573097580379052,1,0.13543442622053586,555
pka_prior_wide,7000555,13,base,near,2,1,0,0,7,5.6099999999999985,0.08667510430457437,1,0.1332340894223648,555
concentration_prior_narrow,7000555,13,base,near,2,1,0,0,4,5.93,0.05638250947875445,3,0.11604696002813883,555
concentration_prior_wide,7000555,13,base,near,2,1,0,0,7,5.6099999999999985,0.08667510430457437,1,0.1323297589765897,555
likelihood_scale_0p05,7000555,13,base,near,2,1,0,0,7,5.6099999999999985,0.08667510430457437,1,0.15928688666045857,555
likelihood_scale_0p10,7000555,13,base,near,2,1,0,0,7,5.6099999999999985,0.08667510430457437,1,0.14339946928317618,555
likelihood_scale_0p40,7000555,13,base,near,2,1,0,0,7,5.6099999999999985,0.08667510430457437,1,0.12839764290233385,555
pair_count_prior_favors_k1,7000555,13,base,near,2,1,0,0,7,5.6099999999999985,0.08667510430457437,1,0.13435063982994105,555
pair_count_prior_favors_k3,7000555,13,base,near,2,1,1,0,3,6.34,0.017278013613534426,3,0.1541311214397733,555
nominal,7000555,14,base,medium,1,1,1,0,7,9.54,0.0016940491008234915,1,0.07901893186915086,555
pka_prior_narrow,7000555,14,base,medium,1,1,1,0,6,8.4,0.0014134841114206154,1,0.07895093742558804,555
pka_prior_wide,7000555,14,base,medium,1,1,0,0,7,9.280000000000001,0.052952736702163605,3,0.045806677510315856,555
concentration_prior_narrow,7000555,14,base,medium,1,1,0,0,7,9.62,0.09920321980878555,2,0.07917922068982301,555
concentration_prior_wide,7000555,14,base,medium,1,1,1,0,9,10.07,0.026116783157714707,3,0.026363920524135488,555
likelihood_scale_0p05,7000555,14,base,medium,1,1,0,0,6,8.71,0.08812022853355828,1,0.07899315031811102,555
likelihood_scale_0p10,7000555,14,base,medium,1,1,0,0,6,8.67,0.08813492071399764,1,0.0789439350217086,555
likelihood_scale_0p40,7000555,14,base,medium,1,1,0,0,7,9.23,0.07661775435587259,1,0.07893320467872383,555
pair_count_prior_favors_k1,7000555,14,base,medium,1,1,0,0,6,8.63,0.08814961435406943,1,0.07883408958524385,555
pair_count_prior_favors_k3,7000555,14,base,medium,1,1,1,0,7,7.02,0.0010731382606579132,2,0.03951295261931362,555
nominal,7000555,15,base,medium,1,1,1,0,3,5.5200000000000005,0.027648788019439152,3,0.04804045983199564,555
pka_prior_narrow,7000555,15,base,medium,1,1,1,0,3,5.61,0.03594817814620299,3,0.046405895282087974,555
pka_prior_wide,7000555,15,base,medium,1,1,1,0,3,5.33,0.019206310311792762,3,0.05251729683371248,555
concentration_prior_narrow,7000555,15,base,medium,1,1,1,0,3,5.6499999999999995,0.03594821853704566,3,0.07779714370179028,555
concentration_prior_wide,7000555,15,base,medium,1,1,0,0,3,5.800000000000001,0.06003791014256876,3,0.04655575832571893,555
likelihood_scale_0p05,7000555,15,base,medium,1,1,1,0,3,5.5200000000000005,0.027648788019439152,1,0.08440044457442153,555
likelihood_scale_0p10,7000555,15,base,medium,1,1,1,0,3,5.5200000000000005,0.027648788019439152,1,0.08455954540345655,555
likelihood_scale_0p40,7000555,15,base,medium,1,1,1,0,3,5.5200000000000005,0.027648788019439152,3,0.06011771141981645,555
pair_count_prior_favors_k1,7000555,15,base,medium,1,1,0,0,5,6.450000000000001,0.07442997533920703,1,0.08546995185988472,555
pair_count_prior_favors_k3,7000555,15,base,medium,1,1,1,0,2,4.35,0.016105800630938916,3,0.06685239721132281,555
nominal,7000555,16,base,medium,1,1,1,0,11,10.17,0.030287327460571944,1,0.12171709814811514,555
pka_prior_narrow,7000555,16,base,medium,1,1,1,0,11,10.17,0.030287327460571944,3,0.04053896773077702,555
pka_prior_wide,7000555,16,base,medium,1,1,1,0,11,10.17,0.030287327460571944,3,0.10785649641539011,555
concentration_prior_narrow,7000555,16,base,medium,1,1,1,0,11,10.17,0.030287327460571944,1,0.1216394037663859,555
concentration_prior_wide,7000555,16,base,medium,1,1,1,0,11,10.17,0.030287327460571944,1,0.1216423225630308,555
likelihood_scale_0p05,7000555,16,base,medium,1,1,1,0,11,10.17,0.030287327460571944,1,0.12163610669549467,555
likelihood_scale_0p10,7000555,16,base,medium,1,1,1,0,11,10.17,0.030287327460571944,1,0.12164331484021201,555
likelihood_scale_0p40,7000555,16,base,medium,1,1,1,0,11,10.17,0.030287327460571944,1,0.12167001427048628,555
pair_count_prior_favors_k1,7000555,16,base,medium,1,1,1,0,11,10.17,0.030287327460571944,1,0.12171709814811514,555
pair_count_prior_favors_k3,7000555,16,base,medium,1,1,1,0,11,10.17,0.030287327460571944,1,0.12171709814811514,555
nominal,7000555,17,base,far,1,1,1,0,10,22.450000000000003,0.011320884493029482,1,0.036865712551150814,555
pka_prior_narrow,7000555,17,base,far,1,1,1,0,15,22.65,0.011294518341456339,1,0.03681453038587447,555
pka_prior_wide,7000555,17,base,far,1,1,1,0,15,22.47,0.011318247646441293,1,0.036808271683548735,555
concentration_prior_narrow,7000555,17,base,far,1,1,1,0,14,22.589999999999996,0.011302427648216096,1,0.0503981668795771,555
concentration_prior_wide,7000555,17,base,far,1,1,1,0,10,22.450000000000003,0.011320884493029482,1,0.03685238372860171,555
likelihood_scale_0p05,7000555,17,base,far,1,1,1,0,10,22.450000000000003,0.011320884493029482,1,0.03680566015223867,555
likelihood_scale_0p10,7000555,17,base,far,1,1,1,0,10,22.450000000000003,0.011320884493029482,1,0.036814816983928286,555
likelihood_scale_0p40,7000555,17,base,far,1,1,1,0,10,22.450000000000003,0.011320884493029482,1,0.03699839740346994,555
pair_count_prior_favors_k1,7000555,17,base,far,1,1,1,0,10,22.450000000000003,0.011320884493029482,1,0.036865712551150814,555
pair_count_prior_favors_k3,7000555,17,base,far,1,1,1,0,17,20.75,0.01154520422060834,1,0.036812505497960765,555
nominal,7000555,18,base,medium,3,1,0,0,8,7.79,0.07622800005688468,3,0.0607638582315029,555
pka_prior_narrow,7000555,18,base,medium,3,1,0,0,8,7.79,0.07622800005688468,3,0.06075238462020596,555
pka_prior_wide,7000555,18,base,medium,3,1,0,0,8,7.79,0.07622800005688468,1,0.18223874044480898,555
concentration_prior_narrow,7000555,18,base,medium,3,1,0,0,8,7.79,0.07622800005688468,3,0.06073464305138208,555
concentration_prior_wide,7000555,18,base,medium,3,1,0,0,8,7.79,0.07622800005688468,1,0.18209503133623894,555
likelihood_scale_0p05,7000555,18,base,medium,3,1,0,0,8,7.79,0.07622800005688468,3,0.06076978840843229,555
likelihood_scale_0p10,7000555,18,base,medium,3,1,0,0,8,7.79,0.07622800005688468,3,0.06077060340506102,555
likelihood_scale_0p40,7000555,18,base,medium,3,1,0,0,8,7.79,0.07622800005688468,3,0.06064102990935488,555
pair_count_prior_favors_k1,7000555,18,base,medium,3,1,0,0,8,7.79,0.07622800005688468,3,0.0607638582315029,555
pair_count_prior_favors_k3,7000555,18,base,medium,3,1,0,0,8,7.79,0.07622800005688468,3,0.0607638582315029,555
nominal,7000555,19,acid,medium,2,1,0,0,2,5.050000000000001,0.09773248663552359,1,0.13442040105881684,555
pka_prior_narrow,7000555,19,acid,medium,2,1,0,0,2,5.02,0.07925743025971865,1,0.13126354798467887,555
pka_prior_wide,7000555,19,acid,medium,2,1,0,0,2,5.05,0.09773248663552359,1,0.13446348787797868,555
concentration_prior_narrow,7000555,19,acid,medium,2,1,0,0,2,5.050000000000001,0.09773248663552359,1,0.10517994308944856,555
concentration_prior_wide,7000555,19,acid,medium,2,1,0,0,2,5.050000000000001,0.09773248663552359,1,0.16146818084430498,555
likelihood_scale_0p05,7000555,19,acid,medium,2,1,0,0,2,5.050000000000001,0.09773248663552359,1,0.10271723045036399,555
likelihood_scale_0p10,7000555,19,acid,medium,2,1,0,0,2,5.050000000000001,0.09773248663552359,1,0.1245569974917871,555
likelihood_scale_0p40,7000555,19,acid,medium,2,1,1,0,2,4.95,0.037326597932024974,2,0.11389223910548736,555
pair_count_prior_favors_k1,7000555,19,acid,medium,2,1,0,0,2,5.050000000000001,0.09773248663552359,1,0.13442040105881684,555
pair_count_prior_favors_k3,7000555,19,acid,medium,2,1,1,0,3,4.9399999999999995,0.03147590681703338,3,0.09843663114393114,555
nominal,7000555,20,base,near,1,1,0,0,4,7.109999999999999,0.06465489451208128,2,0.07499582097586768,555
pka_prior_narrow,7000555,20,base,near,1,1,0,0,1,3.33,0.093446000546761,2,0.09943722513472258,555
pka_prior_wide,7000555,20,base,near,1,1,1,0,2,3.9299999999999997,0.04847848721928649,2,0.10358165761166643,555
concentration_prior_narrow,7000555,20,base,near,1,1,0,0,4,7.140000000000001,0.07291087056948342,2,0.09060945259184222,555
concentration_prior_wide,7000555,20,base,near,1,1,0,0,1,3.51,0.05408972585520111,3,0.0936756991456415,555
likelihood_scale_0p05,7000555,20,base,near,1,1,1,0,2,3.78,0.009861834086526855,2,0.07401627406530384,555
likelihood_scale_0p10,7000555,20,base,near,1,1,1,0,3,4.6,0.040555221461520574,2,0.07957980090063985,555
likelihood_scale_0p40,7000555,20,base,near,1,1,0,0,3,4.9,0.0511445920814122,1,0.11329638382272911,555
pair_count_prior_favors_k1,7000555,20,base,near,1,1,1,0,3,4.68,0.04055531693095027,1,0.10579168866906027,555
pair_count_prior_favors_k3,7000555,20,base,near,1,1,0,0,4,3.4999999999999996,0.05633915456472671,3,0.11342423809590696,555
nominal,7000555,21,acid,near,3,1,0,0,8,5.58,0.08656918107779621,1,0.09358812000639305,555
pka_prior_narrow,7000555,21,acid,near,3,1,0,0,8,5.58,0.08656918107779621,1,0.09357225988890995,555
pka_prior_wide,7000555,21,acid,near,3,1,0,0,8,5.58,0.08656918107779621,1,0.09391638321812361,555
concentration_prior_narrow,7000555,21,acid,near,3,1,0,0,8,5.58,0.08656918107779621,1,0.10442846169723112,555
concentration_prior_wide,7000555,21,acid,near,3,1,0,0,8,5.58,0.08656918107779621,1,0.1023772012169726,555
likelihood_scale_0p05,7000555,21,acid,near,3,1,0,0,8,5.58,0.08656918107779621,1,0.10371567003565646,555
likelihood_scale_0p10,7000555,21,acid,near,3,1,0,0,8,5.58,0.08656918107779621,1,0.09477018342045236,555
likelihood_scale_0p40,7000555,21,acid,near,3,1,0,0,8,5.58,0.08656918107779621,1,0.09403778444042199,555
pair_count_prior_favors_k1,7000555,21,acid,near,3,1,0,0,8,5.58,0.08656918107779621,1,0.09358812000639305,555
pair_count_prior_favors_k3,7000555,21,acid,near,3,1,0,0,8,5.58,0.08656918107779621,3,0.10100540960786601,555
nominal,7000555,22,acid,near,1,1,1,0,2,1.75,0.03438356340730886,2,0.08747631527469765,555
pka_prior_narrow,7000555,22,acid,near,1,1,1,0,2,1.7399999999999998,0.03937403669584194,3,0.1023507862287546,555
pka_prior_wide,7000555,22,acid,near,1,1,1,0,2,1.75,0.03438356340730886,3,0.1028279508544186,555
concentration_prior_narrow,7000555,22,acid,near,1,1,1,0,2,1.75,0.03438356340730886,3,0.10228661558372447,555
concentration_prior_wide,7000555,22,acid,near,1,1,1,0,2,1.75,0.03438356340730886,3,0.09935067452224797,555
likelihood_scale_0p05,7000555,22,acid,near,1,1,1,0,2,1.75,0.03438356340730886,2,0.10392712798724632,555
likelihood_scale_0p10,7000555,22,acid,near,1,1,1,0,2,1.75,0.03438356340730886,2,0.09361084156069269,555
likelihood_scale_0p40,7000555,22,acid,near,1,1,1,0,2,1.75,0.03438356340730886,3,0.10500148156489318,555
pair_count_prior_favors_k1,7000555,22,acid,near,1,1,1,0,2,1.75,0.03438356340730886,1,0.10845719655926571,555
pair_count_prior_favors_k3,7000555,22,acid,near,1,1,0,0,2,1.3900000000000001,0.09148966882984899,3,0.1052924143985421,555
nominal,7000555,23,base,medium,2,1,0,0,5,5.13,0.08358946572285575,1,0.2222443672676348,555
pka_prior_narrow,7000555,23,base,medium,2,1,0,0,5,5.260000000000001,0.05926473694209733,1,0.22223280932672362,555
pka_prior_wide,7000555,23,base,medium,2,1,0,0,5,5.13,0.08358946572285575,1,0.22236145580854405,555
concentration_prior_narrow,7000555,23,base,medium,2,1,0,0,5,5.13,0.08358946572285575,2,0.11222477946187405,555
concentration_prior_wide,7000555,23,base,medium,2,1,0,0,5,5.13,0.08358946572285575,2,0.11133171179800794,555
likelihood_scale_0p05,7000555,23,base,medium,2,1,0,0,5,5.13,0.08358946572285575,1,0.2230198388501,555
likelihood_scale_0p10,7000555,23,base,medium,2,1,0,0,5,5.13,0.08358946572285575,1,0.2222761482009557,555
likelihood_scale_0p40,7000555,23,base,medium,2,1,0,0,5,5.13,0.08358946572285575,2,0.11146674873695972,555
pair_count_prior_favors_k1,7000555,23,base,medium,2,1,0,0,5,5.13,0.08358946572285575,1,0.2222443672676348,555
pair_count_prior_favors_k3,7000555,23,base,medium,2,1,1,0,5,4.72,0.006172786898051896,1,0.22292996110411362,555
nominal,7000555,24,acid,far,2,1,0,0,4,12.089999999999998,0.08224021412295968,3,0.10953053887642487,555
pka_prior_narrow,7000555,24,acid,far,2,1,0,0,4,12.17,0.07780816134925872,3,0.0846848059500181,555
pka_prior_wide,7000555,24,acid,far,2,1,0,0,4,12.089999999999998,0.08224021412295968,3,0.1445543440121262,555
