seed,task_id,acid_type,pka_values,initial_ph,target_ph,initial_volume_ml,analyte_conc_m
100303,94,diprotic,"[2.782885399922452, 4.410437993178042]",1.92,3.14,11.0,0.1
100303,95,diprotic,"[2.535280925307755, 5.0476523943530465]",1.8,10.63,11.0,0.1
100303,96,triprotic,"[3.591618537161367, 5.024850533722912, 6.980282057210221]",2.31,6.66,11.0,0.1
100303,97,monoprotic,[2.501039410641395],1.79,6.42,11.0,0.1
100303,98,monoprotic,[4.610668065897084],2.81,2.09,11.0,0.1
100303,99,triprotic,"[3.3529318923721343, 4.553557067719344, 7.109531768949804]",2.19,10.59,11.0,0.1
100303,100,monoprotic,[5.0323964847834395],3.02,8.05,11.0,0.1
100303,101,triprotic,"[3.924658698998452, 5.0484305348837974, 7.024490318035725]",2.47,10.02,11.0,0.1
100303,102,monoprotic,[4.230964714623699],2.62,2.03,11.0,0.1
100303,103,triprotic,"[3.9110350670748844, 4.124345117081352, 7.872993419983672]",2.45,7.76,11.0,0.1
100303,104,monoprotic,[4.780204682213155],2.89,9.46,11.0,0.1
100303,105,monoprotic,[5.4762790757951265],3.24,8.72,11.0,0.1
100303,106,monoprotic,[2.6346403064652697],1.85,10.94,11.0,0.1
100303,107,diprotic,"[3.036403808886615, 5.999164426596952]",2.04,2.88,11.0,0.1
100303,108,triprotic,"[2.2007888460149383, 4.729940866110107, 7.366691315429165]",1.65,3.52,11.0,0.1
100303,109,triprotic,"[2.2952520873063054, 4.131445577297214, 6.777608322222528]",1.69,5.92,11.0,0.1
100303,110,triprotic,"[2.5585680222095917, 5.459796992064947, 7.632244921756297]",1.82,5.2,11.0,0.1
100303,111,triprotic,"[3.1940481170221924, 4.655174899573005, 6.547023748504078]",2.11,2.78,11.0,0.1
100303,112,monoprotic,[5.126328763834499],3.07,10.78,11.0,0.1
100303,113,triprotic,"[3.828122669437546, 4.231135455715582, 7.8552585587773045]",2.42,5.55,11.0,0.1
100303,114,diprotic,"[3.143014883876127, 4.462108645890234]",2.09,2.18,11.0,0.1
100303,115,monoprotic,[3.6724439721380198],2.35,7.18,11.0,0.1
100303,116,triprotic,"[2.041171265677722, 5.044602689051908, 6.277953168752235]",1.59,2.14,11.0,0.1
100303,117,monoprotic,[3.2412934711357217],2.14,10.64,11.0,0.1
100303,118,monoprotic,[4.725435804759016],2.87,5.59,11.0,0.1
100303,119,monoprotic,[4.199550582754263],2.61,3.02,11.0,0.1
100303,120,triprotic,"[3.2215547698958833, 4.924088209632274, 7.4731863328410455]",2.13,5.51,11.0,0.1
100303,121,monoprotic,[2.8248071238534767],1.94,6.77,11.0,0.1
100303,122,monoprotic,[5.162835949860899],3.08,10.3,11.0,0.1
100303,123,triprotic,"[2.158972036211737, 5.975015397349377, 7.024923750583563]",1.64,8.0,11.0,0.1
100303,124,monoprotic,[2.110887274236764],1.62,6.41,11.0,0.1
100303,125,monoprotic,[4.6901951408959395],2.85,9.56,11.0,0.1
100303,126,diprotic,"[2.1679667502256814, 4.047085918863278]",1.64,6.54,11.0,0.1
100303,127,monoprotic,[2.005383166745994],1.57,10.07,11.0,0.1
100303,128,triprotic,"[2.6443122027075754, 5.881408946334966, 7.557032474486409]",1.85,8.41,11.0,0.1
100303,129,triprotic,"[2.2653059774494686, 5.8903479757516655, 7.359286953476188]",1.68,6.47,11.0,0.1
100303,130,monoprotic,[5.132454443928481],3.07,2.51,11.0,0.1
100303,131,monoprotic,[2.5997072935265546],1.83,3.21,11.0,0.1
100303,132,triprotic,"[3.2362880393610136, 4.229738857012765, 6.273116817515574]",2.13,2.23,11.0,0.1
100303,133,monoprotic,[5.503234850785505],3.25,4.8,11.0,0.1
100303,134,diprotic,"[3.897000836768063, 5.500830157626118]",2.46,10.71,11.0,0.1
100303,135,triprotic,"[3.6835039269079544, 5.210444207217026, 6.948100323136632]",2.35,5.1,11.0,0.1
100303,136,monoprotic,[5.560630100267661],3.28,6.19,11.0,0.1
100303,137,diprotic,"[2.3620619632071724, 6.9390244649121495]",1.73,8.56,11.0,0.1
100303,138,monoprotic,[3.379734304798842],2.2,10.88,11.0,0.1
100303,139,monoprotic,[2.029865431616963],1.58,4.91,11.0,0.1
100303,140,monoprotic,[3.0419656807235067],2.04,8.74,11.0,0.1
100303,141,monoprotic,[3.0763901621699583],2.06,4.99,11.0,0.1
100303,142,triprotic,"[2.731736014662764, 5.61847184060055, 6.2898783076371725]",1.9,9.35,11.0,0.1
100303,143,triprotic,"[2.6133412726785012, 5.087680133245814, 6.489347845499053]",1.84,3.87,11.0,0.1
100303,144,triprotic,"[3.2702704011572887, 5.848695946617488, 6.847199630730484]",2.15,8.45,11.0,0.1
100303,145,triprotic,"[2.5449959876075154, 5.200311668894666, 7.3212542654489905]",1.81,10.96,11.0,0.1
100303,146,diprotic,"[2.8292024249231895, 5.00117988960943]",1.94,7.96,11.0,0.1
100303,147,monoprotic,[2.82143734335773],1.94,10.68,11.0,0.1
100303,148,triprotic,"[2.8944012354818467, 4.875962455473319, 7.154174456645488]",1.97,10.8,11.0,0.1
100303,149,monoprotic,[3.024248235730828],2.03,6.5,11.0,0.1
100303,150,triprotic,"[2.6414686153380766, 5.299131669901972, 7.006581557453892]",1.85,5.01,11.0,0.1
100303,151,triprotic,"[3.783397090689413, 5.691399063535735, 7.612676700118957]",2.4,9.29,11.0,0.1
100303,152,monoprotic,[3.02824668742818],2.04,4.8,11.0,0.1
100303,153,diprotic,"[3.4141914119694765, 5.491524234971109]",2.22,3.32,11.0,0.1
100303,154,monoprotic,[3.8650183456168414],2.44,5.61,11.0,0.1
100303,155,monoprotic,[3.679802128488923],2.35,2.06,11.0,0.1
100303,156,diprotic,"[3.0331558165678443, 4.039837642914553]",2.03,2.78,11.0,0.1
100303,157,monoprotic,[2.4019324234820343],1.74,7.05,11.0,0.1
100303,158,monoprotic,[4.916139310603838],2.96,3.11,11.0,0.1
100303,159,diprotic,"[2.3204911014692122, 5.203658339188049]",1.71,7.87,11.0,0.1
100303,160,monoprotic,[4.691633184794176],2.85,10.18,11.0,0.1
100303,161,monoprotic,[2.105706304285644],1.61,6.41,11.0,0.1
100303,162,triprotic,"[3.626191282846528, 5.038247414085171, 6.832615684353199]",2.32,6.26,11.0,0.1
100303,163,diprotic,"[2.0645276097757463, 4.178813191476258]",1.59,9.29,11.0,0.1
100303,164,diprotic,"[2.4852571378631287, 4.275275687386712]",1.78,8.83,11.0,0.1
100303,165,diprotic,"[3.988459596202461, 5.294185650165916]",2.5,7.96,11.0,0.1
100303,166,diprotic,"[3.256633699347776, 4.572756451253905]",2.14,10.74,11.0,0.1
100303,167,monoprotic,[3.292080034559562],2.16,2.82,11.0,0.1
100303,168,diprotic,"[3.999150037487288, 6.5317641996678635]",2.51,5.27,11.0,0.1
100303,169,monoprotic,[2.9029253854553048],1.98,4.21,11.0,0.1
100303,170,diprotic,"[2.3025529746300295, 6.027222538139959]",1.7,10.15,11.0,0.1
100303,171,triprotic,"[2.6854462776538366, 4.258533458279198, 7.365964742705965]",1.87,2.99,11.0,0.1
100303,172,diprotic,"[3.5681940019884397, 4.560636017366999]",2.29,2.02,11.0,0.1
100303,173,diprotic,"[2.0929142491075994, 5.143812786620421]",1.61,6.49,11.0,0.1
100303,174,diprotic,"[3.5359095951001547, 4.432088027318803]",2.28,4.79,11.0,0.1
100303,175,diprotic,"[2.6709680570199494, 5.038822486904351]",1.87,7.64,11.0,0.1
100303,176,diprotic,"[3.094501796539185, 5.298612056305936]",2.07,9.09,11.0,0.1
100303,177,monoprotic,[3.169683373251672],2.1,8.75,11.0,0.1
100303,178,monoprotic,[5.979997064655092],3.49,10.4,11.0,0.1
100303,179,triprotic,"[3.964465707848552, 4.059684242245906, 7.901884454225204]",2.48,8.67,11.0,0.1
100303,180,diprotic,"[3.5821210644160724, 4.616923842053479]",2.3,7.0,11.0,0.1
100303,181,monoprotic,[5.100524843136941],3.05,8.39,11.0,0.1
100303,182,diprotic,"[3.19594259356532, 4.394818746639643]",2.11,4.46,11.0,0.1
100303,183,monoprotic,[2.075965611432886],1.6,10.81,11.0,0.1
100303,184,diprotic,"[3.2513892007972514, 5.7855848399323015]",2.14,6.6,11.0,0.1
100303,185,triprotic,"[3.5782713849709964, 5.426686397568814, 6.858518782713842]",2.3,9.38,11.0,0.1
100303,186,triprotic,"[2.5157744043021273, 4.58686217134425, 7.154438318009408]",1.8,4.56,11.0,0.1
100303,187,triprotic,"[3.766925611770649, 4.544345771067965, 6.859580428222346]",2.39,6.03,11.0,0.1
100303,188,monoprotic,[2.1446233325889494],1.63,6.35,11.0,0.1
100303,189,triprotic,"[2.8452350457413234, 4.212534543004667, 7.865606615474729]",1.95,8.67,11.0,0.1
100303,190,triprotic,"[3.971504358449187, 4.166846588299865, 7.870732645285839]",2.48,5.36,11.0,0.1
100303,191,diprotic,"[2.958045215375323, 6.390119123742933]",2.0,2.19,11.0,0.1
100303,192,triprotic,"[3.4425905412510733, 5.751334552613467, 7.721559676332488]",2.23,2.36,11.0,0.1
100303,193,monoprotic,[4.60557802147608],2.81,6.82,11.0,0.1
100303,194,diprotic,"[3.471007933399084, 5.514304321103639]",2.25,3.13,11.0,0.1
100303,195,triprotic,"[2.4516146442839375, 4.592532735779339, 7.184445883188652]",1.77,3.44,11.0,0.1
100303,196,triprotic,"[3.932214841952935, 4.875221585027948, 6.247429825902206]",2.47,4.01,11.0,0.1
100303,197,monoprotic,[4.934005321148129],2.97,2.39,11.0,0.1
100303,198,monoprotic,[3.4148265880097317],2.22,3.72,11.0,0.1
100303,199,triprotic,"[2.837745282418987, 5.925881463312396, 7.746263103387486]",1.94,2.4,11.0,0.1
100303,200,monoprotic,[3.8038368414079753],2.41,5.79,11.0,0.1
100303,201,triprotic,"[2.0265173067397884, 5.950590141736856, 7.504378990959211]",1.58,4.76,11.0,0.1
100303,202,diprotic,"[2.740473205338603, 4.364006503646006]",1.9,2.65,11.0,0.1
100303,203,triprotic,"[2.7049742064708027, 4.5874505721195735, 6.214950653577271]",1.88,10.69,11.0,0.1
100303,204,monoprotic,[2.6721450586360884],1.87,4.93,11.0,0.1
100303,205,diprotic,"[3.7387577874619717, 4.7010896207541055]",2.38,8.69,11.0,0.1
100303,206,triprotic,"[2.1983507225629513, 4.793022836225219, 6.270301524119786]",1.65,10.4,11.0,0.1
100303,207,triprotic,"[2.4018415372201143, 5.468756139955268, 7.877868284718177]",1.74,10.09,11.0,0.1
100303,208,triprotic,"[3.1897007355983042, 5.964298415072766, 6.891464603491221]",2.11,8.22,11.0,0.1
100303,209,diprotic,"[2.8201417202920607, 6.181738519247141]",1.94,5.34,11.0,0.1
100303,210,diprotic,"[2.982616740930342, 4.79510870397088]",2.01,7.62,11.0,0.1
100303,211,diprotic,"[3.851488658152795, 6.639851127026645]",2.43,7.57,11.0,0.1
100303,212,monoprotic,[5.357756710988877],3.18,4.23,11.0,0.1
100303,213,monoprotic,[4.7917417049675315],2.9,10.41,11.0,0.1
100303,214,monoprotic,[2.9590736733240015],2.0,6.98,11.0,0.1
100303,215,triprotic,"[2.435334259339495, 5.7908047304423, 7.691955522260839]",1.76,7.83,11.0,0.1
100303,216,triprotic,"[2.93502601421618, 4.460231417084519, 6.19666183173957]",1.99,7.84,11.0,0.1
100303,217,monoprotic,[4.855523407382795],2.93,9.74,11.0,0.1
100303,218,monoprotic,[3.6310957041780028],2.33,8.03,11.0,0.1
100303,219,monoprotic,[3.7305545198502754],2.37,9.02,11.0,0.1
100303,220,diprotic,"[3.989673824251084, 6.643101651388536]",2.5,5.64,11.0,0.1
100303,221,triprotic,"[3.5210048967535483, 4.977667509821785, 6.399983986432087]",2.27,8.35,11.0,0.1
100303,222,diprotic,"[2.6360649652487615, 5.3500373490527355]",1.85,10.98,11.0,0.1
100303,223,triprotic,"[3.5409718643400274, 4.768967992297124, 6.685694517243013]",2.28,9.79,11.0,0.1
100303,224,monoprotic,[5.853413520354959],3.43,6.42,11.0,0.1
100303,225,triprotic,"[2.4357069104459015, 4.597424082442537, 7.784877204348686]",1.76,10.96,11.0,0.1
100303,226,triprotic,"[3.109189308199387, 5.530578680690279, 6.91755955983704]",2.07,5.13,11.0,0.1
100303,227,monoprotic,[2.374868905365514],1.73,10.36,11.0,0.1
100303,228,triprotic,"[2.556417120741405, 4.019321057905448, 7.042699937157988]",1.81,2.91,11.0,0.1
100303,229,monoprotic,[3.824226609791875],2.42,9.34,11.0,0.1
100303,230,monoprotic,[4.299963034514141],2.65,9.49,11.0,0.1
100303,231,diprotic,"[3.630139806586708, 4.080705768566578]",2.32,3.76,11.0,0.1
100303,232,monoprotic,[2.070760627781287],1.6,8.72,11.0,0.1
100303,233,monoprotic,[2.551657703185155],1.81,3.11,11.0,0.1
100303,234,monoprotic,[5.927888621150544],3.46,2.93,11.0,0.1
100303,235,monoprotic,[4.072924481589553],2.54,5.43,11.0,0.1
100303,236,diprotic,"[2.3631201820929926, 6.7347025140650345]",1.73,4.59,11.0,0.1
100303,237,monoprotic,[4.161513918960909],2.59,5.11,11.0,0.1
100303,238,monoprotic,[3.5224417903758933],2.27,5.43,11.0,0.1
100303,239,triprotic,"[2.800354801563218, 5.868055399073662, 7.740579032692342]",1.93,5.89,11.0,0.1
100303,240,triprotic,"[3.2906864365643997, 4.160791896190216, 6.257636638982297]",2.16,9.7,11.0,0.1
100303,241,diprotic,"[3.9792406644786444, 6.481442353354413]",2.5,2.45,11.0,0.1
100303,242,monoprotic,[2.505573545301184],1.79,2.87,11.0,0.1
100303,243,triprotic,"[2.903112694404183, 5.867330469829752, 7.560474759758997]",1.98,8.52,11.0,0.1
100303,244,triprotic,"[3.928727432874983, 4.762053760842471, 7.624220145177255]",2.47,7.59,11.0,0.1
100303,245,monoprotic,[4.156050061106333],2.58,10.35,11.0,0.1
100303,246,triprotic,"[3.0288906173395063, 4.15332719110285, 6.734430701507638]",2.03,9.2,11.0,0.1
100303,247,triprotic,"[3.538843006809131, 5.327605323771956, 6.634248932079701]",2.28,5.43,11.0,0.1
100303,248,monoprotic,[5.1470061841530015],3.08,4.3,11.0,0.1
100303,249,triprotic,"[2.5572364610854814, 5.423561583106404, 7.630563873376593]",1.81,5.8,11.0,0.1
100303,250,diprotic,"[3.2869048705210213, 6.992165359554084]",2.16,8.92,11.0,0.1
100303,251,diprotic,"[2.1938220615525124, 4.58443144989932]",1.65,9.77,11.0,0.1
100303,252,diprotic,"[2.3513288041267417, 5.419559634783529]",1.72,6.92,11.0,0.1
100303,253,diprotic,"[3.3554947144122353, 4.999307692975606]",2.19,9.28,11.0,0.1
100303,254,diprotic,"[2.7890905755074007, 6.332245227183481]",1.92,3.1,11.0,0.1
100303,255,diprotic,"[2.1540869157898843, 4.682661371851636]",1.63,7.13,11.0,0.1
100303,256,monoprotic,[2.443189651371491],1.76,4.23,11.0,0.1
100303,257,triprotic,"[3.9978166386325817, 4.478481009194802, 7.781904312504294]",2.5,8.94,11.0,0.1
100303,258,triprotic,"[3.1628620507128256, 5.537598813888594, 6.617637853011938]",2.1,5.26,11.0,0.1
100303,259,monoprotic,[4.418081529251918],2.71,5.83,11.0,0.1
100303,260,diprotic,"[2.8974004625961705, 6.628574390461773]",1.97,6.41,11.0,0.1
100303,261,triprotic,"[2.054692349764741, 5.319544167285132, 6.5946779147665415]",1.59,5.53,11.0,0.1
100303,262,monoprotic,[2.582283354904442],1.83,5.1,11.0,0.1
100303,263,monoprotic,[5.206187274786387],3.1,10.59,11.0,0.1
100303,264,triprotic,"[3.326834942277099, 5.283427920186627, 6.8295276826533815]",2.18,8.41,11.0,0.1
100303,265,triprotic,"[2.985812088232167, 4.443332434251289, 6.491870617246007]",2.01,8.32,11.0,0.1
100303,266,diprotic,"[2.5086265974328663, 6.853227801351248]",1.79,7.3,11.0,0.1
100303,267,diprotic,"[2.7124318520372483, 6.833391403792214]",1.89,3.57,11.0,0.1
100303,268,triprotic,"[3.094551308210101, 5.641519481663487, 7.591037452074758]",2.07,8.7,11.0,0.1
100303,269,monoprotic,[5.440969714125721],3.22,8.96,11.0,0.1
100303,270,monoprotic,[4.797670316556585],2.9,2.19,11.0,0.1
100303,271,monoprotic,[3.31391829735171],2.17,10.48,11.0,0.1
100303,272,triprotic,"[2.685845224163103, 4.07049403560951, 7.4298404485074725]",1.87,7.71,11.0,0.1
100303,273,monoprotic,[2.072026330740072],1.6,5.42,11.0,0.1
100303,274,monoprotic,[4.36985053705796],2.69,2.88,11.0,0.1
100303,275,diprotic,"[2.8653774817988795, 5.904379288144391]",1.96,2.15,11.0,0.1
100303,276,diprotic,"[3.541610731128145, 5.229554028640799]",2.28,10.71,11.0,0.1
100303,277,triprotic,"[2.5572248143962666, 4.326256193452536, 7.292487781489591]",1.81,3.9,11.0,0.1
100303,278,monoprotic,[4.481051272572883],2.74,6.95,11.0,0.1
100303,279,triprotic,"[3.1708023791359388, 4.70913667182252, 7.748976271017057]",2.1,5.74,11.0,0.1
100303,280,diprotic,"[2.711064321390038, 4.36426928933848]",1.88,4.49,11.0,0.1
100303,281,triprotic,"[3.7905042041556927, 4.165009863483658, 7.862403075475148]",2.4,10.07,11.0,0.1
100303,282,diprotic,"[2.482044554264908, 6.156935905200943]",1.78,9.33,11.0,0.1
100303,283,monoprotic,[3.880955824329674],2.45,3.88,11.0,0.1
100303,284,triprotic,"[3.130558386316568, 5.964849175270508, 6.496702389103582]",2.08,9.84,11.0,0.1
100303,285,diprotic,"[2.885374262341016, 5.960722755424721]",1.97,7.31,11.0,0.1
100303,286,monoprotic,[2.433234220501598],1.76,7.22,11.0,0.1
100303,287,diprotic,"[2.204568179794814, 4.307121217405004]",1.66,6.51,11.0,0.1
100303,288,diprotic,"[3.4435365605713297, 4.6242465102197485]",2.23,5.23,11.0,0.1
100303,289,diprotic,"[2.623193236235492, 5.50533875981148]",1.84,2.11,11.0,0.1
100303,290,triprotic,"[2.087509912820602, 4.15375939660692, 6.208033826801918]",1.6,2.24,11.0,0.1
100303,291,monoprotic,[2.1533003999178266],1.63,5.26,11.0,0.1
100303,292,monoprotic,[3.5353296352872587],2.28,7.51,11.0,0.1
100303,293,triprotic,"[2.9558353710922907, 5.1929769387897755, 6.8830963930825035]",2.0,4.48,11.0,0.1
100303,294,triprotic,"[3.0687840296485698, 4.055865692895573, 6.709094280859758]",2.05,7.33,11.0,0.1
100303,295,monoprotic,[5.628101923677722],3.32,4.05,11.0,0.1
100303,296,triprotic,"[3.2686216352019866, 4.029960512580158, 6.809909257610059]",2.14,2.84,11.0,0.1
100303,297,triprotic,"[3.955348962991674, 5.904309475316373, 7.837949800965184]",2.48,5.65,11.0,0.1
100303,298,triprotic,"[3.9638867498801202, 5.393758163955546, 7.712203030871484]",2.49,9.66,11.0,0.1
100303,299,triprotic,"[2.3749398807049875, 5.832464366118132, 7.522300483076076]",1.73,5.39,11.0,0.1
100303,300,diprotic,"[3.1678848780419715, 6.861264990079884]",2.1,2.94,11.0,0.1
100303,301,diprotic,"[3.102399629981238, 6.134096098925411]",2.07,3.83,11.0,0.1
