seed,task_id,acid_type,pka_values,initial_ph,target_ph,initial_volume_ml,analyte_conc_m
100404,37,triprotic,"[3.2637820597446403, 4.948592433018199, 7.7872613445241]",2.15,8.78,11.0,0.1
100404,38,monoprotic,[4.012576317305967],2.51,4.37,11.0,0.1
100404,39,triprotic,"[2.4540542059795114, 5.51413721703209, 7.820959843330739]",1.77,2.1,11.0,0.1
100404,40,triprotic,"[2.2562725376828343, 4.849999330204293, 7.960351534959196]",1.68,7.28,11.0,0.1
100404,41,diprotic,"[3.067104038984791, 6.094498830922555]",2.05,2.37,11.0,0.1
100404,42,diprotic,"[2.9905431464134984, 6.992762515197645]",2.02,5.42,11.0,0.1
100404,43,diprotic,"[3.9192913084064465, 6.936854357460389]",2.47,2.55,11.0,0.1
100404,44,triprotic,"[3.186374315515952, 4.226225992234612, 6.774058031511925]",2.11,7.14,11.0,0.1
100404,45,diprotic,"[2.1921581980652816, 4.021834823203359]",1.65,5.6,11.0,0.1
100404,46,monoprotic,[2.5677103303984605],1.82,4.12,11.0,0.1
100404,47,monoprotic,[2.8539619901273268],1.95,3.06,11.0,0.1
100404,48,monoprotic,[4.390394729964538],2.7,5.86,11.0,0.1
100404,49,monoprotic,[2.9608017557295616],2.0,5.97,11.0,0.1
100404,50,monoprotic,[4.025458156854032],2.52,9.81,11.0,0.1
100404,51,monoprotic,[4.913682941155651],2.96,5.53,11.0,0.1
100404,52,monoprotic,[2.961958354091651],2.0,6.48,11.0,0.1
100404,53,diprotic,"[3.7393491837468766, 5.2762981923680226]",2.38,4.3,11.0,0.1
100404,54,diprotic,"[3.151272514918043, 5.017545129310531]",2.09,9.26,11.0,0.1
100404,55,triprotic,"[2.1803331912445, 4.816406649884662, 6.217614540097182]",1.65,3.55,11.0,0.1
100404,56,diprotic,"[3.7000734409955447, 4.184307609407746]",2.35,2.41,11.0,0.1
100404,57,monoprotic,[2.5562618572621],1.81,3.05,11.0,0.1
100404,58,diprotic,"[3.469650311774945, 4.772963105249328]",2.25,2.28,11.0,0.1
100404,59,triprotic,"[2.476600833763257, 5.559132712314599, 7.58986669366023]",1.78,8.49,11.0,0.1
100404,60,monoprotic,[5.016537183932543],3.01,7.19,11.0,0.1
100404,61,diprotic,"[2.7062720098937456, 4.945409390512162]",1.88,2.75,11.0,0.1
100404,62,triprotic,"[3.629774218765748, 4.088530299170193, 7.2561084201799595]",2.32,3.82,11.0,0.1
100404,63,monoprotic,[3.724023294461201],2.37,2.8,11.0,0.1
100404,64,diprotic,"[2.3857795175797882, 5.435635158281928]",1.74,2.21,11.0,0.1
100404,65,monoprotic,[2.5713598623184226],1.82,6.86,11.0,0.1
100404,66,triprotic,"[2.797963117406965, 5.100596744186461, 7.320175854268297]",1.93,5.36,11.0,0.1
100404,67,triprotic,"[2.287173252028859, 5.206708738259075, 7.495655485651303]",1.69,8.91,11.0,0.1
100404,68,monoprotic,[2.9937124486315225],2.02,6.62,11.0,0.1
100404,69,monoprotic,[4.330656202227534],2.67,10.0,11.0,0.1
100404,70,monoprotic,[2.053503627606135],1.59,4.06,11.0,0.1
100404,71,monoprotic,[5.439710102302122],3.22,7.4,11.0,0.1
100404,72,triprotic,"[2.521752372236816, 4.5552547766463345, 6.262492466695609]",1.8,6.47,11.0,0.1
100404,73,diprotic,"[2.5631690705984425, 6.356331053406475]",1.82,8.31,11.0,0.1
100404,74,diprotic,"[2.3471038072681267, 5.389147301015038]",1.72,5.2,11.0,0.1
100404,75,monoprotic,[5.155487550233527],3.08,3.04,11.0,0.1
100404,76,diprotic,"[3.9854262873950175, 6.3591458763172435]",2.5,2.8,11.0,0.1
100404,77,triprotic,"[2.4819718797604975, 5.0021454869918145, 6.604108166641924]",1.78,4.61,11.0,0.1
100404,78,diprotic,"[2.230335899116251, 4.72252154079813]",1.67,10.76,11.0,0.1
100404,79,diprotic,"[3.515665643502726, 5.7514820080992966]",2.27,4.67,11.0,0.1
100404,80,diprotic,"[2.1979745019610997, 5.235568703355316]",1.65,3.73,11.0,0.1
100404,81,triprotic,"[3.8224073599577095, 5.1093919440175615, 7.700863465674242]",2.42,8.37,11.0,0.1
100404,82,monoprotic,[4.744610211779985],2.88,10.08,11.0,0.1
100404,83,diprotic,"[3.992043908433828, 6.422388949233767]",2.5,6.28,11.0,0.1
100404,84,diprotic,"[2.863913352259674, 6.363229087324335]",1.96,10.33,11.0,0.1
100404,85,triprotic,"[3.88137721701554, 5.287828133787291, 6.276848328770168]",2.45,8.98,11.0,0.1
100404,86,triprotic,"[3.4230464471500275, 5.237223702423491, 7.481901232723614]",2.22,8.28,11.0,0.1
100404,87,monoprotic,[4.684637606292473],2.85,2.48,11.0,0.1
100404,88,diprotic,"[3.927353261086331, 4.671193206019175]",2.47,7.59,11.0,0.1
100404,89,triprotic,"[2.294382760336915, 4.123806991115164, 7.613620430141264]",1.69,4.14,11.0,0.1
100404,90,monoprotic,[5.808034543466681],3.4,3.76,11.0,0.1
100404,91,monoprotic,[5.522459308017989],3.26,8.88,11.0,0.1
100404,92,diprotic,"[3.983247876470541, 6.4545045432680075]",2.5,5.39,11.0,0.1
100404,93,monoprotic,[5.668124212911749],3.34,9.4,11.0,0.1
100404,94,diprotic,"[3.2034951056868226, 5.3846534138766255]",2.12,2.74,11.0,0.1
100404,95,diprotic,"[2.5013287466794614, 6.027744287081783]",1.79,9.03,11.0,0.1
100404,96,diprotic,"[2.2369229237166386, 6.2840750929818165]",1.67,6.69,11.0,0.1
100404,97,triprotic,"[2.7194526517180466, 5.383664670478103, 6.552256972337448]",1.89,4.69,11.0,0.1
100404,98,triprotic,"[3.05107447056258, 5.208152981727111, 6.422857339397053]",2.05,4.27,11.0,0.1
100404,99,monoprotic,[3.6798853057545022],2.35,8.1,11.0,0.1
100404,100,monoprotic,[2.3805217906686718],1.73,7.38,11.0,0.1
100404,101,monoprotic,[5.64963415541906],3.33,5.61,11.0,0.1
100404,102,monoprotic,[2.4895554578667696],1.78,5.57,11.0,0.1
100404,103,monoprotic,[2.384114248248232],1.74,4.18,11.0,0.1
100404,104,monoprotic,[3.8969741344218125],2.46,7.5,11.0,0.1
100404,105,triprotic,"[3.9792661109475005, 5.1045657238526285, 7.005682228355262]",2.5,6.53,11.0,0.1
100404,106,monoprotic,[2.567823263512465],1.82,7.77,11.0,0.1
100404,107,diprotic,"[3.653958143796091, 4.456514501918404]",2.33,9.3,11.0,0.1
100404,108,monoprotic,[5.880726107032189],3.44,10.26,11.0,0.1
100404,109,monoprotic,[3.0830962589761124],2.06,3.32,11.0,0.1
100404,110,diprotic,"[2.234439213359103, 5.884548086519911]",1.67,5.35,11.0,0.1
100404,111,monoprotic,[3.1987455528946627],2.12,10.87,11.0,0.1
100404,112,monoprotic,[3.638880147993246],2.33,5.39,11.0,0.1
100404,113,triprotic,"[2.0992759798953227, 5.199910680138627, 6.396240282183211]",1.61,7.18,11.0,0.1
100404,114,monoprotic,[5.995120096279161],3.5,4.53,11.0,0.1
100404,115,monoprotic,[2.6591154703571127],1.86,4.77,11.0,0.1
100404,116,monoprotic,[2.867227295029204],1.96,3.74,11.0,0.1
100404,117,diprotic,"[3.488348103155592, 6.873368997859318]",2.26,8.8,11.0,0.1
100404,118,triprotic,"[2.8290736903332157, 4.435826863723198, 7.236622504640189]",1.94,5.09,11.0,0.1
100404,119,monoprotic,[2.9156548146857246],1.98,4.82,11.0,0.1
100404,120,diprotic,"[3.65185276861558, 6.883251561962975]",2.34,2.55,11.0,0.1
100404,121,triprotic,"[3.6719345548826827, 5.271992209441083, 7.430326036256872]",2.35,2.25,11.0,0.1
100404,122,monoprotic,[2.165066408311477],1.64,7.83,11.0,0.1
100404,123,diprotic,"[2.547532038768768, 4.9303340400654445]",1.81,7.32,11.0,0.1
100404,124,triprotic,"[3.5272923618093053, 5.3747622799715185, 6.265278404925557]",2.28,6.16,11.0,0.1
100404,125,diprotic,"[3.2229012174070366, 5.402595391714975]",2.13,10.73,11.0,0.1
100404,126,diprotic,"[3.600055994119976, 5.246428942137252]",2.31,8.36,11.0,0.1
100404,127,diprotic,"[3.1137641503353795, 5.8008585703093125]",2.08,10.76,11.0,0.1
100404,128,triprotic,"[2.8655161523832913, 5.1920288949485345, 6.797487918981976]",1.96,4.89,11.0,0.1
100404,129,monoprotic,[3.9346085126199815],2.47,9.38,11.0,0.1
100404,130,diprotic,"[2.415126685935567, 4.60914254270871]",1.75,10.17,11.0,0.1
100404,131,monoprotic,[4.356509526068492],2.68,7.16,11.0,0.1
100404,132,triprotic,"[2.870906494305919, 4.251711886990007, 6.020934291734392]",1.96,6.53,11.0,0.1
100404,133,diprotic,"[3.908406689625012, 6.861570267668952]",2.46,3.12,11.0,0.1
100404,134,monoprotic,[4.131800214586768],2.57,7.28,11.0,0.1
100404,135,triprotic,"[3.0145855552624194, 4.623797958569222, 7.187536955684501]",2.03,10.27,11.0,0.1
100404,136,monoprotic,[5.128769185023186],3.07,3.75,11.0,0.1
100404,137,monoprotic,[2.297927713859415],1.7,7.08,11.0,0.1
100404,138,triprotic,"[3.639526941825648, 5.385218806468104, 7.2273585256133615]",2.33,3.03,11.0,0.1
100404,139,monoprotic,[4.70916049421152],2.86,7.51,11.0,0.1
100404,140,monoprotic,[2.060475828511459],1.59,2.88,11.0,0.1
100404,141,triprotic,"[2.4518737766306344, 4.4689944703702995, 7.032956379876645]",1.77,8.3,11.0,0.1
100404,142,triprotic,"[3.451202174628895, 4.139446139291625, 7.15677397678652]",2.23,3.77,11.0,0.1
100404,143,monoprotic,[5.394767355788483],3.2,3.16,11.0,0.1
100404,144,diprotic,"[3.4566718269100596, 5.640459913795136]",2.24,5.84,11.0,0.1
100404,145,monoprotic,[4.2064974839865865],2.61,4.92,11.0,0.1
100404,146,diprotic,"[2.759960774278038, 5.939060127697197]",1.91,10.93,11.0,0.1
100404,147,monoprotic,[3.5190496959709456],2.27,4.43,11.0,0.1
100404,148,triprotic,"[3.0503549372339656, 4.0164948881043525, 6.421288716314324]",2.04,4.05,11.0,0.1
100404,149,monoprotic,[5.461070724747033],3.23,5.34,11.0,0.1
100404,150,diprotic,"[2.988886821500309, 6.822527504533551]",2.02,3.49,11.0,0.1
100404,151,monoprotic,[2.8637620671361086],1.96,3.42,11.0,0.1
100404,152,triprotic,"[2.46216452298833, 4.176891795897113, 6.973354440694505]",1.77,8.97,11.0,0.1
100404,153,monoprotic,[3.413137987229637],2.22,8.94,11.0,0.1
100404,154,triprotic,"[2.7396737496896506, 4.19293022007062, 7.224405923122913]",1.9,4.73,11.0,0.1
100404,155,monoprotic,[3.4721144269080386],2.25,4.16,11.0,0.1
100404,156,monoprotic,[5.140820555267448],3.07,10.48,11.0,0.1
100404,157,diprotic,"[3.7254677091234267, 6.138269994138352]",2.37,3.16,11.0,0.1
100404,158,triprotic,"[2.9384529816464733, 4.4661564636169535, 6.32605634458168]",1.99,6.9,11.0,0.1
100404,159,triprotic,"[2.8749885045554477, 4.388428023183701, 6.696998084607169]",1.96,8.56,11.0,0.1
100404,160,monoprotic,[4.034912126263773],2.52,10.12,11.0,0.1
100404,161,monoprotic,[5.587465196457782],3.29,2.53,11.0,0.1
100404,162,diprotic,"[2.5771222809583314, 4.021002428419558]",1.82,9.17,11.0,0.1
100404,163,diprotic,"[3.830918222957334, 5.26433311956654]",2.42,7.36,11.0,0.1
100404,164,diprotic,"[3.888766959504249, 4.878306007985193]",2.45,6.51,11.0,0.1
100404,165,triprotic,"[3.261226843213433, 5.137490606554686, 6.128330025679007]",2.15,4.12,11.0,0.1
100404,166,diprotic,"[3.2056064249557696, 4.806741334953102]",2.12,4.84,11.0,0.1
100404,167,monoprotic,[3.202382488294032],2.12,10.25,11.0,0.1
100404,168,diprotic,"[2.944124699066898, 4.787187215384818]",1.99,10.24,11.0,0.1
100404,169,diprotic,"[3.579027230094093, 4.764261509401136]",2.3,2.98,11.0,0.1
100404,170,diprotic,"[2.1966796846924264, 4.266683862057149]",1.65,7.88,11.0,0.1
100404,171,triprotic,"[2.0605571122331314, 4.347353846933375, 7.566942208545137]",1.59,7.96,11.0,0.1
100404,172,diprotic,"[2.555738010870696, 6.612214937710013]",1.81,2.52,11.0,0.1
100404,173,monoprotic,[3.780535602083851],2.4,9.96,11.0,0.1
100404,174,diprotic,"[3.016061832830233, 6.5529042911915925]",2.03,3.61,11.0,0.1
100404,175,triprotic,"[2.8685815753857598, 4.906862900251603, 7.093668280305813]",1.96,8.03,11.0,0.1
100404,176,triprotic,"[3.231017566082838, 5.941035640353233, 6.56816972631404]",2.13,3.49,11.0,0.1
100404,177,diprotic,"[3.8818797183900067, 5.50851737307012]",2.45,2.43,11.0,0.1
100404,178,monoprotic,[4.233057326833551],2.62,8.66,11.0,0.1
100404,179,triprotic,"[3.4528595245724603, 4.1725806850698275, 6.6084410324482885]",2.23,3.66,11.0,0.1
100404,180,diprotic,"[2.016664897580948, 4.662104309256816]",1.58,5.38,11.0,0.1
100404,181,diprotic,"[3.3113727641627086, 4.4117143856199625]",2.17,2.59,11.0,0.1
100404,182,triprotic,"[3.0263598418571993, 5.008281864120429, 7.481412763060098]",2.03,7.06,11.0,0.1
100404,183,triprotic,"[2.0682357902950974, 4.526083231647383, 7.062791257214731]",1.6,6.3,11.0,0.1
100404,184,triprotic,"[2.1331087052292697, 5.111959868402216, 7.6611615632373065]",1.63,6.43,11.0,0.1
100404,185,triprotic,"[2.6681861420320656, 4.255066760279669, 6.810218107125758]",1.86,5.06,11.0,0.1
100404,186,diprotic,"[2.7140518775885996, 4.5377834445371]",1.89,3.31,11.0,0.1
100404,187,diprotic,"[2.790484794110532, 6.057331922601485]",1.92,2.4,11.0,0.1
100404,188,triprotic,"[2.507712554811694, 4.336066503988858, 6.464114187698568]",1.79,7.06,11.0,0.1
100404,189,monoprotic,[4.007466606506303],2.51,5.84,11.0,0.1
100404,190,triprotic,"[2.237024528150771, 4.902681685269364, 6.873798569091593]",1.67,4.76,11.0,0.1
100404,191,triprotic,"[2.0318715403641674, 4.796550720706396, 7.125289716621611]",1.58,7.2,11.0,0.1
100404,192,triprotic,"[3.705869595133822, 5.116295707329017, 6.667188069846125]",2.36,4.71,11.0,0.1
100404,193,triprotic,"[3.9592509048163658, 4.151901391685374, 6.970250189967162]",2.48,2.62,11.0,0.1
100404,194,triprotic,"[3.921705376940862, 4.6297400037793235, 7.501961747430583]",2.47,8.03,11.0,0.1
100404,195,triprotic,"[2.3286962722435818, 4.653574654323546, 6.80825957541048]",1.71,2.29,11.0,0.1
100404,196,diprotic,"[2.1840797780756915, 6.337861709866547]",1.65,7.78,11.0,0.1
100404,197,diprotic,"[3.4115411130187066, 5.523764717355539]",2.22,7.9,11.0,0.1
100404,198,diprotic,"[2.839948309420918, 4.150377241354279]",1.94,3.7,11.0,0.1
100404,199,triprotic,"[3.378038673171222, 4.473261040892025, 6.040001673546893]",2.2,6.13,11.0,0.1
100404,200,monoprotic,[2.408433642228471],1.75,4.23,11.0,0.1
100404,201,diprotic,"[2.462033498977018, 5.577105366441224]",1.77,2.59,11.0,0.1
100404,202,monoprotic,[3.962664067084362],2.49,3.41,11.0,0.1
100404,203,diprotic,"[3.8180505917799, 6.956269090110968]",2.42,8.56,11.0,0.1
100404,204,diprotic,"[2.005550840346329, 4.503626616642922]",1.57,6.99,11.0,0.1
100404,205,monoprotic,[4.812882115922153],2.91,5.59,11.0,0.1
100404,206,triprotic,"[3.221066055019114, 4.95336289635065, 7.353370026940457]",2.13,9.96,11.0,0.1
100404,207,triprotic,"[2.2569615862118586, 5.280855047047516, 6.625119494426999]",1.68,2.75,11.0,0.1
100404,208,monoprotic,[2.9514445251994705],2.0,6.37,11.0,0.1
100404,209,diprotic,"[2.088983845076573, 5.6898164326013205]",1.61,9.21,11.0,0.1
100404,210,diprotic,"[2.192170880937922, 5.409900720013105]",1.65,7.33,11.0,0.1
100404,211,diprotic,"[3.5129664874384545, 6.380255516601398]",2.27,3.71,11.0,0.1
100404,212,triprotic,"[3.867374748361903, 4.657745568534282, 6.409736319605355]",2.44,4.51,11.0,0.1
100404,213,diprotic,"[2.5078675400047095, 6.706827794790834]",1.79,9.03,11.0,0.1
100404,214,diprotic,"[3.4423853005423375, 6.08384374072721]",2.23,2.6,11.0,0.1
100404,215,triprotic,"[2.800838478416493, 5.742401680453419, 6.339597482977566]",1.93,3.18,11.0,0.1
100404,216,diprotic,"[2.8164138650719313, 5.921214832100418]",1.93,8.25,11.0,0.1
100404,217,triprotic,"[3.2864437638705883, 4.665213416264487, 6.894712222585316]",2.16,10.78,11.0,0.1
100404,218,monoprotic,[2.1332950058016182],1.63,6.58,11.0,0.1
100404,219,diprotic,"[3.045549865274997, 4.750767656061116]",2.04,2.04,11.0,0.1
100404,220,monoprotic,[4.388287216538515],2.7,7.19,11.0,0.1
100404,221,monoprotic,[2.89299470841262],1.97,8.48,11.0,0.1
100404,222,monoprotic,[2.2042584304266883],1.66,4.21,11.0,0.1
100404,223,monoprotic,[5.20061027335864],3.1,7.3,11.0,0.1
100404,224,diprotic,"[2.9625934785055277, 6.576681636285791]",2.0,4.05,11.0,0.1
100404,225,diprotic,"[3.7029794315348514, 5.104622144136749]",2.36,6.82,11.0,0.1
100404,226,monoprotic,[2.300735896524111],1.7,10.9,11.0,0.1
100404,227,diprotic,"[3.576104668742465, 5.991469743646178]",2.3,7.83,11.0,0.1
100404,228,diprotic,"[3.7776363267141835, 4.486383649661974]",2.39,9.57,11.0,0.1
100404,229,diprotic,"[3.332626251934874, 4.175201558186594]",2.18,5.51,11.0,0.1
100404,230,diprotic,"[2.346010800396897, 4.319316704272726]",1.72,9.25,11.0,0.1
100404,231,diprotic,"[2.714377539376473, 4.72247012213696]",1.89,9.02,11.0,0.1
100404,232,triprotic,"[2.2986317661476, 5.952467146551377, 6.006558024371645]",1.7,7.01,11.0,0.1
100404,233,diprotic,"[3.3234380284274465, 5.684483472259863]",2.18,2.97,11.0,0.1
100404,234,triprotic,"[2.559916577843408, 5.353048423758506, 6.848471000176363]",1.82,2.51,11.0,0.1
100404,235,diprotic,"[2.9421215691206886, 6.576850435971197]",1.99,3.94,11.0,0.1
100404,236,diprotic,"[2.1893633209100205, 5.035661133886085]",1.65,8.36,11.0,0.1
100404,237,triprotic,"[2.7285675991787266, 5.1567138801925925, 6.431893328287906]",1.89,3.66,11.0,0.1
100404,238,triprotic,"[3.7954659446170544, 5.984952248686403, 7.1016740685433515]",2.41,2.85,11.0,0.1
100404,239,triprotic,"[3.362409602717812, 5.56245641270915, 7.92347925760972]",2.2,7.03,11.0,0.1
100404,240,triprotic,"[2.368416937845412, 5.892244425290251, 7.287484384895401]",1.73,4.01,11.0,0.1
100404,241,monoprotic,[3.9025102945062473],2.46,6.55,11.0,0.1
100404,242,triprotic,"[2.043936379523049, 4.151388427131469, 7.418465628765167]",1.59,2.71,11.0,0.1
100404,243,diprotic,"[3.048428561065431, 6.835150469876188]",2.04,6.48,11.0,0.1
100404,244,monoprotic,[2.5347536158511255],1.8,8.23,11.0,0.1
100404,245,triprotic,"[3.9993252304097657, 4.199772738519654, 6.042242044275807]",2.5,6.35,11.0,0.1
100404,246,triprotic,"[2.7400450927725997, 5.16403852290853, 6.974624183649138]",1.9,5.66,11.0,0.1
100404,247,triprotic,"[2.7342866371457335, 4.433244443285697, 7.014716343918049]",1.9,9.59,11.0,0.1
100404,248,triprotic,"[3.3931865006681123, 5.37533457602187, 7.4962590425966855]",2.21,10.59,11.0,0.1
100404,249,monoprotic,[3.3524698114638953],2.19,2.92,11.0,0.1
100404,250,monoprotic,[3.7394506047338725],2.38,8.47,11.0,0.1
100404,251,diprotic,"[3.924908417753965, 6.006830744467498]",2.47,5.69,11.0,0.1
100404,252,diprotic,"[3.5625935170133722, 5.972557712745438]",2.29,2.75,11.0,0.1
100404,253,monoprotic,[3.7106934858837795],2.36,2.65,11.0,0.1
100404,254,triprotic,"[2.3945053003655343, 5.914733166951613, 7.521914999007816]",1.74,3.02,11.0,0.1
100404,255,triprotic,"[2.5017261859713784, 4.631829088089985, 6.924667129806756]",1.79,10.41,11.0,0.1
100404,256,monoprotic,[3.5780109962211517],2.3,2.36,11.0,0.1
100404,257,monoprotic,[4.245198318208246],2.63,4.35,11.0,0.1
100404,258,monoprotic,[2.3897013836497103],1.74,6.4,11.0,0.1
100404,259,diprotic,"[2.4855373083375847, 4.8764068648834185]",1.78,4.21,11.0,0.1
100404,260,diprotic,"[3.069809276017702, 6.18202090993794]",2.05,3.38,11.0,0.1
100404,261,monoprotic,[2.5859636738463854],1.83,5.11,11.0,0.1
100404,262,diprotic,"[3.2619563106931886, 6.0960563568460975]",2.15,10.35,11.0,0.1
100404,263,monoprotic,[5.4177695986624705],3.21,3.84,11.0,0.1
100404,264,diprotic,"[2.8591024774243827, 4.530435977043254]",1.95,6.17,11.0,0.1
100404,265,diprotic,"[3.3474474911198984, 6.0644723571354255]",2.19,9.46,11.0,0.1
100404,266,diprotic,"[3.490571279215745, 6.480068393341774]",2.26,3.07,11.0,0.1
100404,267,triprotic,"[2.984113367592464, 4.5978707853991, 7.601708736347367]",2.01,8.7,11.0,0.1
100404,268,triprotic,"[3.759129741834577, 5.272372184593229, 7.471160999435735]",2.39,6.07,11.0,0.1
100404,269,diprotic,"[2.5644134364369426, 5.583213245081485]",1.82,10.34,11.0,0.1
100404,270,diprotic,"[3.445839061314916, 5.722175688710532]",2.24,6.81,11.0,0.1
100404,271,diprotic,"[2.2459830931447544, 4.858651330288997]",1.67,6.4,11.0,0.1
100404,272,monoprotic,[2.212802144213424],1.66,9.08,11.0,0.1
100404,273,diprotic,"[2.8608077744579177, 4.683134468101693]",1.96,8.55,11.0,0.1
100404,274,monoprotic,[4.317287482434641],2.66,3.77,11.0,0.1
100404,275,diprotic,"[3.296920010622382, 4.157253442962652]",2.16,7.59,11.0,0.1
100404,276,triprotic,"[3.670323274878795, 4.419089282538819, 6.867581757911999]",2.34,7.34,11.0,0.1
100404,277,diprotic,"[2.7243413041447324, 5.128271319684876]",1.89,9.24,11.0,0.1
100404,278,triprotic,"[3.3754806075428156, 5.238686523866077, 7.250976405462309]",2.2,10.06,11.0,0.1
100404,279,monoprotic,[3.448301714758183],2.24,4.67,11.0,0.1
100404,280,triprotic,"[3.981932783430895, 5.674420300207505, 7.385072255323014]",2.5,9.11,11.0,0.1
100404,281,triprotic,"[2.300115631902736, 5.785365733341695, 6.764909344839334]",1.7,3.81,11.0,0.1
100404,282,diprotic,"[2.4040962184986974, 6.589387336740444]",1.75,3.64,11.0,0.1
100404,283,monoprotic,[4.789877390945924],2.9,10.57,11.0,0.1
100404,284,diprotic,"[2.303791949380562, 4.450214518982724]",1.7,6.72,11.0,0.1
100404,285,diprotic,"[2.198919613811901, 6.453812322843374]",1.65,5.32,11.0,0.1
100404,286,triprotic,"[2.9448404509270594, 5.017885226250119, 6.407348366779189]",2.0,6.28,11.0,0.1
100404,287,diprotic,"[3.12325796307305, 5.126092459240523]",2.08,9.1,11.0,0.1
100404,288,triprotic,"[3.1567429523396835, 5.386088724306082, 7.180389405378543]",2.1,9.18,11.0,0.1
100404,289,monoprotic,[4.819957366843424],2.91,3.19,11.0,0.1
100404,290,diprotic,"[3.9029318296172626, 5.067441988510321]",2.46,5.44,11.0,0.1
100404,291,diprotic,"[3.838588236155999, 5.150417658466889]",2.43,7.08,11.0,0.1
100404,292,diprotic,"[3.420426925154036, 4.254360569240332]",2.22,7.31,11.0,0.1
100404,293,triprotic,"[3.602134308915965, 4.033059673607279, 6.730927467728965]",2.3,6.45,11.0,0.1
100404,294,triprotic,"[3.553249861547658, 5.720250258166459, 7.866738663254344]",2.29,8.32,11.0,0.1
100404,295,monoprotic,[2.940630978490043],1.99,9.94,11.0,0.1
100404,296,monoprotic,[3.247650559270698],2.14,4.3,11.0,0.1
100404,297,triprotic,"[2.2790780245217306, 5.303487569064455, 7.10577610498191]",1.69,7.62,11.0,0.1
100404,298,triprotic,"[3.193821941994049, 4.441328430163848, 6.699168291731388]",2.11,6.34,11.0,0.1
100404,299,monoprotic,[3.042496687566344],2.04,10.58,11.0,0.1
100404,300,monoprotic,[2.0697832517848944],1.6,4.87,11.0,0.1
100404,301,monoprotic,[5.206944915654017],3.11,4.33,11.0,0.1
100404,302,diprotic,"[2.3031648837689787, 5.46827642049491]",1.7,8.9,11.0,0.1
