seed,task_id,acid_type,pka_values,initial_ph,target_ph,initial_volume_ml,analyte_conc_m
100202,56,triprotic,"[2.5664390159281214, 5.513061170542741, 6.6534218205581706]",1.82,4.5,11.0,0.1
100202,57,diprotic,"[3.2920200096353005, 6.591456874860749]",2.16,3.61,11.0,0.1
100202,58,diprotic,"[3.2479909323005174, 5.300267732280792]",2.14,5.77,11.0,0.1
100202,59,monoprotic,[2.180650783011868],1.65,2.89,11.0,0.1
100202,60,monoprotic,[2.0798035775311954],1.6,3.7,11.0,0.1
100202,61,monoprotic,[3.998194513503294],2.51,5.65,11.0,0.1
100202,62,diprotic,"[3.2578668387546976, 6.063885444750679]",2.15,2.08,11.0,0.1
100202,63,triprotic,"[2.1095035580633574, 5.960335332268691, 6.167368093915593]",1.62,9.14,11.0,0.1
100202,64,monoprotic,[2.090334968996941],1.61,4.79,11.0,0.1
100202,65,diprotic,"[3.6041953572776224, 5.749311659190634]",2.31,3.87,11.0,0.1
100202,66,monoprotic,[5.233269136159825],3.12,10.03,11.0,0.1
100202,67,triprotic,"[2.703971626066177, 5.241731640618683, 6.002969138484858]",1.88,3.06,11.0,0.1
100202,68,diprotic,"[2.936813023325592, 6.729852507754513]",1.99,3.2,11.0,0.1
100202,69,diprotic,"[3.223929216286892, 5.8376965354188375]",2.13,4.35,11.0,0.1
100202,70,diprotic,"[2.69975948303608, 4.23458330923378]",1.88,10.87,11.0,0.1
100202,71,monoprotic,[5.622671833843421],3.31,5.38,11.0,0.1
100202,72,triprotic,"[3.0904122938939835, 4.4179005936169435, 7.982988847577904]",2.06,7.55,11.0,0.1
100202,73,monoprotic,[4.710177802730309],2.86,9.45,11.0,0.1
100202,74,diprotic,"[3.489043588789049, 4.7539385966800385]",2.26,10.76,11.0,0.1
100202,75,diprotic,"[3.2033451912217332, 6.323532377236153]",2.12,10.63,11.0,0.1
100202,76,triprotic,"[3.1793197222328753, 5.472388564907538, 7.568794352625972]",2.11,10.04,11.0,0.1
100202,77,triprotic,"[2.3025729457891426, 4.400619490525161, 6.743492301932888]",1.7,4.83,11.0,0.1
100202,78,monoprotic,[5.095160624195636],3.05,5.09,11.0,0.1
100202,79,triprotic,"[2.912526754315026, 4.556915191744334, 6.289137489610661]",1.98,7.84,11.0,0.1
100202,80,diprotic,"[2.524925551942024, 6.847741837390481]",1.8,10.1,11.0,0.1
100202,81,monoprotic,[5.460968027041958],3.23,9.63,11.0,0.1
100202,82,triprotic,"[3.07462314565716, 4.1554728811920345, 7.54404181207313]",2.05,8.88,11.0,0.1
100202,83,diprotic,"[2.096490579290341, 4.357292901175913]",1.61,5.54,11.0,0.1
100202,84,diprotic,"[3.396645080341135, 4.298165135922137]",2.21,2.31,11.0,0.1
100202,85,monoprotic,[4.768110444284493],2.89,6.49,11.0,0.1
100202,86,diprotic,"[3.5240890483048393, 5.194251612421615]",2.27,6.24,11.0,0.1
100202,87,diprotic,"[3.9226971512639706, 5.992894103934552]",2.47,9.37,11.0,0.1
100202,88,diprotic,"[2.6732957406517044, 4.903467531493244]",1.87,4.64,11.0,0.1
100202,89,diprotic,"[3.4404395084904, 5.544707170288801]",2.23,6.69,11.0,0.1
100202,90,monoprotic,[3.4195852038987757],2.22,2.64,11.0,0.1
100202,91,diprotic,"[2.4318078098484204, 5.733337587385673]",1.76,10.69,11.0,0.1
100202,92,diprotic,"[3.8753514157768363, 5.8268051097967675]",2.45,8.55,11.0,0.1
100202,93,diprotic,"[2.913895999481202, 6.490281818194635]",1.98,10.76,11.0,0.1
100202,94,triprotic,"[2.076542995586696, 5.198113841322291, 6.810861965435109]",1.6,9.9,11.0,0.1
100202,95,diprotic,"[3.2299157299314594, 6.367259675746339]",2.13,8.08,11.0,0.1
100202,96,triprotic,"[2.2553526679221365, 4.794202505330322, 7.028537717463416]",1.68,5.01,11.0,0.1
100202,97,diprotic,"[2.8419492916151916, 5.335800097101918]",1.95,6.03,11.0,0.1
100202,98,monoprotic,[2.6037504158413887],1.84,4.51,11.0,0.1
100202,99,monoprotic,[5.367932778639695],3.19,8.68,11.0,0.1
100202,100,diprotic,"[2.353782615393745, 4.202642842453618]",1.72,10.97,11.0,0.1
100202,101,monoprotic,[4.8752129369242],2.94,8.68,11.0,0.1
100202,102,triprotic,"[2.9842021004513892, 4.039578651548582, 6.8633503642656715]",2.01,9.58,11.0,0.1
100202,103,monoprotic,[4.055395904309442],2.53,4.87,11.0,0.1
100202,104,diprotic,"[3.3835897901713423, 6.920668303950629]",2.21,5.99,11.0,0.1
100202,105,triprotic,"[2.777324417123971, 4.8831974645590694, 7.177427122161703]",1.92,6.39,11.0,0.1
100202,106,monoprotic,[2.391467131766378],1.74,8.4,11.0,0.1
100202,107,diprotic,"[2.36657715233558, 4.18400966964261]",1.73,10.28,11.0,0.1
100202,108,triprotic,"[3.7523077714867252, 5.008235071353124, 7.876902594544117]",2.38,5.79,11.0,0.1
100202,109,monoprotic,[3.090105489534489],2.06,5.31,11.0,0.1
100202,110,diprotic,"[2.8008450575568076, 4.840169569846364]",1.93,10.12,11.0,0.1
100202,111,diprotic,"[3.8142960494769094, 4.030868630762137]",2.41,10.24,11.0,0.1
100202,112,monoprotic,[2.68515572382842],1.87,9.13,11.0,0.1
100202,113,triprotic,"[3.7523899551250848, 4.631102399593997, 6.54654117078999]",2.38,6.67,11.0,0.1
100202,114,triprotic,"[3.578495441511664, 4.579801038888902, 6.324434069967369]",2.3,6.16,11.0,0.1
100202,115,triprotic,"[2.8527017415321545, 5.533265765462626, 6.991760017199477]",1.95,6.19,11.0,0.1
100202,116,monoprotic,[2.6993705327299424],1.88,10.34,11.0,0.1
100202,117,triprotic,"[2.6331099962735003, 5.166157420913324, 7.247033159904978]",1.85,4.26,11.0,0.1
100202,118,monoprotic,[5.300899859145845],3.15,4.53,11.0,0.1
100202,119,monoprotic,[4.900943211289208],2.95,10.59,11.0,0.1
100202,120,monoprotic,[5.5144034505547825],3.26,10.71,11.0,0.1
100202,121,monoprotic,[3.2082821522071034],2.12,4.59,11.0,0.1
100202,122,monoprotic,[4.250359212597878],2.63,9.86,11.0,0.1
100202,123,diprotic,"[2.390177632417903, 4.8166762278309045]",1.74,9.02,11.0,0.1
100202,124,diprotic,"[2.6666670287590666, 6.534615407605823]",1.87,7.86,11.0,0.1
100202,125,monoprotic,[5.509530015452732],3.26,2.68,11.0,0.1
100202,126,diprotic,"[3.416943958981963, 4.241317710467469]",2.22,2.88,11.0,0.1
100202,127,diprotic,"[3.1511935438843537, 4.974295199036975]",2.09,9.49,11.0,0.1
100202,128,triprotic,"[2.9385829377267703, 5.230653529537516, 7.146105150171245]",1.99,10.12,11.0,0.1
100202,129,monoprotic,[5.967163158207224],3.48,10.48,11.0,0.1
100202,130,triprotic,"[2.239934692634815, 5.655587096471412, 7.321181254173201]",1.67,7.02,11.0,0.1
100202,131,triprotic,"[2.5019459216376183, 4.404698569851368, 6.57780073548779]",1.79,5.38,11.0,0.1
100202,132,diprotic,"[3.2913829580856584, 4.9316269746593]",2.16,9.23,11.0,0.1
100202,133,diprotic,"[3.0221899002669685, 5.897816331174709]",2.03,5.51,11.0,0.1
100202,134,diprotic,"[3.65039291205061, 4.346222446643117]",2.33,9.15,11.0,0.1
100202,135,monoprotic,[2.373994636825428],1.73,10.84,11.0,0.1
100202,136,monoprotic,[5.766882033729933],3.38,6.24,11.0,0.1
100202,137,monoprotic,[3.5169044953724686],2.27,10.19,11.0,0.1
100202,138,monoprotic,[4.858173071645346],2.93,2.44,11.0,0.1
100202,139,triprotic,"[2.502953298277154, 4.283810941681266, 7.498592537162887]",1.79,6.43,11.0,0.1
100202,140,diprotic,"[2.6461285165616673, 5.636973573965237]",1.86,10.79,11.0,0.1
100202,141,diprotic,"[2.801517256251791, 4.965353133716216]",1.93,10.18,11.0,0.1
100202,142,monoprotic,[3.4336772526580557],2.23,8.85,11.0,0.1
100202,143,diprotic,"[2.640965263639515, 6.857093077250029]",1.85,4.96,11.0,0.1
100202,144,triprotic,"[3.7029343076936976, 4.672772167725794, 6.113074874697309]",2.36,4.17,11.0,0.1
100202,145,monoprotic,[4.86611810067272],2.94,5.72,11.0,0.1
100202,146,triprotic,"[3.5206445816128262, 5.583088373532652, 6.3275227872918975]",2.27,7.57,11.0,0.1
100202,147,triprotic,"[2.008555952782168, 4.789546224948448, 6.555412987345243]",1.57,5.41,11.0,0.1
100202,148,monoprotic,[4.4016010601554765],2.71,6.05,11.0,0.1
100202,149,triprotic,"[2.3785005582786294, 4.074933919622233, 6.023234722806019]",1.73,7.54,11.0,0.1
100202,150,triprotic,"[3.6660828130510645, 5.544645805894519, 6.283989344930884]",2.34,4.63,11.0,0.1
100202,151,triprotic,"[2.9591549762067606, 5.948974731915954, 6.2957307148470925]",2.0,4.17,11.0,0.1
100202,152,triprotic,"[3.3794265831411403, 4.243439705379924, 7.157467246376287]",2.2,3.69,11.0,0.1
100202,153,monoprotic,[5.146956144229886],3.08,7.75,11.0,0.1
100202,154,triprotic,"[3.496385987243585, 5.364948878145962, 7.558560767944114]",2.26,3.83,11.0,0.1
100202,155,triprotic,"[3.87262360457016, 5.977316035101538, 6.156072317556877]",2.44,8.14,11.0,0.1
100202,156,diprotic,"[3.017708255156051, 4.145302278104537]",2.03,6.96,11.0,0.1
100202,157,monoprotic,[4.873435134869638],2.94,8.08,11.0,0.1
100202,158,diprotic,"[3.4593112121587724, 6.714395837057802]",2.24,8.14,11.0,0.1
100202,159,monoprotic,[3.484732515394871],2.25,8.46,11.0,0.1
100202,160,triprotic,"[3.2612723227740306, 4.476873012680904, 7.681598171667638]",2.14,5.97,11.0,0.1
100202,161,diprotic,"[2.1944007929693496, 5.633506241960403]",1.65,3.56,11.0,0.1
100202,162,monoprotic,[2.663064882729867],1.86,6.1,11.0,0.1
100202,163,triprotic,"[2.619164691278111, 4.6410264389364455, 7.48559396451903]",1.84,2.71,11.0,0.1
100202,164,diprotic,"[2.1550843824559465, 6.80877223776894]",1.63,2.09,11.0,0.1
100202,165,triprotic,"[2.261780464077658, 4.331696307050834, 6.186576771816952]",1.68,4.46,11.0,0.1
100202,166,monoprotic,[3.835264740475296],2.43,10.15,11.0,0.1
100202,167,monoprotic,[2.7812878886458914],1.92,5.28,11.0,0.1
100202,168,monoprotic,[3.1958365768470403],2.12,7.83,11.0,0.1
100202,169,diprotic,"[2.799150768153779, 6.610741379624252]",1.93,9.83,11.0,0.1
100202,170,monoprotic,[3.1250865559791485],2.08,6.22,11.0,0.1
100202,171,diprotic,"[2.4617008504407307, 4.040877451149143]",1.77,7.06,11.0,0.1
100202,172,monoprotic,[3.81076038050002],2.41,6.19,11.0,0.1
100202,173,triprotic,"[3.9935632490456667, 4.378744936758587, 6.940657786281484]",2.5,5.03,11.0,0.1
100202,174,triprotic,"[3.5921644570511, 5.360799512639279, 6.611107074695572]",2.31,8.47,11.0,0.1
100202,175,monoprotic,[2.69254015859856],1.88,4.37,11.0,0.1
100202,176,triprotic,"[3.1944861575239782, 5.062992201305766, 7.085824686793604]",2.11,4.01,11.0,0.1
100202,177,monoprotic,[2.9050150599697773],1.98,10.46,11.0,0.1
100202,178,diprotic,"[3.3577449300857607, 6.0476740912968125]",2.19,10.04,11.0,0.1
100202,179,diprotic,"[3.274771492290288, 5.666542204811297]",2.15,5.69,11.0,0.1
100202,180,monoprotic,[3.308340681366979],2.17,6.54,11.0,0.1
100202,181,diprotic,"[3.98030170615548, 6.281092573409824]",2.5,2.59,11.0,0.1
100202,182,triprotic,"[3.9988834480557434, 4.510080307354591, 6.865582789815496]",2.5,7.16,11.0,0.1
100202,183,monoprotic,[2.430095941879459],1.76,6.33,11.0,0.1
100202,184,monoprotic,[5.151039481545119],3.08,6.66,11.0,0.1
100202,185,triprotic,"[3.2562460296633455, 5.339830544997798, 7.529623507627349]",2.14,8.07,11.0,0.1
100202,186,diprotic,"[3.7075053332911887, 5.47888020606237]",2.36,9.2,11.0,0.1
100202,187,diprotic,"[3.4629717906499957, 6.571318241478098]",2.24,7.28,11.0,0.1
100202,188,monoprotic,[2.396426973694603],1.74,5.38,11.0,0.1
100202,189,triprotic,"[3.5002027671260247, 4.547734182762671, 6.494908398012889]",2.26,7.84,11.0,0.1
100202,190,diprotic,"[2.90631223838756, 4.535308172435725]",1.98,7.1,11.0,0.1
100202,191,diprotic,"[3.241891463180541, 6.941751579527801]",2.14,6.99,11.0,0.1
100202,192,triprotic,"[3.882371742991218, 5.294236837163168, 7.389597291471167]",2.45,5.96,11.0,0.1
100202,193,diprotic,"[3.456788748530157, 6.52722484195307]",2.24,8.26,11.0,0.1
100202,194,monoprotic,[3.9898973145030645],2.5,4.51,11.0,0.1
100202,195,monoprotic,[2.7369586376354267],1.9,2.93,11.0,0.1
100202,196,triprotic,"[2.741781347020977, 5.749954507600115, 7.608629490323115]",1.9,4.35,11.0,0.1
100202,197,monoprotic,[3.3779176349021856],2.2,5.03,11.0,0.1
100202,198,monoprotic,[2.581766589281063],1.83,3.41,11.0,0.1
100202,199,diprotic,"[2.168780221810201, 6.799446138055891]",1.64,3.34,11.0,0.1
100202,200,diprotic,"[3.3681865979792107, 4.641245430701158]",2.2,4.89,11.0,0.1
100202,201,diprotic,"[2.7286379771333706, 5.661813890912674]",1.89,8.33,11.0,0.1
100202,202,diprotic,"[3.589480006369783, 5.721946583961882]",2.31,5.45,11.0,0.1
100202,203,triprotic,"[3.619709751354142, 4.635180684888552, 6.863331245048693]",2.32,5.44,11.0,0.1
100202,204,diprotic,"[2.1295895092147186, 4.493521253422487]",1.62,10.03,11.0,0.1
100202,205,triprotic,"[2.915905806516581, 4.0537617996577815, 6.977903531762671]",1.98,7.3,11.0,0.1
100202,206,triprotic,"[2.81297875099929, 4.124654509061566, 6.523769889986268]",1.93,8.94,11.0,0.1
100202,207,diprotic,"[3.492608074504687, 6.323863562264824]",2.26,7.18,11.0,0.1
100202,208,monoprotic,[3.2662299466078006],2.15,10.62,11.0,0.1
100202,209,monoprotic,[5.730419455611768],3.37,9.94,11.0,0.1
100202,210,triprotic,"[3.651552721042431, 5.280446134646375, 7.387847085217811]",2.34,4.22,11.0,0.1
100202,211,diprotic,"[2.7708526665523, 6.341343906231557]",1.91,9.13,11.0,0.1
100202,212,triprotic,"[2.6147726347174185, 4.569551866787419, 7.790875154410585]",1.84,8.32,11.0,0.1
100202,213,monoprotic,[4.742008692530572],2.87,7.2,11.0,0.1
100202,214,monoprotic,[3.2877282021751038],2.16,7.08,11.0,0.1
100202,215,triprotic,"[3.68940183292871, 4.811078990599141, 6.4636946229057415]",2.35,3.88,11.0,0.1
100202,216,monoprotic,[2.9900713129163567],2.02,4.81,11.0,0.1
100202,217,diprotic,"[3.083173724489752, 5.365203389404284]",2.06,8.4,11.0,0.1
100202,218,triprotic,"[2.9813146207726113, 4.455947382788074, 6.559640089016441]",2.01,2.49,11.0,0.1
100202,219,triprotic,"[3.8562043589829376, 4.757624538461674, 7.245546951489532]",2.43,5.62,11.0,0.1
100202,220,triprotic,"[3.009595795908548, 4.796367320862385, 6.2000031791446055]",2.03,4.68,11.0,0.1
100202,221,diprotic,"[2.3032791559974757, 4.043594923695848]",1.7,4.25,11.0,0.1
100202,222,diprotic,"[2.827784411696861, 4.537408364601003]",1.94,3.9,11.0,0.1
100202,223,triprotic,"[2.5828814904393615, 4.581612743196124, 6.791583273577635]",1.83,7.14,11.0,0.1
100202,224,triprotic,"[3.922316131044866, 5.08166639803425, 6.739912460309636]",2.47,6.09,11.0,0.1
100202,225,diprotic,"[3.1193584691254452, 6.635684401152092]",2.08,4.79,11.0,0.1
100202,226,triprotic,"[2.507589354103391, 4.694552846089573, 6.304273128974066]",1.79,6.48,11.0,0.1
100202,227,diprotic,"[3.414473113298714, 5.331959858550421]",2.22,9.5,11.0,0.1
100202,228,triprotic,"[3.520553113023455, 4.939818947831728, 7.894724223191121]",2.27,8.68,11.0,0.1
100202,229,monoprotic,[2.123346312892165],1.62,8.55,11.0,0.1
100202,230,triprotic,"[2.82413580713152, 4.79804696529065, 6.9904505714064324]",1.94,4.01,11.0,0.1
100202,231,triprotic,"[3.784756152510229, 5.25558989441687, 6.531733331914028]",2.4,3.45,11.0,0.1
100202,232,triprotic,"[2.719814698025604, 5.55813547671268, 6.386253798647924]",1.89,3.43,11.0,0.1
100202,233,monoprotic,[4.9977703397968085],3.0,5.13,11.0,0.1
100202,234,triprotic,"[2.5263695089016656, 5.024646180550678, 6.912602997774384]",1.8,10.28,11.0,0.1
100202,235,diprotic,"[2.247768237417186, 6.111820579291942]",1.68,5.08,11.0,0.1
100202,236,triprotic,"[2.840632457655638, 4.97540037060257, 7.457012198075794]",1.95,5.86,11.0,0.1
100202,237,triprotic,"[3.795658005430834, 5.21616716643349, 7.7166289399854]",2.41,5.9,11.0,0.1
100202,238,monoprotic,[2.5933240700657265],1.83,7.59,11.0,0.1
100202,239,diprotic,"[2.4771663052253405, 5.123150516984356]",1.78,8.09,11.0,0.1
100202,240,diprotic,"[3.6456081004023826, 6.185707030444575]",2.33,9.43,11.0,0.1
100202,241,triprotic,"[3.407801172121376, 5.761513515485755, 6.5669740130972425]",2.22,3.4,11.0,0.1
100202,242,diprotic,"[3.935017429336052, 4.875296533396329]",2.47,4.98,11.0,0.1
100202,243,monoprotic,[4.154999437260987],2.58,2.01,11.0,0.1
100202,244,triprotic,"[2.843774020586117, 5.056586391223871, 6.5882213008002175]",1.95,9.3,11.0,0.1
100202,245,monoprotic,[3.2164665709825915],2.13,3.15,11.0,0.1
100202,246,triprotic,"[2.427211296444314, 5.95252598442679, 7.8197250506723535]",1.76,6.16,11.0,0.1
100202,247,triprotic,"[3.5028553089719066, 5.6111994847466145, 7.903106220738369]",2.26,7.77,11.0,0.1
100202,248,diprotic,"[2.8609369598017116, 5.8042942185320445]",1.96,9.2,11.0,0.1
100202,249,triprotic,"[3.0414488654191025, 4.24617289656493, 6.858301385069766]",2.04,8.66,11.0,0.1
100202,250,diprotic,"[3.733581512417176, 5.559979276774854]",2.38,4.26,11.0,0.1
100202,251,triprotic,"[2.707687494496353, 4.718358360951091, 6.2730871832002615]",1.88,2.35,11.0,0.1
100202,252,monoprotic,[4.913309016256154],2.96,3.78,11.0,0.1
100202,253,triprotic,"[3.1545362733603373, 4.721498924974917, 7.144524307776008]",2.09,9.7,11.0,0.1
100202,254,diprotic,"[2.9096575224722554, 5.0803251700899645]",1.98,6.33,11.0,0.1
100202,255,diprotic,"[3.3659801328160697, 5.060518558485602]",2.2,9.42,11.0,0.1
100202,256,diprotic,"[2.8186075187007567, 4.600508616594752]",1.94,9.13,11.0,0.1
100202,257,triprotic,"[2.360035205423157, 4.946489855397589, 7.467662613473994]",1.73,4.72,11.0,0.1
100202,258,monoprotic,[4.991090183433439],3.0,5.15,11.0,0.1
100202,259,triprotic,"[3.514686990541392, 4.281303401639844, 6.394957104043694]",2.27,3.68,11.0,0.1
100202,260,monoprotic,[2.183242349084134],1.65,7.02,11.0,0.1
100202,261,diprotic,"[2.9223043343741963, 4.070242976823833]",1.98,3.8,11.0,0.1
100202,262,triprotic,"[2.559535778076655, 4.983364916354, 7.546224481347582]",1.82,5.02,11.0,0.1
100202,263,monoprotic,[3.1262652726352234],2.08,3.43,11.0,0.1
100202,264,diprotic,"[2.9210284688152717, 4.736153277380734]",1.98,7.6,11.0,0.1
100202,265,triprotic,"[2.5265683151568226, 5.519361407923088, 7.080810571845232]",1.8,7.34,11.0,0.1
100202,266,diprotic,"[2.148559682432122, 6.706724037911783]",1.63,3.21,11.0,0.1
100202,267,monoprotic,[4.137929650365473],2.57,3.98,11.0,0.1
100202,268,diprotic,"[2.861109470776862, 5.518291875533455]",1.96,7.12,11.0,0.1
100202,269,monoprotic,[5.892659892209121],3.45,8.82,11.0,0.1
100202,270,triprotic,"[3.196543495880824, 4.619562541454299, 6.390932343042746]",2.11,6.28,11.0,0.1
100202,271,triprotic,"[2.526552501558749, 4.469046121809073, 7.1489630094997665]",1.8,5.62,11.0,0.1
100202,272,triprotic,"[3.2049274318269667, 5.898749881707967, 6.03608427666655]",2.12,3.51,11.0,0.1
100202,273,triprotic,"[3.024654548562733, 5.078173631104461, 6.78807498608858]",2.03,6.35,11.0,0.1
100202,274,diprotic,"[3.563306418215314, 4.891428272605963]",2.29,7.32,11.0,0.1
100202,275,triprotic,"[2.356891587812616, 4.440748711135053, 7.482143394074939]",1.72,8.57,11.0,0.1
100202,276,diprotic,"[2.3563072199928907, 5.654793083487151]",1.72,8.35,11.0,0.1
100202,277,diprotic,"[2.060964729350859, 5.421268287016452]",1.59,5.46,11.0,0.1
100202,278,diprotic,"[2.5963760642154727, 5.774965807939765]",1.83,6.18,11.0,0.1
100202,279,monoprotic,[3.180211285324727],2.11,10.6,11.0,0.1
100202,280,triprotic,"[2.8738171162636412, 4.566073712776561, 7.3929309117723045]",1.96,7.5,11.0,0.1
100202,281,monoprotic,[4.160024152513705],2.59,3.55,11.0,0.1
100202,282,diprotic,"[3.186685035934034, 6.617589376715312]",2.11,9.95,11.0,0.1
100202,283,diprotic,"[2.321877635732351, 6.965680767422693]",1.71,9.58,11.0,0.1
100202,284,triprotic,"[2.9228669092887314, 4.754959735834045, 7.753074955810191]",1.98,9.01,11.0,0.1
100202,285,triprotic,"[3.363474196076486, 4.949762597564982, 6.57881735255389]",2.2,3.25,11.0,0.1
100202,286,diprotic,"[2.048624824746829, 6.200069950768141]",1.59,2.24,11.0,0.1
100202,287,monoprotic,[5.35266266181673],3.18,3.56,11.0,0.1
100202,288,monoprotic,[5.369477490226652],3.19,8.82,11.0,0.1
100202,289,triprotic,"[3.8570558441865286, 5.014021090071286, 7.5187047018718705]",2.44,10.74,11.0,0.1
100202,290,monoprotic,[5.097062325533074],3.05,2.37,11.0,0.1
100202,291,monoprotic,[3.0947689403414342],2.07,10.68,11.0,0.1
100202,292,triprotic,"[2.7716000135730914, 5.888297775647747, 6.50818912138842]",1.91,4.53,11.0,0.1
100202,293,diprotic,"[3.955357606006997, 6.1653630546703795]",2.48,4.84,11.0,0.1
100202,294,triprotic,"[2.5048249476783306, 5.935391338099134, 6.397889683665494]",1.79,5.83,11.0,0.1
100202,295,diprotic,"[2.0183606369939797, 6.564385373514384]",1.58,2.08,11.0,0.1
100202,296,monoprotic,[2.6868354174709],1.87,4.1,11.0,0.1
100202,297,triprotic,"[3.3084746653356345, 4.898382335625794, 6.669258356720024]",2.17,5.68,11.0,0.1
100202,298,triprotic,"[3.1939712171250516, 5.70805223078738, 7.876573390776569]",2.11,7.7,11.0,0.1
