task_seed,task_id,checkpoint_type,observations,direction,difficulty,pka_family,true_pair_count,current_true_ph,target_ph,estimated_concentration_m,estimated_pair_count,true_pka_json,estimated_pka_json,local_rmse_0p1_ml,local_mae_0p1_ml,local_max_abs_0p1_ml,local_rmse_0p5_ml,local_mae_0p5_ml,local_max_abs_0p5_ml,local_rmse_1p0_ml,local_mae_1p0_ml,local_max_abs_1p0_ml,state_total_volume_ml,state_base_moles,state_acid_moles,controller_steps,benchmark_seed
4000101,2,fixed_observation_count,5,acid,near,separated,3,1.91,1.911,0.10119537749720853,3,"[3.0894366115419514, 5.177630330287858, 6.858760988640431]","[3.03902667159953, 4.910255548317449, 6.75352978806692]",0.003292420691998117,0.002840526798948072,0.00615188732534655,0.01715067094836728,0.014434285050786939,0.03688934899317031,0.03742626259041903,0.030004074241060517,0.08951530712924338,11.365970618423734,0.0001265363284098893,0.00023700000000000001,5,101
4000101,2,fixed_observation_count,8,acid,near,separated,3,1.92,1.911,0.1011922208681655,3,"[3.0894366115419514, 5.177630330287858, 6.858760988640431]","[3.039076380344601, 4.910280660582, 6.753554260269601]",0.003324065632846621,0.002868030791337301,0.006206727233793341,0.017303320351308285,0.014567916114445705,0.03717600885850647,0.03770110304090072,0.030251641545175307,0.09002023765460976,11.415970618423733,0.0001295363284098893,0.000239,8,101
4000101,2,fixed_observation_count,12,acid,near,separated,3,1.92,1.911,0.1011840540587476,3,"[3.0894366115419514, 5.177630330287858, 6.858760988640431]","[3.039431779868133, 4.910399376383013, 6.753695729854024]",0.0033206434443852693,0.0028651333457465813,0.006199093127429833,0.01728263733537814,0.01455203390330127,0.03711916269201554,0.037645374572528596,0.030213862192878426,0.08985637495444054,11.455970618423732,0.00013153632840988929,0.000241,12,101
4000101,2,natural_control_end,1,acid,near,separated,3,1.82,1.911,0.10147599265214811,3,"[3.0894366115419514, 5.177630330287858, 6.858760988640431]","[3.0346232788207836, 4.9079658605474705, 6.751297338368547]",0.0024529213666744476,0.0021124897628639117,0.0046528758177939444,0.01295412937320273,0.010829259614162312,0.028407560578540103,0.029188952959522185,0.023001838036151356,0.07217520401690258,10.815970618423734,8.35363284098893e-05,0.000225,1,101
4000101,3,fixed_observation_count,0,acid,far,single,1,9.87,7.761,0.10212495804239244,1,[8.403588762115522],[5.342555687084124],0.014046824556720483,0.009502248222367986,0.03730577745446695,0.2552849307818354,0.17617750140631752,0.6901974280494123,1.9067224796610367,1.2205714014668851,4.28862261414119,13.122838948873145,0.0013993892053144996,0.0,0,101
4000101,3,fixed_observation_count,1,acid,far,single,1,8.6,7.761,0.06107394245599495,2,[8.403588762115522],"[4.18118467843985, 6.6900207649359364]",0.016943749521173446,0.014666618769506548,0.029968859206794818,0.08593118749951931,0.07371906958329043,0.17017321090200532,0.17600388135600914,0.1482213004376486,0.37569036044486737,18.272838948873144,0.0013993892053144996,0.000515,1,101
4000101,3,fixed_observation_count,2,acid,far,single,1,8.42,7.761,0.07216211914133158,3,[8.403588762115522],"[3.4361164810486877, 5.288010630210624, 6.96138989652456]",0.004509437641764798,0.0039045905303723666,0.007850594997286464,0.02259581600935036,0.01953056163078894,0.04150165651956872,0.045475690147539216,0.039112872091503284,0.08848230445483996,19.732838948873145,0.0013993892053144996,0.000661,2,101
4000101,3,fixed_observation_count,3,acid,far,single,1,8.22,7.761,0.0755349189171843,3,[8.403588762115522],"[3.452731308191951, 5.126769263449918, 6.81328772708759]",0.001859514771740942,0.001609823697576864,0.003269756214987929,0.009310794901453942,0.00804308495343056,0.017280249753091503,0.01873015579265115,0.01608378356293657,0.036977023400362796,21.352838948873146,0.0013993892053144996,0.0008230000000000001,3,101
4000101,3,fixed_observation_count,5,acid,far,single,1,7.96,7.761,0.07558835063254055,3,[8.403588762115522],"[3.4707838231845343, 5.1054106467590135, 6.79551083582792]",0.0006976203084992194,0.000600493490114731,0.001332973355152589,0.00351728979889401,0.0029423861208209795,0.0077001621131511655,0.007246786309725766,0.005597135921129315,0.01776992723071924,23.282838948873145,0.0013993892053144996,0.0010160000000000002,5,101
4000101,3,fixed_observation_count,8,acid,far,single,1,7.79,7.761,0.07534290236101075,3,[8.403588762115522],"[3.4903432690132044, 5.116759851611253, 6.807833730633256]",0.00029799261170881464,0.00022881570007022626,0.0007187265891168693,0.002430589864095617,0.0015129081845678145,0.006841945471588673,0.008460801538962793,0.005365152917784258,0.02550160058111839,24.262838948873146,0.0013993892053144996,0.0011140000000000002,8,101
4000101,3,fixed_observation_count,12,acid,far,single,1,7.76,7.761,0.07534019745208093,3,[8.403588762115522],"[3.4903883536678704, 5.116652165505285, 6.807720426968935]",0.0005641090669605549,0.0004689240117710404,0.0012318464035709908,0.003725375666048441,0.0025712057575211964,0.010091178105525067,0.01158616422232473,0.006864187957968186,0.034889099103187604,24.452838948873147,0.0014003892053144995,0.001132,12,101
4000101,3,natural_control_end,7,acid,far,single,1,7.82,7.761,0.07536527762727196,3,[8.403588762115522],"[3.488262132709357, 5.115450436949346, 6.806446774633224]",0.00013200920790915668,0.00010084902904168083,0.0003217012708711664,0.0016781663161818305,0.001251634883619598,0.004365321470335637,0.006458301395764563,0.00459385204168853,0.01850580247857092,24.102838948873146,0.0013993892053144996,0.0010980000000000002,7,101
4000101,4,fixed_observation_count,0,base,near,single,1,5.56,6.034,0.09896919246484877,1,[6.166484435968294],[5.301577184659853],0.003036364594560317,0.0026289604731956086,0.005208688454354515,0.015496969373325448,0.013369793512704606,0.027134394586282085,0.03663303774528044,0.030147219826690805,0.09597352126283987,12.5845576674111,0.00012215931152991639,0.0,0,101
4000101,4,fixed_observation_count,1,base,near,single,1,6.68,6.034,0.08341251765422106,1,[6.166484435968294],[5.62046863916275],0.013175787606188276,0.011400658635152485,0.02352324261247496,0.0690128197293775,0.058556857709818694,0.14493367508855926,0.16396848315539334,0.12953834835715258,0.4287350156888259,16.1245576674111,0.0004761593115299164,0.0,1,101
4000101,4,fixed_observation_count,2,base,near,single,1,6.32,6.034,0.07597643314887279,1,[6.166484435968294],[5.689835946822708],0.005586789898864978,0.00483638187683039,0.009824046838632583,0.028439504153701237,0.024429124317282773,0.05554632745059784,0.060294050956450636,0.050514036535189856,0.13338372792438236,17.2545576674111,0.0004761593115299164,0.000113,2,101
4000101,4,fixed_observation_count,3,base,near,single,1,6.13,6.034,0.07425438143290324,1,[6.166484435968294],[5.698087603112837],0.0038545255606289523,0.0033371252040353783,0.006746609818952365,0.019511741632006894,0.0168025456443074,0.037293948905841035,0.04059299093382952,0.03436819165134823,0.08608906353735968,17.9245576674111,0.0004761593115299164,0.00017999999999999998,3,101
4000101,4,fixed_observation_count,5,base,near,single,1,6.03,6.034,0.0740523537587161,1,[6.166484435968294],[5.7011179383070525],0.003314939728448887,0.00287006642438754,0.0057913413321148965,0.016749820831063054,0.01443639385526428,0.031740458509673886,0.03463928115094227,0.02943028203465084,0.07226082064165418,18.2545576674111,0.0004761593115299164,0.000213,5,101
4000101,4,fixed_observation_count,8,base,near,single,1,6.03,6.034,0.07405060529278307,1,[6.166484435968294],[5.701152273745615],0.0033148455929207514,0.0028699849304673845,0.005791174295890045,0.016749350563518995,0.014435989718964305,0.031739507493199426,0.0346383469583829,0.029429499876468163,0.0722586365922595,18.334557667411097,0.0004801593115299164,0.000217,8,101
4000101,4,fixed_observation_count,12,base,near,single,1,6.03,6.034,0.07403674606982025,1,[6.166484435968294],[5.701370456658626],0.003313864425617342,0.00286913534891142,0.00578947021814713,0.016744422186435272,0.014431731013699522,0.03173041630507889,0.034628349474803755,0.029420916745617167,0.07223881864238457,18.374557667411104,0.00048215931152991646,0.00021899999999999998,12,101
4000101,4,natural_control_end,3,base,near,single,1,6.13,6.034,0.07425438143290324,1,[6.166484435968294],[5.698087603112837],0.0038545255606289523,0.0033371252040353783,0.006746609818952365,0.019511741632006894,0.0168025456443074,0.037293948905841035,0.04059299093382952,0.03436819165134823,0.08608906353735968,17.9245576674111,0.0004761593115299164,0.00017999999999999998,3,101
4000101,5,fixed_observation_count,0,acid,near,overlapping,3,2.44,2.225,0.10131830211860313,1,"[2.005934602012191, 2.445637497017713, 3.0935434939325828]",[5.2015414714512165],0.054959323253065774,0.04709879264362301,0.10871246161639103,0.9824659367757609,0.4883665295208663,3.926000894209153,2.418078906719552,1.4880108530293559,4.908931118555823,13.18227237354738,0.001379962655022531,0.0,0,101
4000101,5,fixed_observation_count,1,acid,near,overlapping,3,2.4,2.225,0.10126017989997371,1,"[2.005934602012191, 2.445637497017713, 3.0935434939325828]",[5.232638604813413],0.28117541255322287,0.217450696587696,0.7949303853990637,2.3442621574030427,1.6950369320318621,4.118362257068319,2.752757783651813,2.1379557372168523,4.437741126694706,13.752272373547381,0.001379962655022531,5.7e-05,1,101
4000101,5,fixed_observation_count,2,acid,near,overlapping,3,2.38,2.225,0.10156441316879704,1,"[2.005934602012191, 2.445637497017713, 3.0935434939325828]",[5.2232655847453735],0.039334365567597944,0.03396764830806759,0.07270800314400017,0.2493939092465715,0.19582436509397277,0.6755822890287488,1.9568035955880678,1.0788597608647563,4.797656748021589,14.222272373547382,0.001379962655022531,0.00010400000000000001,2,101
4000101,5,fixed_observation_count,3,acid,near,overlapping,3,2.36,2.225,0.10185284337976175,1,"[2.005934602012191, 2.445637497017713, 3.0935434939325828]",[5.211173247523609],0.02217055959595202,0.01918324395889592,0.039538378040543165,0.1183259348658836,0.09980737845435625,0.25550233292972546,0.33072844011926056,0.2429071453692766,1.0721780805617405,14.642272373547382,0.001379962655022531,0.000146,3,101
4000101,5,fixed_observation_count,5,acid,near,overlapping,3,2.32,2.225,0.10229217542380245,1,"[2.005934602012191, 2.445637497017713, 3.0935434939325828]",[5.192375221879937],0.012893154201779883,0.011162794335736612,0.022443079397270083,0.06593420768233559,0.05661836087316728,0.1288670261790159,0.1428325025276847,0.11890931411548049,0.3249708928774142,15.312272373547382,0.001379962655022531,0.000213,5,101
4000101,5,fixed_observation_count,8,acid,near,overlapping,3,2.28,2.225,0.10276465520938322,1,"[2.005934602012191, 2.445637497017713, 3.0935434939325828]",[5.184840369737833],0.009007499308699166,0.00779940504426344,0.015442258681216181,0.04554991453988391,0.03930233125243424,0.08489083335644043,0.09463552393409229,0.08053409976684373,0.19586270102405656,15.982272373547382,0.001379962655022531,0.00028000000000000003,8,101
4000101,5,fixed_observation_count,12,acid,near,overlapping,3,2.26,2.225,0.10328994462008487,1,"[2.005934602012191, 2.445637497017713, 3.0935434939325828]",[5.191017866411979],0.007183665033032578,0.00621979315487595,0.012402635480572854,0.036183036605334694,0.0312732569358555,0.06558267457624822,0.07413189584049781,0.06356836442590111,0.14603900245153145,16.532272373547382,0.001379962655022531,0.00033500000000000007,12,101
4000101,5,natural_control_end,5,acid,near,overlapping,3,2.32,2.225,0.10229217542380245,1,"[2.005934602012191, 2.445637497017713, 3.0935434939325828]",[5.192375221879937],0.012893154201779883,0.011162794335736612,0.022443079397270083,0.06593420768233559,0.05661836087316728,0.1288670261790159,0.1428325025276847,0.11890931411548049,0.3249708928774142,15.312272373547382,0.001379962655022531,0.000213,5,101
4000101,6,fixed_observation_count,0,base,medium,separated,3,4.46,6.246,0.10430236970078674,1,"[3.3259603246004423, 4.917094001207345, 6.158548515896214]",[5.336246106984968],0.002693749004555847,0.0023320977802562437,0.004747943202628946,0.013506627636134728,0.011615810506043238,0.026507272126371717,0.027249149244056317,0.0229494843886671,0.05920524530328031,15.00667239720623,0.0010806779549100746,0.0,0,101
4000101,6,fixed_observation_count,1,base,medium,separated,3,5.24,6.246,0.07849110221126274,3,"[3.3259603246004423, 4.917094001207345, 6.158548515896214]","[3.395214873381755, 5.849565059750231, 7.364165804015154]",0.0002957689609846942,0.0002534329034357226,0.0005932766226290909,0.0018542719782032161,0.0013126061184679284,0.004979515653392497,0.005475622586987763,0.003439432754702542,0.015781469976305473,20.07667239720623,0.0015876779549100746,0.0,1,101
4000101,6,fixed_observation_count,2,base,medium,separated,3,5.66,6.246,0.078731805407878,3,"[3.3259603246004423, 4.917094001207345, 6.158548515896214]","[3.3533401692657545, 5.794844574102087, 7.190437430452766]",0.0014465075384696034,0.0012526355083304023,0.0024868123580628065,0.007210501973189922,0.006246290827897322,0.012618717714417471,0.014286179131214043,0.012388188470811736,0.025529603741551554,22.98667239720623,0.0018786779549100747,0.0,2,101
4000101,6,fixed_observation_count,3,base,medium,separated,3,5.96,6.246,0.07929271254776782,3,"[3.3259603246004423, 4.917094001207345, 6.158548515896214]","[3.315115634148845, 5.534092536813355, 6.941536222036461]",0.0016011035151137947,0.001386465163687826,0.002745938393994507,0.008025126085355175,0.006946202734306948,0.013924781309388123,0.01617535813935834,0.013980251599603543,0.02865615954429046,24.97667239720623,0.0020776779549100746,0.0,3,101
4000101,6,fixed_observation_count,5,base,medium,separated,3,6.3,6.246,0.08264545990960862,3,"[3.3259603246004423, 4.917094001207345, 6.158548515896214]","[3.364538564923872, 5.545663196230765, 6.930603137009438]",0.0031097287790442683,0.0026925242948720347,0.005412563575575291,0.01568982765899135,0.01353941842175513,0.02922818073397515,0.032289738476900066,0.027570078922378026,0.06539805506646346,27.14667239720623,0.0022946779549100744,0.0,5,101
4000101,6,fixed_observation_count,8,base,medium,separated,3,6.25,6.246,0.08270042184024784,3,"[3.3259603246004423, 4.917094001207345, 6.158548515896214]","[3.365576614954792, 5.545621749200544, 6.930871517770295]",0.0028277902056267484,0.002448482345584508,0.004910396640894987,0.014247485071340552,0.012303722189676104,0.026255274052928712,0.029192840576096717,0.024998390385322762,0.05797215066954564,27.446672397206232,0.0022946779549100744,2.9999999999999997e-05,8,101
4000101,6,fixed_observation_count,12,base,medium,separated,3,6.24,6.246,0.08269510184678064,3,"[3.3259603246004423, 4.917094001207345, 6.158548515896214]","[3.36549367901864, 5.545496210963395, 6.930776640171661]",0.0027938006218552595,0.0024190603795297997,0.004849920633207105,0.014073856423228023,0.012154835911812248,0.025898906964004098,0.02882172058943384,0.024689151128076736,0.05708801305915401,27.506672397206234,0.0022956779549100745,3.5e-05,12,101
4000101,6,natural_control_end,4,base,medium,separated,3,6.18,6.246,0.08166633344250529,3,"[3.3259603246004423, 4.917094001207345, 6.158548515896214]","[3.3451668311886213, 5.54597958913384, 6.932871356822824]",0.0023825792428829127,0.002063050350891336,0.00412544440762197,0.011988545671831758,0.010360532661964201,0.02179769254499675,0.02446194718772906,0.021008617244983516,0.04739949183385761,26.39667239720623,0.0022196779549100744,0.0,4,101
4000101,7,fixed_observation_count,0,base,near,overlapping,3,2.76,3.3,0.10222335966353492,1,"[2.267408618993539, 2.524470241208343, 3.0671715011002396]",[5.329311846136681],0.0676349428027014,0.05807268010232316,0.1323190291848313,1.3546884139639928,0.7269173397642207,3.9355774548545153,2.3925960979078287,1.5671664459417711,4.579797582371392,15.261927563928769,0.0015229118395514326,0.0,0,101
4000101,7,fixed_observation_count,1,base,near,overlapping,3,2.85,3.3,0.104044390333685,1,"[2.267408618993539, 2.524470241208343, 3.0671715011002396]",[5.293606042291886],0.02973448182536567,0.02557314958587171,0.0571935777676309,0.17651569693108543,0.14065757866123457,0.44575793372354866,1.4985935986932004,0.7457322523347979,4.486415614930102,16.67192756392877,0.0016639118395514326,0.0,1,101
4000101,7,fixed_observation_count,2,base,near,overlapping,3,2.93,3.3,0.10526760817698542,1,"[2.267408618993539, 2.524470241208343, 3.0671715011002396]",[5.29974944705239],0.010670358775037077,0.009103648557055173,0.02128853739072678,0.056265080672644976,0.046444624367117195,0.12617408711642053,0.12945448247071611,0.09967131831199263,0.33422292635126727,17.81192756392877,0.0017779118395514326,0.0,2,101
4000101,7,fixed_observation_count,3,base,near,overlapping,3,3.01,3.3,0.10663918185335584,1,"[2.267408618993539, 2.524470241208343, 3.0671715011002396]",[5.309910610659269],0.005911402443058205,0.004932929915619772,0.012543524883964707,0.03112552390518667,0.024971038907836512,0.07205369662894245,0.06912259055453165,0.05198737760145235,0.1753091091815291,18.75192756392877,0.0018719118395514327,0.0,3,101
4000101,7,fixed_observation_count,5,base,near,overlapping,3,3.12,3.3,0.10780034798712787,1,"[2.267408618993539, 2.524470241208343, 3.0671715011002396]",[5.3037528841423685],0.002125860698234679,0.001381279545549378,0.005187743316225735,0.012137625887026203,0.007658871008604457,0.030772777979987787,0.028843200335506962,0.019167722793036676,0.07540347134294123,20.08192756392877,0.0020049118395514326,0.0,5,101
4000101,7,fixed_observation_count,8,base,near,overlapping,3,3.23,3.3,0.1087718815750064,1,"[2.267408618993539, 2.524470241208343, 3.0671715011002396]",[5.306985374745725],0.0015523240025117184,0.0011377355650402175,0.0036981456374078903,0.009291343770794738,0.007021132422887502,0.02235919257428698,0.0227097789516078,0.017446342199566353,0.05460796035363824,21.161927563928767,0.002112911839551433,0.0,8,101
4000101,7,fixed_observation_count,12,base,near,overlapping,3,3.29,3.3,0.10898265883478306,1,"[2.267408618993539, 2.524470241208343, 3.0671715011002396]",[5.310507646843693],0.0022958467101760215,0.001640352424264354,0.0055073330228783135,0.012589929966632104,0.008216713430026343,0.03158653363276542,0.02852956153142088,0.018021030852489912,0.07395290803901311,21.641927563928768,0.002160911839551433,0.0,12,101
4000101,7,natural_control_end,7,base,near,overlapping,3,3.2,3.3,0.1085751233519398,1,"[2.267408618993539, 2.524470241208343, 3.0671715011002396]",[5.305672040973329],0.0013589828152440653,0.0011527311683854813,0.002717490694354119,0.008542995760586264,0.007112643747560969,0.01744781760264491,0.021620791540338212,0.01767467111327925,0.04455356595085824,20.891927563928768,0.002085911839551433,0.0,7,101
4000101,8,fixed_observation_count,0,base,near,single,1,7.61,8.265,0.09857132562966521,1,[6.727856007661951],[5.110272194511065],0.030788315995754843,0.02660095640689572,0.05653422185488033,0.18030166823238095,0.14610739651162538,0.44508064846499806,1.1742530391215231,0.6387321343571362,3.46937659679795,14.338775422298252,0.0005761670577230083,0.0,0,101
4000101,8,fixed_observation_count,1,base,near,single,1,12.22,8.265,0.03001661871086903,2,[6.727856007661951],"[4.413619920075091, 7.3602307467517]",0.018616215046064276,0.016088309054910925,0.03407937340539391,0.10529423683346598,0.08638529667000938,0.24929635964971197,0.5198744829313254,0.28828431616788647,2.3060209291277367,18.12877542229825,0.0009551670577230083,0.0,1,101
4000101,8,fixed_observation_count,2,base,near,single,1,11.76,8.265,0.02733246472145892,2,[6.727856007661951],"[4.719825380407593, 7.239710877967607]",0.14239815265804898,0.11741962464913532,0.3320134399964374,1.264914467010867,0.8919172622142866,2.4874876190947504,1.613218520433409,1.1851888998943605,2.7776615238995745,20.01877542229825,0.0009551670577230083,0.000189,2,101
4000101,8,fixed_observation_count,3,base,near,single,1,7.62,8.265,0.025659359125467837,2,[6.727856007661951],"[4.843705211245686, 7.160401855169169]",0.010940316675027628,0.009357469086516976,0.022112812036519713,0.08707089060092603,0.05894831246520787,0.2641088661512292,0.9642178929215789,0.44259325355065016,2.8327222826970164,21.908775422298252,0.0009551670577230083,0.000378,3,101
4000101,8,fixed_observation_count,5,base,near,single,1,8.08,8.265,0.02472750311494302,2,[6.727856007661951],"[5.16064139221966, 7.134648921040193]",0.06129526155724263,0.05157415194320678,0.13343063521068466,1.0795136026275345,0.6503630921850467,2.435881933655926,1.2172606045430903,0.8006221576609888,2.448216867263403,23.318775422298252,0.0010491670577230084,0.00042500000000000003,5,101
4000101,8,fixed_observation_count,8,base,near,single,1,8.1,8.265,0.04551818252111299,3,[6.727856007661951],"[2.2963208750474116, 8.122386826804064, 8.294643337386065]",0.005361878760405922,0.0045098656693921945,0.011749074796521874,0.04829752571778541,0.028201888124266397,0.212109243648527,0.04527164812497994,0.03462190139852419,0.20609223676458654,23.76877542229825,0.0010721670577230084,0.000447,8,101
4000101,8,fixed_observation_count,12,base,near,single,1,8.29,8.265,0.045517109345967435,3,[6.727856007661951],"[2.296337095255337, 8.122207423991021, 8.294574477730416]",0.012029057939098479,0.00940610023324753,0.0320906404976018,0.04898606143690774,0.03412472226842795,0.20562872997328618,0.05070227081909486,0.04254014115120872,0.20562872997328618,23.898775422298254,0.0010831670577230083,0.000449,12,101
4000101,8,natural_control_end,7,base,near,single,1,8.34,8.265,0.04551792334086527,3,[6.727856007661951],"[2.296307971172427, 8.122848502186585, 8.295126565441372]",0.016298312249877243,0.01226943081537868,0.0465975485254253,0.050104483026192935,0.036057720521274095,0.20350336281164605,0.05180834561585951,0.04440890691664301,0.18969421138794917,23.658775422298252,0.0010721670577230084,0.000436,7,101
4000101,9,fixed_observation_count,0,base,medium,separated,3,6.82,8.585,0.0993635304722236,1,"[3.576577834210317, 5.559121303185185, 7.9256808037551965]",[5.148335235481097],0.030947497237070045,0.026806389248244022,0.05351776806433861,0.14870435919524103,0.12953740308424344,0.2606026690720782,0.2710820824297486,0.23899218248164045,0.46477389472270403,15.753226772961128,0.0011223403109182609,0.0,0,101
4000101,9,fixed_observation_count,1,base,medium,separated,3,9.37,8.585,0.06921266350667868,2,"[3.576577834210317, 5.559121303185185, 7.9256808037551965]","[4.137105004436515, 7.824432665427093]",0.13228464004809318,0.1114288684228424,0.2866701076285558,0.8485617676430176,0.653427732712085,1.7156304400085443,1.1735206416461368,0.9625650705719478,2.035258866279909,21.013226772961126,0.0016483403109182608,0.0,1,101
4000101,9,fixed_observation_count,2,base,medium,separated,3,8.33,8.585,0.06597171075760744,3,"[3.576577834210317, 5.559121303185185, 7.9256808037551965]","[3.0778619112176226, 5.036906032311355, 7.402325160404799]",0.013244261065964533,0.011463049224999572,0.023426204065236433,0.06853067965940776,0.05855227694926048,0.13839926604864594,0.1552443798832379,0.12649032626750217,0.37771610257467714,22.393226772961125,0.0016483403109182608,0.000138,2,101
4000101,9,fixed_observation_count,3,base,medium,separated,3,8.53,8.585,0.06619445748042589,3,"[3.576577834210317, 5.559121303185185, 7.9256808037551965]","[3.053767056474779, 5.031208919570099, 7.394964815198278]",0.01937296181391225,0.016757920554967214,0.03481161243274222,0.10388864630397075,0.08738649379250105,0.22659854050175632,0.2883621903407876,0.21220215935121392,0.9034867713677599,22.853226772961126,0.0016943403109182609,0.000138,3,101
4000101,9,fixed_observation_count,5,base,medium,separated,3,8.57,8.585,0.06602620148391197,3,"[3.576577834210317, 5.559121303185185, 7.9256808037551965]","[3.05611437775144, 5.020560566945388, 7.392793787337793]",0.02103438229679835,0.018191909609112773,0.03794036073465179,0.11412995046463038,0.09552325298548606,0.2538363714623326,0.3530577787192174,0.24647491076403213,1.236610906682321,23.073226772961124,0.001709340310918261,0.000145,5,101
