algorithm,initialization,seed,task_seed,task_id,acid_type,pka_values,initial_ph,target_ph,true_success,strict_success,severe_failure,measured_success,false_stop,steps,overshoots,final_abs_error,final_measured_abs_error,total_volume_ml,acid_added_ml,base_added_ml,final_true_ph,final_measured_ph
a2c,imitation,101,200101,13,triprotic,"[2.0033775002426832, 4.731681131869025, 6.065694402984753]",1.57,6.13,1,0,0,1,0,11,0,0.09580035978695367,0.09580035978695367,26.89,0.0,26.89,6.034199640213046,6.034199640213046
a2c,imitation,101,200101,14,diprotic,"[3.7515187822942595, 6.030308211252214]",2.38,7.41,1,1,0,1,0,5,0,0.029215201935731017,0.029215201935731017,21.529999999999998,0.0,21.529999999999998,7.380784798064269,7.380784798064269
a2c,imitation,101,200101,15,diprotic,"[3.8658726876883867, 4.061127649082056]",2.43,7.8,0,0,1,0,0,50,38,0.6982772529125212,0.6982772529125212,33.190000000000026,5.599999999999998,27.59000000000003,7.101722747087479,7.101722747087479
a2c,imitation,101,200101,16,diprotic,"[3.7743347274689674, 4.776677343662042]",2.39,10.8,1,0,0,1,0,8,5,0.05358478222042251,0.05358478222042251,32.43,5.06,27.37,10.853584782220423,10.853584782220423
a2c,imitation,101,200101,17,triprotic,"[2.4803399810286613, 4.294049857193387, 6.4193767143935165]",1.78,6.85,1,1,0,1,0,10,0,0.04805091511807369,0.04805091511807369,29.760000000000005,0.0,29.760000000000005,6.801949084881926,6.801949084881926
a2c,imitation,101,200101,18,monoprotic,[3.700898707828795],2.36,6.44,1,1,0,1,0,12,7,0.0024247592687602904,0.0024247592687602904,15.879999999999999,2.4499999999999997,13.43,6.442424759268761,6.442424759268761
a2c,imitation,101,200101,19,diprotic,"[2.071435070654557, 6.472138032110481]",1.6,2.27,1,0,0,1,0,6,0,0.09237238434754547,0.09237238434754547,5.1,0.0,5.1,2.1776276156524546,2.1776276156524546
a2c,imitation,101,200101,20,monoprotic,[5.4919872795326405],3.25,3.25,1,1,0,1,0,0,0,0.0027739432407543063,0.0027739432407543063,0.0,0.0,0.0,3.2472260567592457,3.2472260567592457
a2c,imitation,101,200101,21,diprotic,"[2.848981034096728, 4.73697568787867]",1.95,3.44,1,0,0,1,0,6,0,0.0911075988382799,0.0911075988382799,8.68,0.0,8.68,3.34889240116172,3.34889240116172
a2c,imitation,101,200101,22,monoprotic,[3.3139068155863503],2.17,8.54,0,0,1,0,0,50,45,0.8539154073596009,0.8539154073596009,29.41000000000003,9.199999999999996,20.210000000000033,9.3939154073596,9.3939154073596
a2c,imitation,101,200101,23,triprotic,"[3.0753316367522796, 4.928510584779724, 6.306165057335901]",2.06,9.74,1,0,0,1,0,13,5,0.05769381508231142,0.05769381508231142,42.45000000000001,4.71,37.74000000000001,9.797693815082312,9.797693815082312
a2c,imitation,101,200101,24,triprotic,"[2.9583194272363715, 5.242029193437208, 7.242661488772921]",2.0,9.19,1,1,0,1,0,11,4,0.014468674836679796,0.014468674836679796,35.3,1.2100000000000002,34.089999999999996,9.17553132516332,9.17553132516332
a2c,imitation,101,200101,25,diprotic,"[3.4750219153162427, 6.127403866623286]",2.25,2.98,1,0,0,1,0,2,0,0.07967878911993465,0.07967878911993465,2.15,0.0,2.15,2.9003212108800653,2.9003212108800653
a2c,imitation,101,200101,26,monoprotic,[3.395650131610789],2.21,2.21,1,1,0,1,0,0,0,0.0015926109981956316,0.0015926109981956316,0.0,0.0,0.0,2.2115926109981956,2.2115926109981956
a2c,imitation,101,200101,27,monoprotic,[4.443601394823833],2.73,4.97,1,0,0,1,0,5,0,0.08991953800315944,0.08991953800315944,8.05,0.0,8.05,4.88008046199684,4.88008046199684
a2c,imitation,101,200101,28,monoprotic,[5.575829033211335],3.29,5.71,0,0,1,0,0,50,0,1.2796514184091938,1.2796514184091938,0.7300000000000003,0.0,0.7300000000000003,4.430348581590806,4.430348581590806
a2c,imitation,101,200101,29,monoprotic,[4.324345696061843],2.67,7.45,1,0,0,1,0,10,6,0.08696893677115458,0.08696893677115458,17.470000000000002,3.24,14.230000000000002,7.363031063228846,7.363031063228846
a2c,imitation,101,200101,30,diprotic,"[3.154021680769236, 4.5102271563052705]",2.09,6.14,1,1,0,1,0,7,3,0.04196249287575515,0.04196249287575515,23.290000000000003,0.76,22.53,6.181962492875755,6.181962492875755
a2c,imitation,101,200101,31,monoprotic,[2.531717669382998],1.8,7.73,0,0,0,0,0,50,40,0.22340212345123334,0.22340212345123334,29.200000000000024,9.099999999999996,20.100000000000026,7.506597876548767,7.506597876548767
a2c,imitation,101,200101,32,monoprotic,[3.27659002879633],2.15,6.12,1,0,0,1,0,12,6,0.09825651336461316,0.09825651336461316,16.1,2.5599999999999987,13.540000000000001,6.021743486635387,6.021743486635387
a2c,imitation,101,200101,33,monoprotic,[5.5657538902884784],3.28,4.47,1,0,0,1,0,4,2,0.05485365612432336,0.05485365612432336,5.4,2.34,3.06,4.415146343875676,4.415146343875676
a2c,imitation,101,200101,34,triprotic,"[3.432895111025225, 4.449910119673271, 6.601636414182742]",2.23,10.22,1,1,0,1,0,13,6,0.0060364615917212205,0.0060364615917212205,45.629999999999995,6.27,39.36,10.21396353840828,10.21396353840828
a2c,imitation,101,200101,35,triprotic,"[3.9281305780364937, 4.8849231606314305, 6.50294858205549]",2.47,7.64,1,1,0,1,0,8,1,7.981738541307237e-05,7.981738541307237e-05,32.25000000000001,0.0,32.25000000000001,7.640079817385413,7.640079817385413
a2c,imitation,101,200101,36,diprotic,"[2.931376647282069, 5.254451402191126]",1.99,4.25,1,1,0,1,0,5,0,0.04578869118995499,0.04578869118995499,11.33,0.0,11.33,4.204211308810045,4.204211308810045
a2c,imitation,101,200101,37,monoprotic,[2.109485313078927],1.62,3.7,1,0,0,1,0,3,0,0.0544217877788471,0.0544217877788471,10.64,0.0,10.64,3.645578212221153,3.645578212221153
a2c,imitation,101,200101,38,diprotic,"[3.0904224106473572, 6.079235514130331]",2.06,9.71,1,1,0,1,0,8,3,0.020171956121920687,0.020171956121920687,30.800000000000004,4.390000000000001,26.410000000000004,9.730171956121922,9.730171956121922
a2c,imitation,101,200101,39,monoprotic,[4.567880390342453],2.79,5.89,1,1,0,1,0,3,0,0.008663500179536321,0.008663500179536321,10.49,0.0,10.49,5.881336499820463,5.881336499820463
a2c,imitation,101,200101,40,diprotic,"[2.752211637297962, 6.658838338814565]",1.9,5.21,1,1,0,1,0,6,3,0.043219659847673064,0.043219659847673064,13.96,1.29,12.67,5.253219659847673,5.253219659847673
a2c,imitation,101,200101,41,triprotic,"[3.390545185573945, 5.404771400579204, 7.317236609462878]",2.21,9.67,1,0,0,1,0,11,4,0.08405564267188304,0.08405564267188304,38.14,2.5900000000000003,35.55,9.585944357328117,9.585944357328117
a2c,imitation,101,200101,42,diprotic,"[3.6377156433712408, 4.879712547047445]",2.33,7.61,1,1,0,1,0,17,7,0.005726487711071648,0.005726487711071648,32.36000000000001,5.19,27.170000000000005,7.615726487711072,7.615726487711072
a2c,imitation,101,200101,43,triprotic,"[3.3398471724737817, 4.26320822336665, 6.210744814458694]",2.18,4.59,1,0,0,1,0,10,0,0.09170535733923302,0.09170535733923302,17.68,0.0,17.68,4.498294642660767,4.498294642660767
a2c,imitation,101,200101,44,diprotic,"[2.457078831895478, 6.669038862846601]",1.77,9.58,1,1,0,1,0,14,6,0.02652952067554004,0.02652952067554004,29.080000000000002,3.5399999999999996,25.540000000000003,9.55347047932446,9.55347047932446
a2c,imitation,101,200101,45,diprotic,"[2.5636536806669152, 5.719835904766755]",1.82,8.57,0,0,0,0,0,50,41,0.11562415242195101,0.11562415242195101,27.970000000000024,2.9899999999999958,24.98000000000003,8.685624152421951,8.685624152421951
a2c,imitation,101,200101,46,triprotic,"[2.340786381270413, 4.364503943268306, 6.459468232786634]",1.72,2.43,1,0,0,1,0,6,0,0.07451224511867638,0.07451224511867638,4.97,0.0,4.97,2.355487754881324,2.355487754881324
a2c,imitation,101,200101,47,triprotic,"[2.209991341938985, 4.729257605868506, 7.751595169186407]",1.66,4.49,1,0,0,1,0,6,0,0.07925963574438377,0.07925963574438377,14.5,0.0,14.5,4.410740364255616,4.410740364255616
a2c,imitation,101,200101,48,triprotic,"[3.007223385826375, 4.576463752515621, 7.655024269093453]",2.02,9.26,1,0,0,1,0,10,3,0.08491681726649425,0.08491681726649425,34.91,1.06,33.849999999999994,9.344916817266494,9.344916817266494
a2c,imitation,101,200101,49,diprotic,"[3.9360654138868947, 5.241934304400063]",2.47,5.27,1,0,0,1,0,9,0,0.0650787811860205,0.0650787811860205,15.82,0.0,15.82,5.204921218813979,5.204921218813979
a2c,imitation,101,200101,50,triprotic,"[2.4744476925877246, 4.848110607078616, 7.1739404810279135]",1.78,8.35,1,1,0,1,0,7,0,0.002012457663658651,0.002012457663658651,32.31,0.0,32.31,8.347987542336341,8.347987542336341
a2c,imitation,101,200101,51,monoprotic,[3.6202654712822313],2.32,9.4,1,1,0,1,0,13,5,0.016777141392230632,0.016777141392230632,27.370000000000005,8.18,19.190000000000005,9.416777141392231,9.416777141392231
a2c,imitation,101,200101,52,monoprotic,[2.173237910517477],1.64,6.94,0,0,0,0,0,50,37,0.386367616653442,0.386367616653442,35.90000000000002,12.449999999999994,23.450000000000028,7.326367616653442,7.326367616653442
a2c,imitation,101,200101,53,monoprotic,[2.963454059131829],2.0,5.18,1,1,0,1,0,11,4,0.012588102202862217,0.012588102202862217,13.290000000000001,1.1800000000000002,12.110000000000001,5.1674118977971375,5.1674118977971375
a2c,imitation,101,200101,54,monoprotic,[4.303341607813606],2.66,7.88,0,0,1,0,0,50,43,0.5104945254325868,0.5104945254325868,25.680000000000028,7.339999999999996,18.340000000000032,8.390494525432587,8.390494525432587
a2c,imitation,101,200101,55,diprotic,"[2.508691473139596, 4.199235386116718]",1.79,5.92,1,1,0,1,0,6,2,0.04901748600415878,0.04901748600415878,22.990000000000002,0.61,22.380000000000003,5.870982513995841,5.870982513995841
a2c,imitation,101,200101,56,diprotic,"[2.6347461130478242, 4.75045121826941]",1.85,5.94,1,0,0,1,0,6,1,0.057688014118466135,0.057688014118466135,21.410000000000004,0.0,21.410000000000004,5.9976880141184665,5.9976880141184665
a2c,imitation,101,200101,57,triprotic,"[3.823735418091381, 5.244128606237369, 6.088824743756769]",2.42,7.29,1,1,0,1,0,8,0,0.011823238593060559,0.011823238593060559,32.32,0.0,32.32,7.2781767614069395,7.2781767614069395
a2c,imitation,101,200101,58,diprotic,"[3.5308004592612763, 5.286451303344695]",2.28,2.34,1,0,0,1,0,0,0,0.06323984196555088,0.06323984196555088,0.0,0.0,0.0,2.276760158034449,2.276760158034449
a2c,imitation,101,200101,59,triprotic,"[2.466340659147453, 5.48083321219616, 6.765714687228966]",1.77,9.07,1,0,0,1,0,9,2,0.07459071993827848,0.07459071993827848,34.260000000000005,0.66,33.60000000000001,8.995409280061722,8.995409280061722
a2c,imitation,101,200101,60,monoprotic,[2.1813422625840895],1.65,10.44,1,0,0,1,0,12,5,0.08808012953028133,0.08808012953028133,30.5,9.68,20.82,10.52808012953028,10.52808012953028
a2c,imitation,101,200101,61,monoprotic,[5.417743539315962],3.21,5.16,1,1,0,1,0,4,1,0.03354898926394512,0.03354898926394512,5.93,0.9099999999999999,5.02,5.193548989263945,5.193548989263945
a2c,imitation,101,200101,62,diprotic,"[3.7808126835168374, 6.358897623136578]",2.4,3.98,1,0,0,1,0,5,0,0.06726380344887728,0.06726380344887728,6.34,0.0,6.34,3.9127361965511227,3.9127361965511227
a2c,imitation,101,200101,63,triprotic,"[2.5451119775438142, 4.196699631307728, 7.612169095273747]",1.81,8.11,1,0,0,1,0,9,0,0.05372796746028996,0.05372796746028996,30.090000000000007,0.0,30.090000000000007,8.05627203253971,8.05627203253971
a2c,imitation,101,200101,64,diprotic,"[2.6944815940541824, 4.010932611506405]",1.87,10.28,1,0,0,1,0,12,5,0.09950405525043671,0.09950405525043671,34.910000000000004,6.4,28.51,10.379504055250436,10.379504055250436
a2c,imitation,101,200101,65,diprotic,"[3.9178721844455575, 4.442963507239117]",2.46,6.29,1,1,0,1,0,6,1,0.016342614814639056,0.016342614814639056,23.49,0.8200000000000001,22.669999999999998,6.306342614814639,6.306342614814639
a2c,imitation,101,200101,66,diprotic,"[2.432174733422463, 5.44489529876355]",1.76,3.59,1,1,0,1,0,5,1,0.004524930667830773,0.004524930667830773,10.390000000000002,0.0,10.390000000000002,3.5945249306678306,3.5945249306678306
a2c,imitation,101,200101,67,monoprotic,[4.943412382641405],2.97,10.75,1,0,0,1,0,6,4,0.05768635077401996,0.05768635077401996,25.56,7.19,18.369999999999997,10.69231364922598,10.69231364922598
a2c,imitation,101,200101,68,diprotic,"[2.5728665130798243, 5.717401941105172]",1.82,2.88,1,0,0,1,0,6,0,0.07818548410694337,0.07818548410694337,6.65,0.0,6.65,2.8018145158930565,2.8018145158930565
a2c,imitation,101,200101,69,diprotic,"[2.6412044238632655, 6.089987660445873]",1.85,7.0,1,0,0,1,0,6,0,0.09476115537108853,0.09476115537108853,20.54,0.0,20.54,6.9052388446289115,6.9052388446289115
a2c,imitation,101,200101,70,diprotic,"[2.788369959218569, 5.342922746044065]",1.92,8.6,0,0,0,0,0,50,42,0.2490142904222008,0.2490142904222008,24.15000000000003,1.0800000000000003,23.07000000000003,8.350985709577799,8.350985709577799
a2c,imitation,101,200101,71,monoprotic,[2.293362900499426],1.7,7.97,0,0,1,0,0,50,46,0.5579294872283933,0.5579294872283933,27.120000000000026,8.059999999999997,19.06000000000003,7.4120705127716064,7.4120705127716064
a2c,imitation,101,200101,72,triprotic,"[3.0929203910413263, 5.375093004046324, 7.091740911071141]",2.07,8.73,1,0,0,1,0,6,1,0.08812408030964392,0.08812408030964392,32.800000000000004,0.0,32.800000000000004,8.818124080309644,8.818124080309644
a2c,imitation,101,200101,73,diprotic,"[2.4269256856243384, 5.107568641998018]",1.76,2.01,1,0,0,1,0,3,0,0.08336250162188641,0.08336250162188641,1.2,0.0,1.2,1.9266374983781134,1.9266374983781134
a2c,imitation,101,200101,74,diprotic,"[2.7074396494001136, 6.861154099822747]",1.88,9.04,1,0,0,1,0,9,4,0.06270571701228533,0.06270571701228533,26.4,2.24,24.16,8.977294282987714,8.977294282987714
a2c,imitation,101,200101,75,triprotic,"[2.302684079546034, 5.730283547132371, 6.2478789790670515]",1.7,6.89,1,0,0,1,0,12,0,0.054070706930942514,0.054070706930942514,30.429999999999996,0.0,30.429999999999996,6.835929293069057,6.835929293069057
a2c,imitation,101,200101,76,monoprotic,[4.404960870325162],2.71,10.35,1,0,0,1,0,10,5,0.05411102399230039,0.05411102399230039,28.440000000000005,8.67,19.770000000000003,10.4041110239923,10.4041110239923
a2c,imitation,101,200101,77,triprotic,"[2.8766882720384617, 5.354526137946054, 6.78851121477879]",1.96,8.11,1,1,0,1,0,7,1,0.0017743019713094554,0.0017743019713094554,32.5,0.0,32.5,8.111774301971309,8.111774301971309
a2c,imitation,101,200101,78,triprotic,"[3.640570332648596, 4.462029659202282, 7.680022493726562]",2.33,4.16,1,0,0,1,0,10,0,0.08904430630733273,0.08904430630733273,11.200000000000001,0.0,11.200000000000001,4.070955693692667,4.070955693692667
a2c,imitation,101,200101,79,diprotic,"[2.091815124875227, 4.749548276675644]",1.61,3.1,1,0,0,1,0,5,0,0.07066293423995385,0.07066293423995385,9.87,0.0,9.87,3.0293370657600462,3.0293370657600462
a2c,imitation,101,200101,80,diprotic,"[3.719042970556559, 4.425556163391165]",2.37,2.02,1,1,0,1,0,1,0,0.006172865305852593,0.006172865305852593,0.9,0.9,0.0,2.0261728653058526,2.0261728653058526
a2c,imitation,101,200101,81,triprotic,"[3.2582842934527534, 4.6141599579206325, 6.216948702497385]",2.14,2.43,1,0,0,1,0,1,0,0.060317746312357645,0.060317746312357645,0.77,0.0,0.77,2.3696822536876425,2.3696822536876425
a2c,imitation,101,200101,82,diprotic,"[2.5091232066836424, 4.176435756419351]",1.79,5.32,1,0,0,1,0,6,0,0.052761918101460026,0.052761918101460026,21.17,0.0,21.17,5.26723808189854,5.26723808189854
a2c,imitation,101,200101,83,triprotic,"[3.707165310283828, 5.882626183508486, 6.914870944005753]",2.36,8.48,1,0,0,1,0,10,3,0.08524689402431207,0.08524689402431207,33.98,0.61,33.37,8.565246894024312,8.565246894024312
a2c,imitation,101,200101,84,diprotic,"[2.1838139123105185, 4.467875943398327]",1.65,10.22,1,0,0,1,0,7,3,0.051131870336829977,0.051131870336829977,31.860000000000003,4.890000000000001,26.970000000000002,10.27113187033683,10.27113187033683
a2c,imitation,101,200101,85,triprotic,"[3.7302107517049383, 4.9050418416814425, 6.563727749453922]",2.37,9.53,1,0,0,1,0,13,5,0.07105299204588,0.07105299204588,39.32999999999999,3.1599999999999997,36.169999999999995,9.60105299204588,9.60105299204588
a2c,imitation,101,200101,86,triprotic,"[3.8280005859461665, 5.753184871851049, 7.522135260271497]",2.42,3.18,1,1,0,1,0,1,1,0.028419028131174695,0.028419028131174695,2.06,0.0,2.06,3.208419028131175,3.208419028131175
a2c,imitation,101,200101,87,triprotic,"[2.268126314422789, 5.1481525818344505, 6.800986485821455]",1.68,2.08,1,0,0,1,0,4,0,0.08963786300781074,0.08963786300781074,2.43,0.0,2.43,1.9903621369921893,1.9903621369921893
a2c,imitation,101,200101,88,triprotic,"[3.4210254710826042, 5.855186162448691, 6.657454384380753]",2.22,7.39,1,0,0,1,0,10,0,0.09627900620456753,0.09627900620456753,30.800000000000004,0.0,30.800000000000004,7.293720993795432,7.293720993795432
a2c,imitation,101,200101,89,monoprotic,[2.963667683420835],2.0,9.25,0,0,1,0,0,50,42,1.541747808456421,1.541747808456421,29.320000000000025,9.159999999999997,20.16000000000003,7.708252191543579,7.708252191543579
a2c,imitation,101,200101,90,monoprotic,[3.1870569959420316],2.11,8.49,0,0,1,0,0,50,38,0.6744764947891237,0.6744764947891237,29.52000000000002,9.259999999999994,20.260000000000026,7.8155235052108765,7.8155235052108765
a2c,imitation,101,200101,91,triprotic,"[2.3673390007229855, 5.1423972755069185, 6.066858253178422]",1.73,9.27,1,0,0,1,0,14,6,0.07096185207366901,0.07096185207366901,40.28,3.64,36.64,9.19903814792633,9.19903814792633
a2c,imitation,101,200101,92,diprotic,"[3.959208571651276, 5.5237896438927]",2.49,5.5,1,0,0,1,0,8,0,0.08054790868482087,0.08054790868482087,15.540000000000001,0.0,15.540000000000001,5.419452091315179,5.419452091315179
a2c,imitation,101,200101,93,diprotic,"[2.8746702301120903, 5.5597285395280505]",1.96,4.41,1,1,0,1,0,4,0,0.03458529369905605,0.03458529369905605,11.330000000000002,0.0,11.330000000000002,4.375414706300944,4.375414706300944
a2c,imitation,101,200101,94,diprotic,"[2.7463224658405574, 5.3770746638027145]",1.9,6.23,1,1,0,1,0,7,0,0.04751995952799959,0.04751995952799959,20.51,0.0,20.51,6.182480040472001,6.182480040472001
a2c,imitation,101,200101,95,diprotic,"[3.7910801460026238, 6.413186701928932]",2.4,3.91,1,0,0,1,0,5,0,0.06034103255311507,0.06034103255311507,5.87,0.0,5.87,3.849658967446885,3.849658967446885
a2c,imitation,101,200101,96,monoprotic,[5.548265456244771],3.28,10.91,1,0,0,1,0,9,4,0.06596760460175588,0.06596760460175588,24.810000000000002,6.78,18.03,10.844032395398244,10.844032395398244
a2c,imitation,101,200101,97,diprotic,"[3.5814455790734314, 4.8173137203815335]",2.3,8.27,0,0,0,0,0,50,44,0.4238206227123733,0.4238206227123733,30.330000000000027,4.169999999999996,26.16000000000003,7.846179377287626,7.846179377287626
a2c,imitation,101,200101,98,diprotic,"[2.7989325321518184, 5.287699965444748]",1.93,7.26,1,1,0,1,0,11,5,0.023159222919494127,0.023159222919494127,25.69,1.9000000000000001,23.790000000000003,7.283159222919494,7.283159222919494
a2c,imitation,101,200101,99,monoprotic,[5.17339934474337],3.09,10.45,1,0,0,1,0,10,3,0.0981326011940844,0.0981326011940844,25.810000000000002,7.34,18.470000000000002,10.548132601194084,10.548132601194084
a2c,imitation,101,200101,100,diprotic,"[3.8503758427682904, 4.189596780609286]",2.43,9.39,1,1,0,1,0,12,6,0.016792311668396565,0.016792311668396565,31.650000000000002,4.82,26.830000000000002,9.373207688331604,9.373207688331604
a2c,imitation,101,200101,101,diprotic,"[3.040517230677347, 6.464252549366284]",2.04,3.52,1,1,0,1,0,6,0,0.044888335181458405,0.044888335181458405,7.99,0.0,7.99,3.4751116648185416,3.4751116648185416
a2c,imitation,101,200101,102,triprotic,"[3.1063552293020513, 4.522861394972383, 6.555700396402922]",2.07,7.69,1,1,0,1,0,8,1,0.014405629658139851,0.014405629658139851,32.27,0.0,32.27,7.70440562965814,7.70440562965814
a2c,imitation,101,200101,103,triprotic,"[3.2991397401082283, 5.490083440027376, 6.075625271831422]",2.16,8.57,1,0,0,1,0,16,4,0.07276339426636724,0.07276339426636724,39.66000000000001,3.3500000000000005,36.31000000000001,8.497236605733633,8.497236605733633
a2c,imitation,101,200101,104,triprotic,"[3.440020954541346, 4.031398663459769, 6.185865588582122]",2.23,2.91,1,0,0,1,0,2,0,0.09239826471108259,0.09239826471108259,2.15,0.0,2.15,2.8176017352889176,2.8176017352889176
a2c,imitation,101,200101,105,diprotic,"[2.429525447043865, 6.563140326131225]",1.76,9.0,1,1,0,1,0,9,2,0.03399247583001852,0.03399247583001852,25.040000000000003,1.5399999999999998,23.500000000000004,8.966007524169981,8.966007524169981
a2c,imitation,101,200101,106,triprotic,"[3.5192647527522847, 4.640415886579717, 7.350283453678577]",2.27,6.97,1,0,0,1,0,7,0,0.08263011554547095,0.08263011554547095,24.76,0.0,24.76,6.887369884454529,6.887369884454529
a2c,imitation,101,200101,107,monoprotic,[2.273873859352326],1.69,8.76,0,0,1,0,0,50,44,1.367504367828369,1.367504367828369,29.560000000000027,9.279999999999998,20.28000000000003,7.392495632171631,7.392495632171631
a2c,imitation,101,200101,108,triprotic,"[3.261463273321708, 5.967866713318628, 7.914495317356635]",2.15,5.83,1,0,0,1,0,6,0,0.08219708423537675,0.08219708423537675,15.150000000000002,0.0,15.150000000000002,5.747802915764623,5.747802915764623
a2c,imitation,101,200101,109,diprotic,"[2.4517820389034286, 6.691955583708438]",1.77,9.61,1,0,0,1,0,13,5,0.0998873499780899,0.0998873499780899,29.070000000000004,3.53,25.540000000000003,9.70988734997809,9.70988734997809
a2c,imitation,101,200101,110,triprotic,"[2.8910193352599576, 4.035988893200814, 7.508355157160999]",1.97,3.96,1,0,0,1,0,9,0,0.09823323899123348,0.09823323899123348,14.450000000000001,0.0,14.450000000000001,3.8617667610087665,3.8617667610087665
a2c,imitation,101,200101,111,monoprotic,[3.9387832431247407],2.48,3.5,1,1,0,1,0,1,0,0.014413324526685756,0.014413324526685756,2.82,0.0,2.82,3.4855866754733142,3.4855866754733142
a2c,imitation,101,200101,112,triprotic,"[3.9475582559821625, 4.455658156528161, 7.8266330405338165]",2.48,9.75,1,0,0,1,0,10,1,0.07400438166223466,0.07400438166223466,33.339999999999996,0.21,33.129999999999995,9.824004381662235,9.824004381662235
a2c,imitation,101,200101,113,monoprotic,[5.538605179121408],3.27,3.47,1,0,0,1,0,1,0,0.0894245902588593,0.0894245902588593,0.03,0.0,0.03,3.380575409741141,3.380575409741141
a2c,imitation,101,200101,114,triprotic,"[3.5622022270196063, 4.013076838956027, 7.828500051378539]",2.28,10.81,1,1,0,1,0,10,3,0.006911560017615059,0.006911560017615059,39.5,3.09,36.410000000000004,10.816911560017616,10.816911560017616
a2c,imitation,101,200101,115,diprotic,"[3.385010877983905, 5.841491892776693]",2.21,2.5,1,1,0,1,0,1,0,0.03739265582407825,0.03739265582407825,0.77,0.0,0.77,2.4626073441759218,2.4626073441759218
a2c,imitation,101,200101,116,triprotic,"[2.9813175384827106, 4.660918640915526, 7.080336925816034]",2.01,9.27,1,1,0,1,0,13,5,0.008086126782000491,0.008086126782000491,38.18,2.62,35.56,9.278086126782,9.278086126782
a2c,imitation,101,200101,117,monoprotic,[4.929255347801188],2.97,8.83,0,0,1,0,0,50,43,0.6357779969274997,0.6357779969274997,24.310000000000027,6.649999999999996,17.660000000000032,9.4657779969275,9.4657779969275
a2c,imitation,101,200101,118,triprotic,"[3.2625457147683954, 4.450467357737992, 6.660359027727367]",2.15,2.7,1,0,0,1,0,2,0,0.06892264417838323,0.06892264417838323,1.84,0.0,1.84,2.631077355821617,2.631077355821617
a2c,imitation,101,200101,119,monoprotic,[3.1567750581453677],2.1,7.27,0,0,1,0,0,50,43,0.5523168849945073,0.5523168849945073,25.60000000000003,7.299999999999997,18.300000000000033,7.822316884994507,7.822316884994507
