experiment,acid_type,true_buffer_count,step,current_pH,target_pH_x,abs_pH_error,posterior_mean_std,posterior_max_std,matched_pka_mae,matched_pka_rmse,matched_pka_max_abs_error,matched_within_0p5_frac,matched_within_1p0_frac,all_true_pkas_within_0p5,all_true_pkas_within_1p0,effective_pka_mae,unused_slot_mole_fraction,success_if_stop_now,previous_prediction_abs_error,posterior_pkas,posterior_stds,posterior_moles,effective_pkas,true_pkas,matched_slot_indices,unused_slot_indices,stage,steps_taken,success,final_pH,target_pH_y,final_abs_pH_error,final_matched_pka_mae,final_posterior_mean_std,final_unused_slot_mole_fraction
4,triprotic,3,0,1.94,7.37,5.43,0.20000000000000004,0.2,2.396133012040931,2.6929834422341523,3.5835245987277276,0.0,0.3333333333333333,0.0,0.0,2.396133012040931,0.0,0.0,,"[3.7960, 2.5656, 2.6100]","[0.2000, 0.2000, 0.2000]","[0.1511, 0.2053, 0.3946]","[3.7960, 2.5656, 2.6100]","[3.2687, 5.5119, 7.3795]","[0, 1, 2]",[],initial,6,True,7.39,7.37,0.019999999999999574,2.3988673946588848,0.19550880088300668,0.0
4,triprotic,3,6,7.39,7.37,0.019999999999999574,0.19550880088300668,0.20288446312328962,2.3988673946588848,2.698424507741112,3.593831029036245,0.0,0.3333333333333333,0.0,0.0,2.3965720679977665,0.0,1.0,4.099572700317949,"[3.7857, 2.5716, 2.6062]","[0.2029, 0.1968, 0.1869]","[0.1524, 0.2047, 0.3939]","[3.7943, 2.5666, 2.6094]","[3.2687, 5.5119, 7.3795]","[0, 1, 2]",[],up_to_8_steps,6,True,7.39,7.37,0.019999999999999574,2.3988673946588848,0.19550880088300668,0.0
5,monoprotic,1,5,2.6,2.56,0.040000000000000036,0.09732351139182234,0.1325001079041609,0.26206708049858385,0.26206708049858385,0.26206708049858385,1.0,1.0,1.0,1.0,0.1413032241414518,0.7365432618424604,1.0,0.027410870790481656,"[5.3185, 4.6379, 6.1209]","[0.0544, 0.1051, 0.1325]","[0.3488, 0.1446, 0.0554]","[4.7587, 4.5382, 5.9114]",[4.9000],[1],"[0, 2]",final,5,True,2.6,2.56,0.040000000000000036,0.26206708049858385,0.09732351139182234,0.7365432618424604
5,monoprotic,1,0,2.48,2.56,0.08000000000000007,0.20000000000000004,0.2,0.27187161839495033,0.27187161839495033,0.27187161839495033,1.0,1.0,1.0,1.0,0.27187161839495033,0.3647475221983749,1.0,,"[4.6281, 4.5164, 5.8674]","[0.2000, 0.2000, 0.2000]","[0.3530, 0.1446, 0.0581]","[4.6281, 4.5164, 5.8674]",[4.9000],[0],"[1, 2]",initial,5,True,2.6,2.56,0.040000000000000036,0.26206708049858385,0.09732351139182234,0.7365432618424604
5,monoprotic,1,5,2.6,2.56,0.040000000000000036,0.09732351139182234,0.1325001079041609,0.26206708049858385,0.26206708049858385,0.26206708049858385,1.0,1.0,1.0,1.0,0.1413032241414518,0.7365432618424604,1.0,0.027410870790481656,"[5.3185, 4.6379, 6.1209]","[0.0544, 0.1051, 0.1325]","[0.3488, 0.1446, 0.0554]","[4.7587, 4.5382, 5.9114]",[4.9000],[1],"[0, 2]",up_to_8_steps,5,True,2.6,2.56,0.040000000000000036,0.26206708049858385,0.09732351139182234,0.7365432618424604
6,monoprotic,1,5,3.2,3.29,0.08999999999999986,0.18023222096635894,0.23036358745101318,0.17865931791161493,0.17865931791161493,0.17865931791161493,1.0,1.0,1.0,1.0,0.3231745680567335,0.8464943815920648,1.0,0.4139019891619684,"[3.6049, 2.8113, 3.4103]","[0.1236, 0.1868, 0.2304]","[0.1615, 0.0762, 0.2590]","[3.4415, 2.6668, 3.4187]",[2.9900],[1],"[0, 2]",final,5,True,3.2,3.29,0.08999999999999986,0.17865931791161493,0.18023222096635894,0.8464943815920648
6,monoprotic,1,0,2.45,3.29,0.8399999999999999,0.20000000000000004,0.2,0.3513340547533663,0.3513340547533663,0.3513340547533663,1.0,1.0,1.0,1.0,0.3513340547533663,0.8462385498076406,0.0,,"[3.4068, 2.6387, 3.4203]","[0.2000, 0.2000, 0.2000]","[0.1608, 0.0765, 0.2604]","[3.4068, 2.6387, 3.4203]",[2.9900],[1],"[0, 2]",initial,5,True,3.2,3.29,0.08999999999999986,0.17865931791161493,0.18023222096635894,0.8464943815920648
6,monoprotic,1,5,3.2,3.29,0.08999999999999986,0.18023222096635894,0.23036358745101318,0.17865931791161493,0.17865931791161493,0.17865931791161493,1.0,1.0,1.0,1.0,0.3231745680567335,0.8464943815920648,1.0,0.4139019891619684,"[3.6049, 2.8113, 3.4103]","[0.1236, 0.1868, 0.2304]","[0.1615, 0.0762, 0.2590]","[3.4415, 2.6668, 3.4187]",[2.9900],[1],"[0, 2]",up_to_8_steps,5,True,3.2,3.29,0.08999999999999986,0.17865931791161493,0.18023222096635894,0.8464943815920648
7,triprotic,3,15,9.43,9.44,0.009999999999999787,0.22487740607651405,0.2330717626127469,1.0543194584658317,1.0977542211712996,1.4668917762706837,0.0,0.6666666666666666,0.0,0.0,1.0471102136561907,0.0,1.0,1.7561260986328122,"[3.9647, 5.5787, 3.0000]","[0.2331, 0.2269, 0.2147]","[0.3840, 0.3338, 0.0417]","[3.9861, 5.5795, 2.9994]","[3.7360, 5.4315, 6.5388]","[0, 1, 2]",[],final,15,True,9.43,9.44,0.009999999999999787,1.0543194584658317,0.22487740607651405,0.0
7,triprotic,3,0,2.1,9.44,7.34,0.20000000000000004,0.2,1.0457963158773735,1.0863874004520238,1.4415270948026668,0.0,0.6666666666666666,0.0,0.0,1.0457963158773735,0.0,0.0,,"[3.9900, 5.5796, 2.9993]","[0.2000, 0.2000, 0.2000]","[0.3868, 0.3318, 0.0437]","[3.9900, 5.5796, 2.9993]","[3.7360, 5.4315, 6.5388]","[0, 1, 2]",[],initial,15,True,9.43,9.44,0.009999999999999787,1.0543194584658317,0.22487740607651405,0.0
7,triprotic,3,8,7.7,9.44,1.7399999999999993,0.21886373233112036,0.22678210813219943,1.0568235137275874,1.0937788877024606,1.4353722397540851,0.0,0.6666666666666666,0.0,0.0,1.0475105520663353,0.0,0.0,2.6215888269245626,"[3.9962, 5.5629, 2.9768]","[0.2084, 0.2268, 0.2214]","[0.3842, 0.3333, 0.0442]","[3.9910, 5.5770, 2.9957]","[3.7360, 5.4315, 6.5388]","[0, 1, 2]",[],up_to_8_steps,15,True,9.43,9.44,0.009999999999999787,1.0543194584658317,0.22487740607651405,0.0
8,diprotic,2,6,3.9,3.99,0.0900000000000003,0.17703770065224125,0.186087662667426,0.20574384848058602,0.27908728176259,0.39431526639440717,1.0,1.0,1.0,1.0,0.3871847623568663,0.33575893121593353,1.0,0.3313928483752533,"[4.6138, 4.2257, 2.6695]","[0.1861, 0.1700, 0.1750]","[0.2384, 0.2570, 0.2701]","[4.4144, 4.0829, 2.5061]","[3.0639, 4.6310]","[0, 2]",[1],final,6,True,3.9,3.99,0.0900000000000003,0.20574384848058602,0.17703770065224125,0.33575893121593353
8,diprotic,2,0,2.07,3.99,1.9200000000000004,0.20000000000000004,0.2,0.4228229130559753,0.4547301996114737,0.5901559302209982,0.5,1.0,0.0,1.0,0.4228229130559753,0.3345056637268279,0.0,,"[4.3755, 4.0544, 2.4737]","[0.2000, 0.2000, 0.2000]","[0.2378, 0.2555, 0.2704]","[4.3755, 4.0544, 2.4737]","[3.0639, 4.6310]","[0, 2]",[1],initial,6,True,3.9,3.99,0.0900000000000003,0.20574384848058602,0.17703770065224125,0.33575893121593353
8,diprotic,2,6,3.9,3.99,0.0900000000000003,0.17703770065224125,0.186087662667426,0.20574384848058602,0.27908728176259,0.39431526639440717,1.0,1.0,1.0,1.0,0.3871847623568663,0.33575893121593353,1.0,0.3313928483752533,"[4.6138, 4.2257, 2.6695]","[0.1861, 0.1700, 0.1750]","[0.2384, 0.2570, 0.2701]","[4.4144, 4.0829, 2.5061]","[3.0639, 4.6310]","[0, 2]",[1],up_to_8_steps,6,True,3.9,3.99,0.0900000000000003,0.20574384848058602,0.17703770065224125,0.33575893121593353
9,diprotic,2,10,8.01,8.02,0.009999999999999787,0.22226299364734767,0.2392267885730756,0.6938076221649057,0.968149171603911,1.3690437304286882,0.5,0.5,0.0,0.0,0.7162864958324182,0.3885431779167748,1.0,2.951322431899607,"[5.8002, 4.8422, 4.1860]","[0.2085, 0.2190, 0.2392]","[0.1050, 0.3684, 0.4748]","[5.7869, 4.8370, 4.2176]","[2.8169, 5.8188]","[0, 2]",[1],final,10,True,8.01,8.02,0.009999999999999787,0.6938076221649057,0.22226299364734767,0.3885431779167748
9,diprotic,2,0,2.12,8.02,5.8999999999999995,0.20000000000000004,0.2,0.7204029963491057,0.9947870437697385,1.4064210612011663,0.5,0.5,0.0,0.0,0.7204029963491057,0.3892368278291213,0.0,,"[5.7844, 4.8361, 4.2233]","[0.2000, 0.2000, 0.2000]","[0.1060, 0.3696, 0.4740]","[5.7844, 4.8361, 4.2233]","[2.8169, 5.8188]","[0, 2]",[1],initial,10,True,8.01,8.02,0.009999999999999787,0.6938076221649057,0.22226299364734767,0.3885431779167748
9,diprotic,2,8,7.65,8.02,0.3699999999999992,0.22801130914827158,0.23160379438914655,0.6944806644234369,0.9629292700273943,1.361510937962406,0.5,0.5,0.0,0.0,0.71635414921427,0.38901115781988305,0.0,2.5946043584030125,"[5.7913, 4.8396, 4.1784]","[0.2311, 0.2316, 0.2214]","[0.1055, 0.3693, 0.4745]","[5.7854, 4.8366, 4.2163]","[2.8169, 5.8188]","[0, 2]",[1],up_to_8_steps,10,True,8.01,8.02,0.009999999999999787,0.6938076221649057,0.22226299364734767,0.3885431779167748
10,triprotic,3,8,10.78,10.72,0.05999999999999872,0.2082040411848595,0.21856270179959522,0.8890243602250666,1.0057372928548016,1.552547951451774,0.0,0.6666666666666666,0.0,0.0,0.908530302985861,0.0,1.0,0.006322069764136629,"[5.9689, 2.9795, 5.0748]","[0.2036, 0.2186, 0.2024]","[0.3082, 0.1936, 0.4872]","[5.9409, 2.9655, 5.1193]","[2.3833, 4.5565, 7.5215]","[0, 1, 2]",[],final,8,True,10.78,10.72,0.05999999999999872,0.8890243602250666,0.2082040411848595,0.0
10,triprotic,3,0,2.4,10.72,8.32,0.20000000000000004,0.2,0.9122647685519326,1.0291593961911027,1.5859571950421776,0.0,0.6666666666666666,0.0,0.0,0.9122647685519326,0.0,0.0,,"[5.9355, 2.9629, 5.1278]","[0.2000, 0.2000, 0.2000]","[0.3088, 0.1942, 0.4883]","[5.9355, 2.9629, 5.1278]","[2.3833, 4.5565, 7.5215]","[0, 1, 2]",[],initial,8,True,10.78,10.72,0.05999999999999872,0.8890243602250666,0.2082040411848595,0.0
10,triprotic,3,8,10.78,10.72,0.05999999999999872,0.2082040411848595,0.21856270179959522,0.8890243602250666,1.0057372928548016,1.552547951451774,0.0,0.6666666666666666,0.0,0.0,0.908530302985861,0.0,1.0,0.006322069764136629,"[5.9689, 2.9795, 5.0748]","[0.2036, 0.2186, 0.2024]","[0.3082, 0.1936, 0.4872]","[5.9409, 2.9655, 5.1193]","[2.3833, 4.5565, 7.5215]","[0, 1, 2]",[],up_to_8_steps,8,True,10.78,10.72,0.05999999999999872,0.8890243602250666,0.2082040411848595,0.0
11,diprotic,2,4,5.18,5.21,0.03000000000000025,0.1985109006078937,0.20784587500368748,1.2965791798094504,1.3132991787082926,1.5054742809500201,0.0,0.0,0.0,0.0,1.3015627497569366,0.383201594269211,1.0,2.547067811777815,"[2.6277, 2.5215, 4.6984]","[0.2078, 0.1948, 0.1929]","[0.2932, 0.4750, 0.4714]","[2.6250, 2.5217, 4.6911]","[3.7154, 6.2039]","[0, 2]",[1],final,4,True,5.18,5.21,0.03000000000000025,1.2965791798094504,0.1985109006078937,0.383201594269211
11,diprotic,2,0,3.34,5.21,1.87,0.20000000000000004,0.2,1.3025199180322102,1.3195980576463315,1.5141348912107047,0.0,0.0,0.0,0.0,1.3025199180322102,0.3828505981821391,0.0,,"[2.6245, 2.5217, 4.6897]","[0.2000, 0.2000, 0.2000]","[0.2943, 0.4747, 0.4709]","[2.6245, 2.5217, 4.6897]","[3.7154, 6.2039]","[0, 2]",[1],initial,4,True,5.18,5.21,0.03000000000000025,1.2965791798094504,0.1985109006078937,0.383201594269211
11,diprotic,2,4,5.18,5.21,0.03000000000000025,0.1985109006078937,0.20784587500368748,1.2965791798094504,1.3132991787082926,1.5054742809500201,0.0,0.0,0.0,0.0,1.3015627497569366,0.383201594269211,1.0,2.547067811777815,"[2.6277, 2.5215, 4.6984]","[0.2078, 0.1948, 0.1929]","[0.2932, 0.4750, 0.4714]","[2.6250, 2.5217, 4.6911]","[3.7154, 6.2039]","[0, 2]",[1],up_to_8_steps,4,True,5.18,5.21,0.03000000000000025,1.2965791798094504,0.1985109006078937,0.383201594269211
12,triprotic,3,6,4.04,3.97,0.06999999999999984,0.18876241991262366,0.2010741792784583,1.1136535869440527,1.6999806345141104,2.920798027659613,0.6666666666666666,0.6666666666666666,0.0,0.0,1.107271260088734,0.0,1.0,0.22583990423940126,"[4.2966, 4.7682, 2.5318]","[0.1803, 0.1849, 0.2011]","[0.3547, 0.3508, 0.2893]","[4.3091, 4.7812, 2.5381]","[2.4806, 4.6656, 7.6890]","[0, 1, 2]",[],final,6,True,4.04,3.97,0.06999999999999984,1.1136535869440527,0.18876241991262366,0.0
12,triprotic,3,0,1.75,3.97,2.22,0.20000000000000004,0.2,1.1060097397961994,1.6901353355072715,2.905328482874876,0.6666666666666666,0.6666666666666666,0.0,0.0,1.1060097397961994,0.0,0.0,,"[4.3116, 4.7837, 2.5393]","[0.2000, 0.2000, 0.2000]","[0.3541, 0.3507, 0.2898]","[4.3116, 4.7837, 2.5393]","[2.4806, 4.6656, 7.6890]","[0, 1, 2]",[],initial,6,True,4.04,3.97,0.06999999999999984,1.1136535869440527,0.18876241991262366,0.0
12,triprotic,3,6,4.04,3.97,0.06999999999999984,0.18876241991262366,0.2010741792784583,1.1136535869440527,1.6999806345141104,2.920798027659613,0.6666666666666666,0.6666666666666666,0.0,0.0,1.107271260088734,0.0,1.0,0.22583990423940126,"[4.2966, 4.7682, 2.5318]","[0.1803, 0.1849, 0.2011]","[0.3547, 0.3508, 0.2893]","[4.3091, 4.7812, 2.5381]","[2.4806, 4.6656, 7.6890]","[0, 1, 2]",[],up_to_8_steps,6,True,4.04,3.97,0.06999999999999984,1.1136535869440527,0.18876241991262366,0.0
13,diprotic,2,6,7.02,7.09,0.07000000000000028,0.21458048290043444,0.23998554984530676,1.224882466630403,1.5206919496154463,2.126085522865038,0.5,0.5,0.0,0.0,1.2125268921892738,0.40392215017589633,1.0,2.90151438627392,"[3.9845, 3.7779, 4.7067]","[0.2400, 0.2130, 0.1907]","[0.3090, 0.3998, 0.0562]","[3.9701, 3.7554, 4.7089]","[3.4543, 6.8327]","[1, 2]",[0],final,6,True,7.02,7.09,0.07000000000000028,1.224882466630403,0.21458048290043444,0.40392215017589633
13,diprotic,2,0,1.68,7.09,5.41,0.20000000000000004,0.2,1.2102012378717202,1.5161119937432208,2.1234419188675897,0.5,0.5,0.0,0.0,1.2102012378717202,0.403247662569188,0.0,,"[3.9675, 3.7512, 4.7093]","[0.2000, 0.2000, 0.2000]","[0.3076, 0.3990, 0.0561]","[3.9675, 3.7512, 4.7093]","[3.4543, 6.8327]","[1, 2]",[0],initial,6,True,7.02,7.09,0.07000000000000028,1.224882466630403,0.21458048290043444,0.40392215017589633
13,diprotic,2,6,7.02,7.09,0.07000000000000028,0.21458048290043444,0.23998554984530676,1.224882466630403,1.5206919496154463,2.126085522865038,0.5,0.5,0.0,0.0,1.2125268921892738,0.40392215017589633,1.0,2.90151438627392,"[3.9845, 3.7779, 4.7067]","[0.2400, 0.2130, 0.1907]","[0.3090, 0.3998, 0.0562]","[3.9701, 3.7554, 4.7089]","[3.4543, 6.8327]","[1, 2]",[0],up_to_8_steps,6,True,7.02,7.09,0.07000000000000028,1.224882466630403,0.21458048290043444,0.40392215017589633
14,triprotic,3,4,1.92,2.0,0.08000000000000007,0.14520581346618522,0.2279470458781768,2.980691559709984,3.6710218196267492,5.197827368455564,0.3333333333333333,0.3333333333333333,0.0,0.0,2.8527915047362473,0.0,1.0,0.04828716728836291,"[2.1775, 2.1957, 2.6332]","[0.0681, 0.1396, 0.2279]","[0.2646, 0.0162, 0.3157]","[2.5929, 2.2639, 2.5402]","[2.2605, 5.8570, 7.8311]","[0, 1, 2]",[],final,4,True,1.92,2.0,0.08000000000000007,2.980691559709984,0.14520581346618522,0.0
14,triprotic,3,0,2.94,2.0,0.94,0.20000000000000004,0.2,2.831491761565516,3.5386025058397146,5.142927459718545,0.3333333333333333,0.3333333333333333,0.0,0.0,2.831491761565516,0.0,0.0,,"[2.6881, 2.2781, 2.5231]","[0.2000, 0.2000, 0.2000]","[0.2651, 0.0136, 0.3157]","[2.6881, 2.2781, 2.5231]","[2.2605, 5.8570, 7.8311]","[0, 1, 2]",[],initial,4,True,1.92,2.0,0.08000000000000007,2.980691559709984,0.14520581346618522,0.0
14,triprotic,3,4,1.92,2.0,0.08000000000000007,0.14520581346618522,0.2279470458781768,2.980691559709984,3.6710218196267492,5.197827368455564,0.3333333333333333,0.3333333333333333,0.0,0.0,2.8527915047362473,0.0,1.0,0.04828716728836291,"[2.1775, 2.1957, 2.6332]","[0.0681, 0.1396, 0.2279]","[0.2646, 0.0162, 0.3157]","[2.5929, 2.2639, 2.5402]","[2.2605, 5.8570, 7.8311]","[0, 1, 2]",[],up_to_8_steps,4,True,1.92,2.0,0.08000000000000007,2.980691559709984,0.14520581346618522,0.0
15,diprotic,2,8,10.99,10.99,0.0,0.220568114618006,0.23933949548342542,0.9030389709583748,0.9274829448810431,1.1145696542543249,0.0,0.5,0.0,0.0,0.9172747771816476,0.20503473548950985,1.0,7.136122058155015,"[5.4830, 2.8441, 2.9303]","[0.2120, 0.2104, 0.2393]","[0.3893, 0.2162, 0.4489]","[5.4613, 2.8418, 2.9236]","[3.6219, 6.5976]","[0, 2]",[1],final,8,True,10.99,10.99,0.0,0.9030389709583748,0.220568114618006,0.20503473548950985
15,diprotic,2,0,2.95,10.99,8.04,0.20000000000000004,0.2,0.9199261096424451,0.9459741563658945,1.1403871205044158,0.0,0.5,0.0,0.0,0.9199261096424451,0.20431874364509503,0.0,,"[5.4572, 2.8413, 2.9224]","[0.2000, 0.2000, 0.2000]","[0.3880, 0.2153, 0.4506]","[5.4572, 2.8413, 2.9224]","[3.6219, 6.5976]","[0, 2]",[1],initial,8,True,10.99,10.99,0.0,0.9030389709583748,0.220568114618006,0.20503473548950985
15,diprotic,2,8,10.99,10.99,0.0,0.220568114618006,0.23933949548342542,0.9030389709583748,0.9274829448810431,1.1145696542543249,0.0,0.5,0.0,0.0,0.9172747771816476,0.20503473548950985,1.0,7.136122058155015,"[5.4830, 2.8441, 2.9303]","[0.2120, 0.2104, 0.2393]","[0.3893, 0.2162, 0.4489]","[5.4613, 2.8418, 2.9236]","[3.6219, 6.5976]","[0, 2]",[1],up_to_8_steps,8,True,10.99,10.99,0.0,0.9030389709583748,0.220568114618006,0.20503473548950985
16,monoprotic,1,1,3.3,3.34,0.040000000000000036,0.19814808384177737,0.19931855874287682,0.5943587387254103,0.5943587387254103,0.5943587387254103,0.0,1.0,0.0,1.0,0.5875845611849875,0.5448160768520703,1.0,0.44806076232343894,"[4.3649, 2.3930, 3.0856]","[0.1993, 0.1965, 0.1987]","[0.1349, 0.0837, 0.1826]","[4.3649, 2.3927, 3.0924]",[3.6800],[2],"[0, 1]",final,1,True,3.3,3.34,0.040000000000000036,0.5943587387254103,0.19814808384177737,0.5448160768520703
16,monoprotic,1,0,2.18,3.34,1.1599999999999997,0.20000000000000004,0.2,0.586286706883802,0.586286706883802,0.586286706883802,0.0,1.0,0.0,1.0,0.586286706883802,0.5440798402479221,0.0,,"[4.3649, 2.3927, 3.0937]","[0.2000, 0.2000, 0.2000]","[0.1348, 0.0835, 0.1829]","[4.3649, 2.3927, 3.0937]",[3.6800],[2],"[0, 1]",initial,1,True,3.3,3.34,0.040000000000000036,0.5943587387254103,0.19814808384177737,0.5448160768520703
16,monoprotic,1,1,3.3,3.34,0.040000000000000036,0.19814808384177737,0.19931855874287682,0.5943587387254103,0.5943587387254103,0.5943587387254103,0.0,1.0,0.0,1.0,0.5875845611849875,0.5448160768520703,1.0,0.44806076232343894,"[4.3649, 2.3930, 3.0856]","[0.1993, 0.1965, 0.1987]","[0.1349, 0.0837, 0.1826]","[4.3649, 2.3927, 3.0924]",[3.6800],[2],"[0, 1]",up_to_8_steps,1,True,3.3,3.34,0.040000000000000036,0.5943587387254103,0.19814808384177737,0.5448160768520703
17,triprotic,3,6,5.85,5.78,0.0699999999999994,0.06289652289722267,0.08904641154645271,1.1238316924972513,1.1743989127504084,1.5269348537072536,0.0,0.3333333333333333,0.0,0.0,0.9955203119633299,0.0,1.0,0.5112973944284018,"[2.3094, 4.8385, 4.9945]","[0.0890, 0.0442, 0.0555]","[0.4282, 0.0649, 0.3202]","[2.5042, 5.3196, 4.9736]","[3.8363, 4.1453, 6.1458]","[0, 1, 2]",[],final,6,True,5.85,5.78,0.0699999999999994,1.1238316924972513,0.06289652289722267,0.0
17,triprotic,3,0,2.32,5.78,3.4600000000000004,0.20000000000000004,0.2,0.9415286940390084,0.9740509727325952,1.2886590703991798,0.0,0.6666666666666666,0.0,0.0,0.9415286940390084,0.0,0.0,,"[2.5477, 5.4332, 4.9687]","[0.2000, 0.2000, 0.2000]","[0.4258, 0.0631, 0.3204]","[2.5477, 5.4332, 4.9687]","[3.8363, 4.1453, 6.1458]","[0, 1, 2]",[],initial,6,True,5.85,5.78,0.0699999999999994,1.1238316924972513,0.06289652289722267,0.0
