method,repeat,order_position,benchmark_seed,task_seed,task_id,pka_values,analyte_conc_m,initial_volume_ml,initial_base_moles,before_ph,observed_ph,target_ph,reagent,previous_volume_ml,wall_ns,process_cpu_ns,selected_k,posterior_concentration_m,posterior_pka_values,posterior_pka_sd,pair_probabilities
pf_1000,1,11,202,1000202,1579,"(3.1777457049576725, 5.667921690088857, 7.302549406951195)",0.1535759629916498,10.995184983924172,0.005026329169229376,8.92,8.93,9.277,base,0.01,22422800,15625000,3,0.10145858060459731,"[3.5062541035384656, 5.349721973900294, 7.251884959727812]","[1.515115727662169, 1.6601914031194063, 1.4057429087794868]","[0.3333105921620247, 0.3333386979950185, 0.33335070984295695]"
pf_1000,1,12,555,1000555,1422,"(2.115824693729396, 2.503629653532519, 2.807150217121589)",0.07606902868101931,8.238831484754328,0.000594542204166807,2.23,2.23,4.202,base,0.01,22047100,31250000,2,0.10314569039231715,"[3.9589937824897805, 6.361006746956132]","[1.7871811392653334, 1.797647430365998]","[0.3331966458341002, 0.3336607382027741, 0.3331426159631256]"
pf_1000,1,13,101,1000101,2842,"(3.140700703534308, 5.001005053420105, 6.764491975680406)",0.06712965980189593,9.614322595226724,0.0014802623269586435,6.45,6.44,4.327,acid,0.01,55290100,46875000,2,0.10140117690379766,"[4.207094921932072, 6.728749510094634]","[1.8797042865688856, 1.8086882949345002]","[0.33286184034231187, 0.33402710820130216, 0.333111051456386]"
pf_1000,1,14,303,1000303,2053,"(3.8627651516768173, 5.33486429622776)",0.0704899805149234,15.4429995464187,0.0016088151006950345,5.34,5.34,3.528,acid,0.01,24667400,31250000,2,0.1039605461142703,"[3.9784637047453493, 6.499194549832948]","[1.7479541492950326, 1.6605335693566916]","[0.33330594313777484, 0.33347379224160845, 0.33322026462061666]"
pf_1000,1,15,555,1000555,948,"(4.909127838258006, 7.264699362135895)",0.07534738020694738,11.840170739615491,0.0011750973076075633,6.95,6.95,5.218,acid,0.01,24158800,15625000,2,0.10155446856222555,"[3.9076189313900245, 6.498184505139384]","[1.6795419121857265, 1.8180149538405053]","[0.332625338213514, 0.3337014827412257, 0.3336731790452603]"
pf_1000,1,16,202,1000202,2684,"(4.577871379799451,)",0.049354754728436985,8.881910444780361,0.00019131808858951571,4.47,4.46,2.589,acid,0.01,55212300,31250000,3,0.10181128647351952,"[3.306999199553246, 5.158314098790608, 7.050463973234356]","[1.5318611609090802, 1.6813984957964925, 1.4953011463675427]","[0.3326203135371732, 0.3333313351742767, 0.33404835128855026]"
pf_1000,1,17,555,1000555,2211,"(4.191472670325491, 6.6377760518731295)",0.0426334539111618,9.561600003893933,6.283591353466129e-05,3.48,3.48,5.51,base,0.01,23655500,31250000,3,0.10915324782135083,"[3.236766227507249, 5.0808679207382115, 7.013764542784916]","[1.402845427406893, 1.638419287382625, 1.3743629507205155]","[0.33326371305359, 0.33333152969966173, 0.3334047572467482]"
pf_1000,1,18,202,1000202,1422,"(3.682202315621854,)",0.08727459201605034,13.17443842635386,0.00037197815779545766,3.37,3.37,3.849,base,0.01,55601800,46875000,3,0.10451845778559057,"[3.2790589986015, 5.0739717019384205, 7.048315422562586]","[1.38393131535916, 1.6760966654833802, 1.4567121969514802]","[0.3326292650855576, 0.33366805250447334, 0.33370268240996903]"
pf_1000,1,19,555,1000555,1,"(2.6619855552302107, 5.019769183222547, 7.18498757392706)",0.05312122109092176,15.263157629955955,0.0013317312868228138,5.26,5.26,4.769,acid,0.01,22849400,31250000,3,0.10209700099092056,"[3.4184851213571257, 5.323719139371574, 7.070742540612203]","[1.445632591433185, 1.6761754277860923, 1.5017124672691484]","[0.3326297383445032, 0.33367786369595975, 0.333692397959537]"
pf_1000,1,20,404,1000404,1106,"(8.119038067029956,)",0.05319907334764119,15.452727842115475,0.00048808334373413214,8.28,8.29,11.417,base,0.01,22761900,15625000,3,0.10514351292955088,"[3.570364505161411, 5.368026706188787, 7.209179407062718]","[1.4918657968189566, 1.6391348622876276, 1.3658872763851657]","[0.3319534454618384, 0.3338819832934864, 0.3341645712446752]"
pf_1000,1,21,202,1000202,2211,"(2.962549981219621, 4.031298435475328)",0.030800611422609914,10.700453167756812,0.0002518728847380254,3.24,3.24,1.83,acid,0.01,55003400,62500000,3,0.10386319390632223,"[3.3170017787914357, 5.119506392025938, 7.100783458947316]","[1.4169503573769082, 1.6889031973564435, 1.5254621905957129]","[0.3320123000568152, 0.3339857773112578, 0.334001922631927]"
pf_1000,1,22,101,1000101,632,"(4.429256909988458, 6.808335215132788)",0.04967688109437773,8.45231925831571,0.0004558737236480732,5.93,5.92,5.424,acid,0.01,23370300,15625000,3,0.10756835211864224,"[3.3322063073058206, 5.16356585515506, 7.035867918860905]","[1.347211630499163, 1.560823858572222, 1.3819510756148186]","[0.33318734094140445, 0.33328589021303334, 0.33352676884556226]"
pf_1000,1,23,101,1000101,1895,"(3.434757555586809, 5.38419356465918, 7.864443336954745)",0.037683262320780495,13.811814893277887,0.0014723918619696454,8.55,8.56,9.034,base,0.01,52341300,62500000,1,0.10776745812687376,[5.342182450009771],[2.07661808271904],"[0.33377336761089327, 0.3325125138337699, 0.33371411855533684]"
pf_1000,1,24,303,1000303,1895,"(2.2308142332019427, 3.8684993430504564)",0.09125094492334315,14.353003406979628,0.0022369309592120907,4.26,4.26,3.929,acid,0.01,23761600,15625000,2,0.09915894765256325,"[3.9948301903683667, 6.396892892001835]","[1.680311162958766, 1.7699627499118005]","[0.333330385231862, 0.3333563270622246, 0.3333132877059134]"
pf_1000,1,25,404,1000404,2526,"(4.013748933379667, 6.305202195419911)",0.06057550926928873,8.196913859782544,0.000964762958648913,7.52,7.54,9.229,base,0.01,23032200,31250000,3,0.10342709558474597,"[3.464799311599268, 5.2497361819877195, 7.188658398088124]","[1.4617705514156443, 1.7196843551835628, 1.4052828536749329]","[0.3331756426587996, 0.33337793873231014, 0.33344641860889024]"
pf_1000,1,26,101,1000101,790,"(3.2212491755875794, 4.397944878175743, 5.705709342497994)",0.10511578831682555,10.040589617672065,0.0018810000150372016,4.77,4.77,5.288,base,0.01,26480200,31250000,1,0.10086046514039254,[5.29617920527796],[2.121640695590228],"[0.3337109109645928, 0.3336447334712261, 0.33264435556418104]"
pf_1000,1,27,404,1000404,2842,"(3.3468249997546864, 4.90622690602577)",0.08019315607628244,14.92059071560752,0.000752048154578938,3.52,3.52,3.018,acid,0.01,54840000,46875000,3,0.10943708423223777,"[3.554523073208951, 5.417396052830483, 7.199776329188395]","[1.4337103411738537, 1.5858048851944822, 1.436866464220667]","[0.33335332363626907, 0.33307279802275497, 0.3335738783409759]"
pf_1000,1,28,101,1000101,1264,"(6.7973720951131575,)",0.08518331841023738,9.126425985179107,0.00033617661635827707,6.68,6.68,3.077,acid,0.01,25236100,31250000,3,0.10658855707357034,"[3.2618460722687517, 5.23799406865743, 7.091866470149354]","[1.4435122926019888, 1.6839244805943971, 1.4146891244417]","[0.3317531951908369, 0.3339262611558127, 0.33432054365335045]"
pf_1000,1,29,404,1000404,2369,"(3.4685298447917976, 4.464249464873871, 6.257714329725227)",0.17314324298754255,10.953086867156621,0.0017232981870859364,3.86,3.86,2.885,acid,0.01,24408000,15625000,2,0.11113695037436991,"[3.808991168792715, 6.378860404114751]","[1.7588914772666793, 1.8056349223902763]","[0.333026468400382, 0.3338716664412727, 0.3331018651583453]"
pf_1000,1,30,202,1000202,317,"(4.061330952453406, 5.2898756309050095)",0.10984958076855228,15.943517483958798,0.0011181023394541535,4.19,4.2,5.463,base,0.01,56815300,46875000,2,0.10507002423976275,"[3.9997856981351863, 6.480994228077787]","[1.8598391389908895, 1.8453922802320402]","[0.33233955691478695, 0.33394243404707485, 0.33371800903813825]"
pf_1000,1,31,404,1000404,2053,"(3.7919399778157334, 5.090196456682513, 6.81133974369312)",0.09329217892218565,11.904918287208844,0.001765092694227148,5.25,5.25,8.479,base,0.01,24388200,31250000,3,0.0990576492232109,"[3.389774899685256, 5.220991356920818, 7.195561178917107]","[1.371361936422629, 1.6241675169529834, 1.4623386553545192]","[0.333219162884911, 0.3333856845229101, 0.3333951525921789]"
pf_1000,1,32,101,1000101,948,"(3.9535010118720386, 6.323210701345227)",0.03633027155734308,11.911834059883542,0.00034056598544781984,4.49,4.48,2.494,acid,0.01,61546600,62500000,3,0.100170279551654,"[3.309787858644904, 5.217258305517282, 7.092968680873611]","[1.3746298351819257, 1.6163178505451867, 1.4029159123273294]","[0.3326844047351564, 0.33358888936341197, 0.3337267059014316]"
pf_1000,1,33,404,1000404,1895,"(2.3792584327893014,)",0.05903324062847452,8.314518573607039,4.7596328024483975e-05,1.97,1.97,3.622,base,0.01,59551400,62500000,3,0.10514197149167712,"[3.4399557787977564, 5.312346401422903, 7.153978418756545]","[1.3769350441131656, 1.5852458204650635, 1.4163908693558758]","[0.3332253839098771, 0.3333581182343257, 0.33341649785579724]"
pf_1000,1,34,555,1000555,1579,"(6.158636815286901,)",0.09407324280959979,12.651411335830586,0.00011460081660065973,5.19,5.19,5.963,base,0.01,24623900,15625000,3,0.1021222727917403,"[3.3856927377679877, 5.220295387707788, 7.03013324801444]","[1.4634409479149644, 1.7174635825709494, 1.5182382050557173]","[0.33331223801839865, 0.333333508408448, 0.33335425357315346]"
pf_1000,1,35,303,1000303,2842,"(3.764556976769614, 5.3084541641996115)",0.07094098651869922,14.729803467616764,3.669221537996713e-05,2.63,2.63,3.771,base,0.01,23749800,31250000,3,0.10427451960345528,"[3.3540556661968397, 5.259068258908878, 7.064260845098156]","[1.4210410297423188, 1.6623821493448665, 1.5139444538528732]","[0.3331933372470179, 0.33334270701560625, 0.33346395573737586]"
pf_1000,1,36,404,1000404,1737,"(3.968715075704214,)",0.049661237760811265,12.952998546260789,0.00016039069901837907,3.5,3.51,3.83,base,0.01,22735000,15625000,1,0.10086625374659239,[5.262093845641504],[2.2155184331087656],"[0.33336779982264525, 0.33332786861515545, 0.33330433156219935]"
pf_1000,1,37,303,1000303,159,"(4.042140438985008,)",0.09873193342431864,9.742908207184485,0.0008767969510074327,5.06,5.05,4.744,acid,0.01,24233700,31250000,3,0.10757395312764806,"[3.2973486847305273, 5.189818530277719, 7.087173827035791]","[1.4389669749460035, 1.709299595327605, 1.4957128929035555]","[0.332923032229317, 0.3335158675001117, 0.3335611002705713]"
pf_1000,1,38,101,1000101,317,"(2.547821426595555, 3.024634481078176)",0.04869886549526234,14.506773681834426,0.0009683928608489749,3.12,3.12,2.461,acid,0.01,25326500,15625000,1,0.1011673537214203,[5.089749274295944],[2.2100391567007454],"[0.33368357023962686, 0.33321119401592425, 0.3331052357444488]"
pf_1000,1,39,404,1000404,1,"(2.395542874288007,)",0.03435788244861229,15.157758840399428,0.0003867359966348887,2.94,2.94,3.143,base,0.01,55984400,46875000,3,0.10922534176666063,"[3.5347724097683737, 5.343196029344013, 7.1884619460293955]","[1.5367631332031713, 1.6829051858060393, 1.4183179529660355]","[0.3317659755923925, 0.3340595671491579, 0.3341744572584495]"
pf_1000,1,40,404,1000404,1264,"(2.679114411154587, 4.623150612549284, 5.841311930268676)",0.04864077363440658,9.507057003784507,0.0013271626997182738,6.68,6.67,5.134,acid,0.01,51767800,46875000,1,0.10053815556876554,[5.278613445107392],[2.1811884907961154],"[0.33364975140976727, 0.3328624316591009, 0.3334878169311319]"
pf_1000,1,41,101,1000101,475,"(2.604648765231752, 4.94242753260208)",0.1401980227255406,11.141933438931382,0.0022169368947427596,4.81,4.81,5.474,base,0.01,21144400,15625000,3,0.11209264084763679,"[3.4068863712100415, 5.244473222602969, 7.124889044552672]","[1.4960028305684754, 1.6612122141271524, 1.389733309975405]","[0.33336464545949784, 0.3331374679067361, 0.33349788663376606]"
pf_1000,1,42,101,1000101,2053,"(2.2669148851510847, 2.6077817088635395, 2.847186129097305)",0.1304894682172804,10.709909396857928,0.0021951024671846525,2.62,2.62,4.456,base,0.01,21066700,15625000,1,0.10277708319045115,[5.191547390618237],[2.214595003866499],"[0.33333806020133294, 0.33332404509798597, 0.33333789470068115]"
pf_1000,1,43,202,1000202,159,"(3.9956567356854293, 5.291244606411548)",0.17248380139854214,14.907646527873439,0.0011547700594150233,3.86,3.87,5.408,base,0.01,21003500,31250000,1,0.1069869983455449,[5.202783773301881],[2.164760587795589],"[0.33373750857799206, 0.3328581018683886, 0.33340438955361934]"
pf_1000,1,44,404,1000404,632,"(7.2505340657266695,)",0.16895321402007207,14.894650935118984,0.0013673210938666012,7.33,7.33,4.493,acid,0.01,21208900,15625000,1,0.10549776207401144,[5.194952786522289],[2.116283780095098],"[0.3335251212466513, 0.3330316015719109, 0.3334432771814379]"
pf_1000,1,45,404,1000404,1422,"(6.979524355238352,)",0.056811695021597546,8.835954749710197,0.0002036263733566515,6.81,6.82,7.397,base,0.01,21109300,15625000,2,0.10695829581461168,"[4.209704311953962, 6.575794545238677]","[1.7407395366568632, 1.7716875960168876]","[0.3326718481231753, 0.33389026085986195, 0.33343789101696275]"
pf_1000,1,46,101,1000101,1422,"(3.0721435154223338, 4.2857132774621505)",0.11605700207995368,14.999066490187852,0.0011498481593319966,3.24,3.24,3.569,base,0.01,20951900,31250000,1,0.10561003742983624,[5.156705637611438],[2.093233553644234],"[0.3335722452107654, 0.33293920876521305, 0.33348854602402156]"
pf_1000,1,47,202,1000202,475,"(3.361182545251126, 5.7103982333598555)",0.09227389968443848,15.094325219636204,0.0011499851315923612,3.99,3.99,7.921,base,0.01,20992300,15625000,2,0.10374777747617112,"[4.010278435571974, 6.501527881195324]","[1.752565654112096, 1.777406083392549]","[0.3333382007924059, 0.33333996571375285, 0.33332183349384126]"
pf_1000,1,48,101,1000101,159,"(5.110597024908919,)",0.08281932463450377,12.977927445262102,0.0006028014458778654,5.22,5.22,8.932,base,0.01,21120700,31250000,3,0.09730309419431785,"[3.4290645633513, 5.327839957179474, 7.1681548911598885]","[1.504352883645835, 1.5772316277210294, 1.3589783630648034]","[0.33350555891045214, 0.3326307414249267, 0.33386369966462115]"
pf_1000,1,49,303,1000303,1422,"(4.7047811494863705, 6.200951787846143)",0.10949471867128201,10.024959237256653,0.00015380201662782664,3.92,3.91,2.333,acid,0.01,48108400,46875000,1,0.11048817204531043,[5.28430742249312],[2.2158502787635412],"[0.3333667869087616, 0.3333219061779729, 0.3333113069132655]"
pf_1000,1,50,303,1000303,1264,"(2.6094581217533745, 3.7950267765752908, 5.531304543314491)",0.030189539759761057,12.37138369148207,0.0006686918327864607,4.28,4.27,3.92,acid,0.01,21257200,15625000,3,0.10213659512614245,"[3.457750507216547, 5.372473337861447, 7.159920969870788]","[1.5793156310534568, 1.701438791131123, 1.512126613576794]","[0.3322778009634418, 0.33365113773296556, 0.33407106130359265]"
pf_1000,1,51,404,1000404,1579,"(3.4282883076921236, 5.628727942827487, 6.751457386671085)",0.03104250890631701,13.69454338688585,0.0012541151215404907,8.03,8.01,7.546,acid,0.01,21243800,15625000,2,0.10433842184716768,"[4.004952567973955, 6.459069039543801]","[1.826091512175603, 1.8416712254905063]","[0.33331134116624733, 0.3335395785440334, 0.33314908028971935]"
pf_1000,1,52,555,1000555,1895,"(2.310890222752545,)",0.050234131575798514,13.514012639903875,0.00039970836398358825,2.57,2.57,4.682,base,0.01,21088500,31250000,3,0.10328043857679038,"[3.2517213448489914, 5.1117539345648595, 7.0134098976353805]","[1.4336551402120252, 1.6716363294275867, 1.448416530579022]","[0.3319253240970259, 0.33399187091908217, 0.33408280498389203]"
pf_1000,1,53,303,1000303,3000,"(3.2192514785438116, 4.427090391909266, 6.077683835702965)",0.07118105653668573,15.842167462639406,5.449076150920436e-05,2.33,2.33,3.311,base,0.01,45127500,46875000,3,0.11546840470531958,"[3.5656354569379496, 5.4280853705008205, 7.229283849398119]","[1.6419653286655966, 1.7495384624544614, 1.4978109375161055]","[0.3332594524153742, 0.3333492504916858, 0.33339129709294]"
pf_1000,1,54,202,1000202,2842,"(3.601173651399014, 5.249317365279029, 6.210892048479246)",0.15800088798482254,14.25202635658351,0.001228265934737013,3.65,3.65,5.173,base,0.01,50153500,46875000,3,0.10285973825669714,"[3.370740387937103, 5.167177721068246, 7.114989710486865]","[1.5405010422813175, 1.686671084489523, 1.426424286602455]","[0.3332715258420181, 0.3330319076153741, 0.3336965665426079]"
pf_1000,1,55,202,1000202,948,"(3.559029132946093, 5.769850237658069, 7.9458048136920905)",0.06801700095076234,9.32123248645031,0.00012702215864195622,3.0,3.0,3.693,base,0.01,51350100,46875000,3,0.10275792065222347,"[3.3138091046119347, 5.230865580971553, 7.152431894050615]","[1.3837618682789634, 1.6226482136917628, 1.407723619640443]","[0.33330451294058505, 0.33333734716918595, 0.333358139890229]"
pf_1000,1,56,555,1000555,632,"(4.446910261108392, 5.860245765079793)",0.11825068905687264,11.3134480068266,0.002497196864024699,6.68,6.68,8.183,base,0.01,21624200,31250000,1,0.10026343469935264,[5.3058401350364],[2.226450131325742],"[0.3333446768659233, 0.33333974989738363, 0.3333155732366931]"
pf_1000,1,57,101,1000101,1737,"(3.8127688093499366,)",0.05028484779423099,15.505210076711563,0.0005010003631944423,4.07,4.07,5.119,base,0.01,22885700,15625000,3,0.09747086024740195,"[3.334223538699328, 5.3391702755245, 7.215847142772691]","[1.4071705519146855, 1.6684290881774215, 1.3970269866576062]","[0.33287346555910624, 0.3334765361021448, 0.33364999833874903]"
pf_1000,1,58,555,1000555,2526,"(3.049030429638447,)",0.1719539599434053,14.137560166821967,0.0013123828950454535,3.13,3.13,4.733,base,0.01,21658200,31250000,1,0.10861969398175417,[5.336895314280952],[2.2312346000118737],"[0.33400169008710956, 0.3329756424984913, 0.3330226674143991]"
pf_1000,1,59,303,1000303,2369,"(5.037185640865046,)",0.08291712917611893,8.59452891967884,0.00040240344268617923,5.15,5.15,3.969,acid,0.01,21611900,15625000,3,0.10641131755560829,"[3.339647363717418, 5.2844884510592385, 7.013803567774989]","[1.372956996250036, 1.5849191567682974, 1.4521757363655299]","[0.3328239607329265, 0.3330847173923177, 0.3340913218747557]"
pf_1000,1,60,303,1000303,790,"(2.2399263218226997, 3.658828950521066)",0.14885456516877088,14.838601555415263,0.0015395909079044523,2.52,2.52,2.018,acid,0.01,22103500,31250000,2,0.09755566882862939,"[4.05527802226757, 6.4115469983601425]","[1.7768384335690746, 1.8445491426069671]","[0.3326644167469555, 0.3342817149751481, 0.3330538682778964]"
pf_1000,1,61,303,1000303,1106,"(3.606903236044145, 5.536995817388389)",0.07426201718906171,10.512443529231064,4.673210799807045e-05,2.61,2.62,3.737,base,0.01,21753600,15625000,1,0.10649755163934968,[5.176938420376797],[2.1890234050759454],"[0.3333872088707204, 0.33333121975456165, 0.3332815713747179]"
pf_1000,1,62,101,1000101,2211,"(6.9586759113359165,)",0.06692298381776815,10.753156834113902,0.00040512674754783685,7.07,7.07,6.632,acid,0.01,21833100,15625000,3,0.10554278122095942,"[3.3897456172356506, 5.273249136063288, 7.173221251063719]","[1.4786810739857636, 1.732427653003017, 1.446093530992971]","[0.3332314041543253, 0.33331486097349633, 0.3334537348721785]"
pf_1000,1,63,555,1000555,1264,"(1.8352311696827652, 3.6116536722951755)",0.0508601498163102,14.004102559697698,0.0013198774593016715,4.38,4.39,6.678,base,0.01,23319200,31250000,3,0.10589258228576362,"[3.425395312553093, 5.239171571033856, 7.108215445621593]","[1.5241827702450668, 1.7309943115698891, 1.4914569688561836]","[0.3335858350217067, 0.33276851133314433, 0.3336456536451489]"
pf_1000,1,64,404,1000404,3000,"(3.291273836367277, 3.7712920518616246, 4.013835323248265)",0.031043351915272348,14.146798165018577,0.0002454878545477993,3.14,3.14,2.799,acid,0.01,21872700,15625000,3,0.09611373458756482,"[3.348914212088754, 5.228458654339089, 7.102734239556259]","[1.4350298782434365, 1.6880732124322753, 1.4926811395557373]","[0.33332176745721276, 0.33333588049191876, 0.33334235205086854]"
pf_1000,1,65,555,1000555,2684,"(3.9806547984579312,)",0.04991056394861833,12.247648736965607,0.0004741763325461402,4.52,4.53,6.299,base,0.01,22746400,31250000,2,0.10770963655461799,"[4.004492108957296, 6.476989650512154]","[1.790712567139315, 1.8304217051349554]","[0.3328451892806909, 0.3335836296494393, 0.3335711810698699]"
pf_1000,1,66,101,1000101,2526,"(2.4404259545988514, 4.302645595920821, 5.898115404874311)",0.06125656029329333,11.161570857360296,0.00030684106593085824,2.44,2.44,1.868,acid,0.01,52713900,46875000,3,0.11037163586086286,"[3.202695640691468, 5.160484150069828, 7.078677290981404]","[1.3727553651081466, 1.682542164723513, 1.5393448854145344]","[0.33183971141177276, 0.33399639508310613, 0.33416389350512116]"
pf_1000,1,67,404,1000404,317,"(3.327423268174809, 5.3234357144786335, 7.624800545577019)",0.0648619307527631,14.172371306844953,0.0016281926723388585,5.82,5.82,4.604,acid,0.01,23684200,31250000,3,0.10856479044439873,"[3.4491472015016744, 5.276823642883669, 7.133274026426274]","[1.5368361371078714, 1.6872338584888942, 1.3809101195291011]","[0.3333658125479333, 0.3331220097164389, 0.33351217773562786]"
pf_1000,1,68,555,1000555,475,"(5.946298894981457,)",0.09347923672506389,10.629534213079303,0.0006192493455557991,6.16,6.17,7.891,base,0.01,23184500,15625000,3,0.1004442394969183,"[3.358737108493235, 5.186967573820837, 6.941518719990294]","[1.3821135707754435, 1.6916190629846442, 1.5586208961000272]","[0.3328122145085103, 0.33321081639867733, 0.3339769690928124]"
pf_1000,1,69,303,1000303,317,"(4.2849469089844305, 6.466808153718205)",0.15475235944295154,11.851634955967324,0.0008703248773094726,4.23,4.23,7.283,base,0.01,52466600,62500000,1,0.10114805003634367,[5.165788519736799],[2.067029475571572],"[0.33350902342771727, 0.3332807589888104, 0.3332102175834724]"
pf_1000,1,70,555,1000555,2369,"(7.939625416189755,)",0.07588280655640195,11.342426485615569,5.2704745221447054e-05,6.75,6.76,7.719,base,0.01,21886000,0,1,0.10169895761580854,[5.128393254571291],[2.2141030688958994],"[0.333389106763774, 0.3333353125081273, 0.33327558072809876]"
pf_1000,1,71,303,1000303,632,"(8.322664072743997,)",0.04376434453172055,11.719774137592578,8.381872943547515e-05,7.61,7.61,3.977,acid,0.01,22972600,31250000,3,0.10027143236806504,"[3.415052283972, 5.373316741407306, 7.170479336647581]","[1.4199309162583809, 1.6235194054436457, 1.45242612628591]","[0.3332950823599765, 0.3333441245317297, 0.3333607931082939]"
pf_1000,1,72,202,1000202,1737,"(7.804540119936352,)",0.08422844038466198,10.311832880479015,0.000507203871381264,7.95,7.95,8.355,base,0.01,22318800,15625000,3,0.10269915377021407,"[3.3924963744876733, 5.276395898770244, 7.3358001918249585]","[1.4321747378440761, 1.62882230059089, 1.3322297474821638]","[0.3324510273317952, 0.3332476877561223, 0.33430128491208255]"
pf_1000,1,73,555,1000555,317,"(2.291275812340863, 2.820356144884941)",0.039881489280086176,14.059698672407675,0.0008879427069592543,3.14,3.14,2.26,acid,0.01,51218600,46875000,2,0.10086848495885103,"[3.993513598927914, 6.473738393929481]","[1.8332720263929791, 1.7619943006040013]","[0.33329136325739617, 0.33376931831760315, 0.33293931842500074]"
pf_1000,1,74,303,1000303,475,"(2.459734296613616, 4.68460814111473, 6.22971263691246)",0.110226298850227,10.501477189749984,0.0019183829086170654,4.9,4.9,3.922,acid,0.01,22287300,15625000,1,0.09660872363079362,[5.2171799713035645],[2.149565079095467],"[0.333403362037731, 0.33336264541557586, 0.33323399254669306]"
pf_1000,1,75,202,1000202,1895,"(8.294137692732424,)",0.04898096618864941,11.036447272683242,0.0004894840276974075,9.27,9.28,11.088,base,0.01,22251900,15625000,3,0.10097674839890422,"[3.261330971028831, 5.137306454095948, 7.08657880046049]","[1.4324807638350363, 1.662441339984727, 1.4613134055565014]","[0.3333955093498937, 0.33226101385709933, 0.334343476793007]"
